UNIX_TS,EBE,FGE,Hour,TVE
0.34560585,1.0,1.0,0.26086956,0.0
0.5370197,1.0,0.0,1.0,0.0
0.3045044,1.0,0.0,0.26086956,0.0
0.9102001,0.0,1.0,0.3478261,0.0
0.14003563,0.0,0.0,0.21739131,0.0
0.07067299,0.0,0.0,0.6086957,0.0
0.9782486,0.0,0.0,0.0,0.0
0.11765671,0.0,1.0,0.9130435,0.0
0.41405487,1.0,0.0,0.21739131,0.0
0.18884468,1.0,0.0,0.86956525,1.0
0.78717804,0.0,1.0,0.5652174,0.0
0.69423866,0.0,0.0,0.73913044,0.0
0.007648468,0.0,0.0,0.6086957,0.0
0.7226105,0.0,0.0,0.43478262,0.0
0.590683,1.0,0.0,0.13043478,0.0
0.023347855,0.0,0.0,0.04347826,0.0
0.41222763,1.0,0.0,0.9130435,0.0
0.9513588,0.0,0.0,0.39130434,0.0
0.698122,0.0,0.0,0.5652174,0.0
0.117544174,0.0,0.0,0.826087,1.0
0.6185417,1.0,0.0,0.47826087,0.0
0.35017395,1.0,1.0,0.6086957,0.0
0.9309807,0.0,1.0,0.5217391,0.0
0.15784645,0.0,0.0,0.21739131,0.0
0.96785736,0.0,0.0,0.43478262,0.0
0.6509094,0.0,0.0,0.08695652,0.0
0.9019222,0.0,1.0,0.30434784,0.0
0.1265049,0.0,1.0,0.3478261,0.0
0.17388725,0.0,0.0,0.95652175,0.0
0.714962,0.0,0.0,0.86956525,1.0
0.084661484,0.0,1.0,0.826087,0.0
0.68841743,0.0,0.0,0.47826087,1.0
0.54769516,1.0,0.0,0.7826087,0.0
0.16806412,0.0,1.0,0.6956522,0.0
0.53799057,1.0,1.0,0.6956522,0.0
0.5224056,1.0,1.0,0.30434784,0.0
0.45407104,1.0,1.0,0.43478262,0.0
0.6202526,1.0,1.0,0.73913044,0.0
0.7717056,0.0,1.0,0.26086956,0.0
0.95575523,0.0,1.0,0.6086957,0.0
0.14551544,0.0,0.0,0.21739131,0.0
0.5976467,1.0,1.0,0.21739131,0.0
0.9811592,0.0,0.0,0.13043478,0.0
0.7252369,0.0,0.0,0.3478261,0.0
0.5993614,1.0,0.0,0.47826087,0.0
0.19809341,1.0,0.0,0.6086957,0.0
0.6577015,0.0,0.0,0.04347826,0.0
0.5801792,1.0,0.0,0.47826087,0.0
0.43340683,1.0,0.0,0.3478261,0.0
0.23205948,1.0,0.0,0.39130434,0.0
0.10612488,0.0,0.0,0.47826087,0.0
0.88799477,0.0,0.0,0.13043478,0.0
0.86053276,0.0,0.0,0.08695652,0.0
0.24798584,1.0,1.0,0.0,0.0
0.62578964,1.0,0.0,0.7826087,1.0
0.8934746,0.0,1.0,0.13043478,0.0
0.19158554,1.0,1.0,0.86956525,1.0
0.85682297,0.0,0.0,0.39130434,0.0
0.45298767,1.0,1.0,0.65217394,0.0
0.81269646,0.0,1.0,0.17391305,0.0
0.46343422,1.0,0.0,0.26086956,0.0
0.35103035,1.0,0.0,0.21739131,0.0
0.060396194,0.0,0.0,0.08695652,0.0
0.94976234,0.0,0.0,0.21739131,0.0
0.8886223,0.0,0.0,0.6086957,0.0
0.5544319,1.0,0.0,0.6956522,0.0
0.624136,1.0,0.0,0.5652174,0.0
0.049835205,0.0,1.0,0.39130434,0.0
0.7200432,0.0,0.0,0.5652174,1.0
0.2292614,1.0,1.0,0.3478261,0.0
0.2415924,1.0,0.0,0.3478261,0.0
0.8960991,0.0,0.0,0.04347826,0.0
0.30752945,1.0,0.0,0.47826087,0.0
0.83273315,0.0,1.0,0.826087,0.0
0.19940567,1.0,1.0,0.5652174,0.0
0.2801857,1.0,0.0,0.5217391,0.0
0.6811657,0.0,0.0,0.17391305,0.0
0.27242088,1.0,0.0,0.86956525,0.0
0.91973305,0.0,0.0,0.30434784,0.0
0.8871937,0.0,0.0,0.5652174,0.0
0.1098938,0.0,1.0,0.21739131,0.0
0.90888596,0.0,1.0,0.39130434,0.0
0.5025978,1.0,0.0,0.86956525,0.0
0.07718086,0.0,0.0,0.3478261,0.0
0.652565,0.0,0.0,0.30434784,0.0
0.7395668,0.0,0.0,0.826087,0.0
0.04949379,0.0,0.0,0.13043478,0.0
0.19095612,1.0,0.0,0.39130434,0.0
0.24559021,1.0,1.0,0.26086956,0.0
0.88336754,0.0,0.0,0.7826087,0.0
0.20174599,1.0,0.0,0.26086956,0.0
0.13986206,0.0,1.0,0.08695652,0.0
0.8122959,0.0,1.0,0.9130435,0.0
0.8068161,0.0,0.0,0.9130435,0.0
0.0149002075,0.0,0.0,0.9130435,1.0
0.7830105,0.0,0.0,0.5217391,0.0
0.6904144,0.0,0.0,0.95652175,1.0
0.51789474,1.0,0.0,0.0,0.0
0.8520851,0.0,1.0,0.95652175,0.0
0.7933426,0.0,0.0,0.04347826,0.0
0.12616158,0.0,1.0,0.08695652,0.0
0.04760933,0.0,1.0,0.7826087,0.0
0.5035114,1.0,0.0,0.5217391,0.0
0.9281845,0.0,0.0,0.47826087,0.0
0.91111374,0.0,0.0,0.0,0.0
0.5384464,1.0,1.0,0.0,0.0
0.8216572,0.0,0.0,0.73913044,1.0
0.05132103,0.0,0.0,0.47826087,0.0
0.34332275,1.0,1.0,0.6086957,0.0
0.13803673,0.0,1.0,0.7826087,0.0
0.62384987,1.0,1.0,0.3478261,0.0
0.16680717,0.0,1.0,0.7826087,0.0
0.59918785,1.0,0.0,0.3478261,0.0
0.12844467,0.0,0.0,0.7826087,0.0
0.80441856,0.0,0.0,0.13043478,0.0
0.3706684,1.0,0.0,0.5652174,0.0
0.27750206,1.0,1.0,0.5652174,0.0
0.31557846,1.0,1.0,0.3478261,0.0
0.5168114,1.0,1.0,0.21739131,0.0
0.33869934,1.0,0.0,0.21739131,0.0
0.14043427,0.0,1.0,0.5217391,0.0
0.6290455,0.0,0.0,0.13043478,0.0
0.024547577,0.0,0.0,0.95652175,1.0
0.16937828,0.0,1.0,0.65217394,0.0
0.6228218,1.0,0.0,0.6086957,0.0
0.5955353,1.0,1.0,0.6956522,0.0
0.6688919,0.0,0.0,0.21739131,0.0
0.35610962,1.0,0.0,0.95652175,1.0
0.36958122,1.0,1.0,0.7826087,1.0
0.5701885,1.0,0.0,0.17391305,0.0
0.59456444,1.0,0.0,1.0,0.0
0.3957863,1.0,0.0,0.9130435,1.0
0.500597,1.0,0.0,0.39130434,0.0
0.75572205,0.0,0.0,0.6086957,0.0
0.37078094,1.0,0.0,0.65217394,0.0
0.8340454,0.0,0.0,0.7826087,0.0
0.5212059,1.0,1.0,0.43478262,0.0
0.6944103,0.0,0.0,0.86956525,0.0
0.985899,0.0,0.0,0.6086957,0.0
0.29519844,1.0,0.0,0.47826087,0.0
0.6342411,0.0,1.0,0.95652175,1.0
0.25095558,1.0,0.0,0.17391305,0.0
0.16578102,0.0,0.0,0.0,0.0
0.87080956,0.0,1.0,0.6086957,0.0
0.49203682,1.0,0.0,0.13043478,0.0
0.27339172,1.0,0.0,0.5652174,0.0
0.58337593,1.0,1.0,0.826087,0.0
0.6131191,1.0,0.0,0.5217391,0.0
0.31814766,1.0,1.0,0.21739131,0.0
0.4393425,1.0,0.0,0.6956522,1.0
0.09459305,0.0,0.0,0.04347826,0.0
0.15008163,0.0,1.0,0.5652174,0.0
0.83478737,0.0,1.0,0.30434784,0.0
0.32790947,1.0,0.0,0.3478261,0.0
0.26865196,1.0,1.0,0.08695652,0.0
0.7871208,0.0,0.0,0.5217391,0.0
0.44710732,1.0,1.0,0.3478261,0.0
0.09630585,0.0,0.0,0.30434784,0.0
0.22161102,1.0,0.0,0.7826087,0.0
0.48746872,1.0,0.0,0.826087,1.0
0.24067879,1.0,0.0,0.6956522,1.0
0.5993023,1.0,0.0,0.43478262,0.0
0.5040817,1.0,0.0,0.95652175,1.0
0.18970108,1.0,1.0,0.47826087,0.0
0.09841919,0.0,0.0,0.86956525,0.0
0.99703026,0.0,1.0,0.73913044,0.0
0.4141674,1.0,0.0,0.30434784,0.0
0.2673397,1.0,0.0,0.13043478,0.0
0.19786263,1.0,0.0,0.43478262,0.0
0.5242901,1.0,0.0,0.6956522,0.0
0.8436947,0.0,0.0,0.826087,0.0
0.8273678,0.0,0.0,0.9130435,0.0
0.31278038,1.0,0.0,0.30434784,0.0
0.36387444,1.0,0.0,0.6086957,0.0
0.4459095,1.0,1.0,0.47826087,0.0
0.664896,0.0,1.0,0.30434784,0.0
0.29154396,1.0,1.0,0.826087,0.0
0.021520615,0.0,1.0,0.73913044,1.0
0.19757843,1.0,1.0,0.21739131,0.0
0.50299644,1.0,0.0,0.13043478,0.0
0.047153473,0.0,0.0,0.43478262,0.0
0.040245056,0.0,1.0,0.39130434,0.0
0.22909164,1.0,0.0,0.21739131,0.0
0.15162277,0.0,1.0,0.6956522,0.0
0.7267208,0.0,0.0,0.43478262,0.0
0.52445984,1.0,1.0,0.826087,1.0
0.33036423,1.0,0.0,0.13043478,0.0
0.3984127,1.0,0.0,0.826087,0.0
0.47353935,1.0,0.0,0.65217394,0.0
0.19655228,1.0,0.0,0.47826087,0.0
0.4109707,1.0,0.0,1.0,0.0
0.011930466,0.0,0.0,0.73913044,0.0
0.13346863,0.0,0.0,0.43478262,0.0
0.7303734,0.0,0.0,0.08695652,0.0
0.17508698,0.0,1.0,0.826087,0.0
0.76085854,0.0,0.0,0.3478261,0.0
0.58543015,1.0,1.0,0.30434784,0.0
0.22321129,1.0,0.0,0.95652175,0.0
0.5841179,1.0,1.0,0.3478261,0.0
0.6215668,1.0,0.0,0.6956522,0.0
0.7392235,0.0,0.0,0.5652174,0.0
0.977108,0.0,1.0,0.17391305,0.0
0.110464096,0.0,0.0,0.65217394,0.0
0.93720245,0.0,0.0,0.04347826,0.0
0.26802444,1.0,0.0,0.65217394,0.0
0.4510479,1.0,0.0,0.21739131,0.0
0.16012955,0.0,0.0,0.9130435,1.0
0.70531464,0.0,0.0,0.826087,0.0
0.80527306,0.0,0.0,0.7826087,0.0
0.42918205,1.0,0.0,0.26086956,0.0
0.026374817,0.0,1.0,0.26086956,0.0
0.60837936,1.0,1.0,0.04347826,0.0
0.043043137,0.0,0.0,0.43478262,0.0
0.7286072,0.0,0.0,0.826087,1.0
0.93377686,0.0,0.0,0.5652174,0.0
0.9903507,0.0,0.0,0.86956525,1.0
0.98327255,0.0,0.0,0.6956522,0.0
0.26950836,1.0,1.0,0.73913044,0.0
0.23576927,1.0,0.0,0.08695652,0.0
0.059940338,0.0,0.0,0.7826087,0.0
0.791687,0.0,0.0,0.86956525,1.0
0.72055626,0.0,1.0,0.95652175,0.0
0.4166813,1.0,1.0,0.13043478,0.0
0.97585106,0.0,0.0,0.26086956,0.0
0.952446,0.0,1.0,0.17391305,0.0
0.47410965,1.0,1.0,0.04347826,0.0
0.8002491,0.0,0.0,0.08695652,0.0
0.8031044,0.0,0.0,0.17391305,0.0
0.32836533,1.0,0.0,0.6956522,0.0
0.051891327,0.0,0.0,0.9130435,0.0
0.71456146,0.0,1.0,0.5652174,0.0
0.8432369,0.0,0.0,0.47826087,0.0
0.8668709,0.0,1.0,0.73913044,1.0
0.9376011,0.0,1.0,0.3478261,0.0
0.10515404,0.0,1.0,0.7826087,0.0
0.8953018,0.0,0.0,0.47826087,0.0
0.7173023,0.0,0.0,0.5652174,1.0
0.23531342,1.0,0.0,0.7826087,0.0
0.50904846,1.0,1.0,0.5652174,0.0
0.06861687,0.0,1.0,0.08695652,0.0
0.0063934326,0.0,0.0,0.6956522,0.0
0.8886776,0.0,1.0,0.65217394,0.0
0.09716225,0.0,1.0,0.95652175,0.0
0.278471,1.0,1.0,0.26086956,0.0
0.80476,0.0,0.0,0.39130434,0.0
0.7453308,0.0,1.0,0.0,0.0
0.05588913,0.0,1.0,0.826087,0.0
0.30330467,1.0,1.0,0.39130434,0.0
0.3411541,1.0,0.0,0.0,0.0
0.6954384,0.0,1.0,0.6086957,0.0
0.5051079,1.0,0.0,0.6956522,0.0
0.90483284,0.0,1.0,0.43478262,0.0
0.72997475,0.0,0.0,0.826087,0.0
0.413826,1.0,0.0,0.04347826,0.0
0.64839745,0.0,1.0,0.26086956,0.0
0.8677273,0.0,0.0,0.3478261,0.0
0.0804348,0.0,1.0,0.73913044,0.0
0.56653595,1.0,0.0,0.5217391,0.0
0.8319912,0.0,0.0,0.26086956,0.0
0.5329094,1.0,0.0,1.0,0.0
0.19335556,1.0,1.0,0.13043478,0.0
0.7178154,0.0,0.0,0.95652175,1.0
0.35085678,1.0,1.0,0.08695652,0.0
0.4315796,1.0,0.0,0.0,0.0
0.46571922,1.0,0.0,0.95652175,0.0
0.79613876,0.0,1.0,0.08695652,0.0
0.57686615,1.0,1.0,0.04347826,0.0
0.09219551,0.0,0.0,0.30434784,0.0
0.93805885,0.0,0.0,0.6956522,0.0
0.53587914,1.0,1.0,0.13043478,0.0
0.52480316,1.0,0.0,0.04347826,0.0
0.35485458,1.0,0.0,0.0,0.0
0.7667961,0.0,0.0,0.6956522,0.0
0.71130943,0.0,0.0,0.17391305,0.0
0.1351242,0.0,0.0,0.65217394,0.0
0.9865246,0.0,1.0,0.04347826,0.0
0.22817802,1.0,0.0,0.5652174,0.0
0.76057434,0.0,1.0,0.13043478,0.0
0.2100811,1.0,1.0,0.3478261,0.0
0.8677845,0.0,0.0,0.39130434,0.0
0.28554916,1.0,0.0,0.43478262,0.0
0.82245636,0.0,1.0,0.30434784,0.0
0.70474243,0.0,0.0,0.39130434,0.0
0.23445892,1.0,0.0,0.13043478,0.0
0.66129875,0.0,0.0,0.6956522,0.0
0.27887154,1.0,1.0,0.5652174,0.0
0.012386322,0.0,0.0,0.04347826,0.0
0.7679386,0.0,1.0,0.5217391,0.0
0.47159767,1.0,0.0,0.21739131,0.0
0.3711815,1.0,0.0,0.95652175,1.0
0.2687683,1.0,1.0,0.17391305,0.0
0.72084045,0.0,1.0,0.13043478,0.0
0.7003479,0.0,1.0,0.17391305,0.0
0.7369976,0.0,0.0,0.95652175,1.0
0.78181076,0.0,1.0,0.65217394,0.0
0.21721649,1.0,0.0,0.5652174,0.0
0.6441746,0.0,1.0,0.17391305,0.0
0.53051186,1.0,1.0,0.21739131,0.0
0.6637554,0.0,0.0,0.47826087,0.0
0.9112263,0.0,0.0,0.08695652,0.0
0.64816856,0.0,1.0,0.08695652,0.0
0.97956085,0.0,0.0,1.0,0.0
0.8386116,0.0,0.0,0.08695652,0.0
0.5123577,1.0,0.0,1.0,0.0
0.04361534,0.0,0.0,0.86956525,0.0
0.6042118,1.0,0.0,0.0,0.0
0.7209568,0.0,0.0,0.21739131,0.0
0.80555916,0.0,0.0,1.0,1.0
0.7163887,0.0,0.0,0.9130435,1.0
0.56630516,1.0,1.0,0.3478261,0.0
0.42267418,1.0,0.0,0.5217391,0.0
0.93092155,0.0,1.0,0.47826087,0.0
0.8400402,0.0,0.0,0.13043478,0.0
0.76976585,0.0,0.0,0.86956525,1.0
0.16635132,0.0,0.0,0.43478262,0.0
0.19135666,1.0,0.0,0.6956522,0.0
0.13649559,0.0,1.0,0.65217394,0.0
0.98127365,0.0,0.0,0.21739131,0.0
0.5431862,1.0,0.0,0.47826087,0.0
0.9624367,0.0,0.0,0.47826087,0.0
0.6774559,0.0,0.0,0.47826087,0.0
0.092596054,0.0,0.0,0.6086957,0.0
0.068675995,0.0,1.0,0.13043478,0.0
0.95061874,0.0,0.0,0.86956525,0.0
0.32105827,1.0,0.0,0.3478261,0.0
0.31472206,1.0,0.0,0.73913044,0.0
0.14146233,0.0,0.0,0.26086956,0.0
0.885025,0.0,0.0,1.0,0.0
0.99468994,0.0,0.0,0.0,0.0
0.5390167,1.0,1.0,0.43478262,0.0
0.77747345,0.0,1.0,0.47826087,0.0
0.9997692,0.0,0.0,0.73913044,0.0
0.6918411,0.0,0.0,1.0,0.0
0.68270683,0.0,1.0,0.30434784,0.0
0.61208916,1.0,0.0,0.7826087,0.0
0.18827248,1.0,1.0,0.43478262,0.0
0.06433678,0.0,1.0,1.0,0.0
0.65581894,0.0,0.0,0.6956522,0.0
0.98155785,0.0,0.0,0.43478262,0.0
0.8428955,0.0,0.0,0.21739131,0.0
0.4035511,1.0,1.0,0.5652174,0.0
0.7572632,0.0,0.0,0.73913044,0.0
0.09533501,0.0,1.0,0.6086957,0.0
0.7624016,0.0,1.0,0.47826087,0.0
0.2850933,1.0,0.0,0.08695652,0.0
0.5063076,1.0,1.0,0.5652174,0.0
0.073984146,0.0,0.0,0.0,0.0
0.88565254,0.0,0.0,0.43478262,0.0
0.22258377,1.0,0.0,0.47826087,0.0
0.8735504,0.0,0.0,0.6086957,0.0
0.284523,1.0,0.0,0.6956522,0.0
0.4699993,1.0,0.0,0.04347826,0.0
0.18912888,1.0,0.0,0.04347826,0.0
0.02740097,0.0,0.0,0.0,0.0
0.09116745,0.0,0.0,0.5652174,0.0
0.79551125,0.0,0.0,0.65217394,0.0
0.90769005,0.0,1.0,0.5217391,0.0
0.3282528,1.0,0.0,0.6086957,0.0
0.9069462,0.0,1.0,1.0,0.0
0.14203262,0.0,0.0,0.6956522,0.0
0.8128662,0.0,0.0,0.30434784,0.0
0.654562,0.0,0.0,0.7826087,0.0
0.9020939,0.0,0.0,0.43478262,0.0
0.31706238,1.0,0.0,0.43478262,0.0
0.72569275,0.0,0.0,0.6956522,0.0
0.03699112,0.0,1.0,0.0,0.0
0.47302628,1.0,0.0,0.26086956,0.0
0.20631409,1.0,1.0,0.6086957,0.0
0.9571266,0.0,1.0,0.6086957,0.0
0.5321102,1.0,0.0,0.39130434,0.0
0.08323288,0.0,0.0,0.7826087,0.0
0.39595795,1.0,0.0,0.0,0.0
0.7686806,0.0,0.0,0.04347826,0.0
0.96066666,0.0,0.0,0.17391305,0.0
0.89912605,0.0,0.0,0.26086956,0.0
0.56710625,1.0,0.0,0.95652175,0.0
0.95295906,0.0,0.0,0.5652174,0.0
0.05046463,0.0,1.0,0.86956525,0.0
0.03105545,0.0,1.0,0.6956522,0.0
0.9293804,0.0,0.0,0.3478261,0.0
0.034650803,0.0,0.0,0.30434784,0.0
0.9779644,0.0,0.0,0.826087,0.0
0.5346222,1.0,1.0,0.21739131,0.0
0.514698,1.0,0.0,0.6956522,0.0
0.444767,1.0,0.0,0.65217394,0.0
0.43511963,1.0,0.0,0.6086957,0.0
0.33704376,1.0,0.0,0.0,0.0
0.32419777,1.0,0.0,0.65217394,0.0
0.9239578,0.0,0.0,0.39130434,0.0
0.0423584,0.0,1.0,0.95652175,0.0
0.80755615,0.0,0.0,0.43478262,0.0
0.11291695,0.0,1.0,0.43478262,0.0
0.54992104,1.0,1.0,0.39130434,0.0
0.55134773,1.0,0.0,0.43478262,0.0
0.12245178,0.0,0.0,0.39130434,0.0
0.43426323,1.0,0.0,1.0,0.0
0.85556793,0.0,1.0,0.47826087,0.0
0.25289726,1.0,0.0,0.6086957,0.0
0.71187973,0.0,0.0,0.6086957,1.0
0.3689556,1.0,0.0,0.30434784,0.0
0.13055801,0.0,0.0,0.30434784,0.0
0.04081726,0.0,1.0,0.826087,0.0
0.83358765,0.0,0.0,0.43478262,0.0
0.81041145,0.0,1.0,0.5217391,0.0
0.22349739,1.0,1.0,0.13043478,0.0
0.36010742,1.0,0.0,0.86956525,0.0
0.67642784,0.0,1.0,0.73913044,0.0
0.19438171,1.0,0.0,0.9130435,1.0
0.02917099,0.0,0.0,0.30434784,0.0
0.38254166,1.0,0.0,0.21739131,0.0
0.58691406,1.0,0.0,0.39130434,0.0
0.99388885,0.0,1.0,0.43478262,0.0
0.68099403,0.0,1.0,0.04347826,0.0
0.7573757,0.0,0.0,0.826087,0.0
0.047952652,0.0,1.0,0.0,0.0
0.77604485,0.0,1.0,0.43478262,0.0
0.5097885,1.0,0.0,0.08695652,0.0
0.5464401,1.0,0.0,0.86956525,0.0
0.86453056,0.0,1.0,0.0,0.0
0.42176247,1.0,0.0,0.86956525,0.0
0.59856033,1.0,0.0,0.9130435,0.0
0.71056557,0.0,1.0,0.65217394,0.0
0.27635956,1.0,1.0,0.73913044,0.0
0.47901917,1.0,0.0,0.65217394,0.0
0.0652504,0.0,1.0,0.65217394,0.0
0.19775009,1.0,1.0,0.3478261,0.0
0.5947342,1.0,0.0,0.08695652,0.0
0.21287727,1.0,1.0,0.39130434,0.0
0.87189484,0.0,0.0,0.39130434,0.0
0.10287094,0.0,0.0,0.08695652,0.0
0.27156448,1.0,0.0,0.21739131,0.0
0.9058628,0.0,0.0,0.17391305,0.0
0.33761406,1.0,0.0,0.43478262,0.0
0.030313492,0.0,1.0,0.13043478,0.0
0.08797073,0.0,0.0,0.21739131,0.0
0.36193466,1.0,0.0,0.17391305,0.0
0.6680927,0.0,0.0,0.65217394,0.0
0.1096077,0.0,0.0,0.0,0.0
0.15721703,0.0,0.0,0.7826087,0.0
0.9625492,0.0,0.0,0.5652174,1.0
0.6617565,0.0,1.0,0.0,0.0
0.9120827,0.0,0.0,0.73913044,0.0
0.5362778,1.0,0.0,0.43478262,0.0
0.5618515,1.0,1.0,0.08695652,0.0
0.554718,1.0,0.0,0.9130435,1.0
0.73111725,0.0,0.0,0.65217394,0.0
0.5009403,1.0,0.0,0.65217394,0.0
0.13775253,0.0,0.0,0.5652174,0.0
0.6002159,1.0,1.0,0.08695652,0.0
0.9187069,0.0,0.0,0.5652174,0.0
0.23537064,1.0,1.0,0.826087,0.0
0.9519882,0.0,0.0,0.86956525,1.0
0.54935074,1.0,1.0,1.0,0.0
0.968544,0.0,1.0,0.95652175,1.0
0.07609749,0.0,0.0,0.5652174,0.0
0.9010086,0.0,1.0,0.65217394,0.0
0.16423988,0.0,0.0,0.9130435,1.0
0.8099556,0.0,1.0,0.17391305,0.0
0.5391331,1.0,1.0,0.5217391,0.0
0.061540604,0.0,0.0,0.95652175,0.0
0.43152237,1.0,0.0,1.0,0.0
0.45841026,1.0,0.0,0.6086957,0.0
0.8245125,0.0,0.0,0.826087,0.0
0.34908867,1.0,0.0,0.826087,0.0
0.49249077,1.0,0.0,0.47826087,0.0
0.06759071,0.0,0.0,0.3478261,0.0
0.8073292,0.0,0.0,0.26086956,0.0
0.52337646,1.0,0.0,0.0,0.0
0.17474365,0.0,1.0,0.5652174,0.0
0.2203579,1.0,0.0,0.86956525,0.0
0.70337296,0.0,0.0,0.39130434,0.0
0.91459656,0.0,0.0,0.5652174,0.0
0.8118954,0.0,0.0,0.6086957,0.0
0.7204418,0.0,1.0,0.86956525,0.0
0.6909275,0.0,0.0,0.30434784,0.0
