EBE,FGE,TVE,Season,FRE
1.0,0.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.33333334,0.0
1.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.33333334,0.0
0.0,1.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.6666667,0.0
1.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.0,1.0
1.0,1.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0
0.0,1.0,0.0,0.33333334,0.0
0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.6666667,1.0
1.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.6666667,0.0
0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,0.6666667,0.0
0.0,1.0,0.0,1.0,1.0
1.0,0.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.33333334,0.0
0.0,1.0,0.0,0.6666667,0.0
0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.6666667,0.0
0.0,1.0,0.0,0.0,0.0
0.0,1.0,0.0,0.6666667,0.0
0.0,1.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.0,1.0
1.0,0.0,1.0,0.6666667,0.0
1.0,0.0,1.0,0.6666667,0.0
0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.33333334,0.0
1.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,0.6666667,0.0
0.0,0.0,1.0,0.6666667,0.0
0.0,1.0,0.0,0.0,1.0
0.0,1.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,0.6666667,0.0
0.0,0.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.33333334,0.0
0.0,1.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.33333334,0.0
1.0,1.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.6666667,0.0
0.0,0.0,1.0,0.33333334,0.0
0.0,0.0,0.0,0.6666667,0.0
0.0,0.0,1.0,0.6666667,0.0
1.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.33333334,0.0
1.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.33333334,0.0
0.0,1.0,0.0,0.6666667,0.0
0.0,1.0,0.0,0.0,0.0
0.0,1.0,0.0,0.33333334,0.0
0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.6666667,0.0
0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,0.6666667,0.0
0.0,0.0,0.0,0.33333334,0.0
0.0,1.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.0,1.0
1.0,1.0,0.0,0.6666667,0.0
0.0,1.0,0.0,0.33333334,0.0
0.0,1.0,1.0,0.6666667,0.0
1.0,1.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.6666667,0.0
1.0,1.0,0.0,0.33333334,1.0
1.0,0.0,0.0,0.0,1.0
1.0,0.0,1.0,0.6666667,0.0
0.0,0.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.6666667,0.0
1.0,1.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.33333334,0.0
1.0,1.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.33333334,0.0
0.0,1.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.6666667,0.0
1.0,0.0,0.0,1.0,1.0
0.0,1.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.33333334,0.0
0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,1.0
0.0,1.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.6666667,0.0
0.0,1.0,0.0,0.0,1.0
1.0,1.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.6666667,0.0
0.0,1.0,1.0,0.33333334,0.0
1.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.33333334,0.0
1.0,1.0,0.0,1.0,0.0
1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.33333334,0.0
0.0,0.0,1.0,0.6666667,0.0
0.0,1.0,1.0,0.0,1.0
1.0,0.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.33333334,0.0
0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.33333334,0.0
1.0,1.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.33333334,0.0
1.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.33333334,0.0
1.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0
1.0,0.0,1.0,1.0,0.0
1.0,1.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.33333334,0.0
1.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.6666667,0.0
1.0,1.0,0.0,0.33333334,0.0
0.0,1.0,1.0,0.6666667,0.0
1.0,0.0,0.0,0.33333334,0.0
1.0,1.0,1.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.33333334,0.0
1.0,1.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.33333334,0.0
0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,1.0
1.0,1.0,0.0,0.0,0.0
0.0,1.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.33333334,0.0
0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.6666667,0.0
0.0,1.0,0.0,0.33333334,0.0
1.0,1.0,0.0,0.6666667,0.0
1.0,0.0,1.0,0.0,0.0
1.0,1.0,0.0,0.6666667,0.0
1.0,1.0,0.0,0.33333334,0.0
1.0,1.0,0.0,0.0,0.0
1.0,1.0,0.0,0.6666667,1.0
0.0,0.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.0,1.0
1.0,0.0,1.0,0.6666667,0.0
1.0,0.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.33333334,0.0
0.0,0.0,0.0,1.0,1.0
0.0,1.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0
1.0,1.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.6666667,1.0
0.0,1.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.6666667,1.0
0.0,0.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.33333334,0.0
1.0,1.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.33333334,0.0
0.0,1.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.6666667,0.0
0.0,0.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.6666667,0.0
1.0,1.0,0.0,0.6666667,0.0
0.0,1.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.6666667,0.0
0.0,0.0,0.0,1.0,0.0
1.0,1.0,0.0,0.0,1.0
1.0,1.0,0.0,1.0,0.0
0.0,1.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.33333334,0.0
1.0,1.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.33333334,0.0
0.0,0.0,1.0,0.6666667,0.0
0.0,0.0,0.0,0.6666667,0.0
1.0,0.0,1.0,0.33333334,0.0
1.0,0.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.6666667,0.0
1.0,0.0,0.0,1.0,0.0
0.0,1.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.33333334,0.0
1.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.6666667,0.0
1.0,1.0,0.0,0.6666667,0.0
0.0,1.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.33333334,0.0
0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.33333334,0.0
1.0,1.0,0.0,0.6666667,0.0
0.0,1.0,1.0,1.0,0.0
0.0,1.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.33333334,0.0
0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.33333334,0.0
1.0,1.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.6666667,1.0
0.0,0.0,0.0,0.6666667,1.0
0.0,1.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.33333334,0.0
1.0,1.0,0.0,0.0,1.0
1.0,1.0,1.0,0.0,0.0
0.0,1.0,1.0,0.0,1.0
1.0,1.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.33333334,0.0
0.0,1.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.0,1.0
1.0,1.0,0.0,0.6666667,0.0
0.0,0.0,1.0,0.6666667,1.0
0.0,1.0,0.0,0.0,1.0
1.0,0.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.6666667,0.0
0.0,1.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.33333334,0.0
1.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.6666667,0.0
0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.6666667,0.0
0.0,0.0,1.0,1.0,1.0
0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.6666667,0.0
0.0,1.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.33333334,0.0
1.0,1.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,1.0
1.0,0.0,0.0,1.0,0.0
1.0,1.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.6666667,1.0
0.0,0.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.6666667,1.0
1.0,0.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,0.33333334,0.0
1.0,1.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.6666667,0.0
0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.6666667,1.0
0.0,1.0,0.0,1.0,0.0
1.0,1.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.33333334,0.0
0.0,1.0,1.0,0.6666667,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.33333334,0.0
0.0,1.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.6666667,0.0
0.0,1.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.33333334,0.0
0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,1.0,1.0
1.0,1.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.33333334,0.0
0.0,1.0,0.0,0.0,1.0
0.0,0.0,1.0,0.6666667,0.0
0.0,0.0,0.0,0.6666667,0.0
0.0,1.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.33333334,0.0
1.0,1.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.33333334,0.0
1.0,1.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.33333334,0.0
0.0,1.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.6666667,0.0
1.0,1.0,0.0,0.6666667,0.0
0.0,1.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.6666667,0.0
0.0,1.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.6666667,0.0
1.0,1.0,0.0,0.6666667,0.0
1.0,1.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,1.0
0.0,0.0,1.0,0.6666667,1.0
0.0,0.0,1.0,0.6666667,1.0
0.0,1.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.6666667,0.0
0.0,1.0,0.0,0.0,0.0
1.0,1.0,1.0,0.6666667,0.0
0.0,0.0,0.0,0.33333334,0.0
0.0,1.0,0.0,0.0,1.0
0.0,1.0,0.0,0.6666667,0.0
0.0,1.0,0.0,0.0,0.0
0.0,1.0,0.0,0.6666667,1.0
1.0,0.0,0.0,0.33333334,0.0
1.0,0.0,1.0,0.6666667,0.0
0.0,1.0,0.0,0.33333334,0.0
0.0,1.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.33333334,0.0
0.0,1.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.33333334,0.0
0.0,1.0,0.0,0.33333334,0.0
1.0,1.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.0,1.0
1.0,1.0,0.0,0.6666667,0.0
0.0,1.0,1.0,0.6666667,1.0
1.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.6666667,1.0
0.0,0.0,1.0,0.6666667,0.0
1.0,1.0,0.0,0.6666667,0.0
0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0
1.0,1.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.33333334,0.0
0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.6666667,0.0
0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.6666667,0.0
1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.33333334,0.0
0.0,1.0,1.0,0.0,1.0
0.0,0.0,1.0,0.0,1.0
0.0,1.0,0.0,0.6666667,0.0
0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.6666667,1.0
1.0,1.0,0.0,0.6666667,0.0
0.0,1.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.33333334,0.0
1.0,1.0,0.0,0.6666667,0.0
1.0,1.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.6666667,0.0
1.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.6666667,0.0
0.0,1.0,0.0,0.6666667,0.0
1.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.33333334,0.0
0.0,1.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.33333334,0.0
0.0,1.0,0.0,0.33333334,0.0
0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,1.0
1.0,0.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0,0.0
1.0,0.0,0.0,0.33333334,0.0
0.0,1.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.33333334,0.0
0.0,1.0,0.0,0.0,1.0
1.0,1.0,1.0,0.6666667,0.0
0.0,1.0,1.0,0.6666667,0.0
1.0,1.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.33333334,0.0
0.0,1.0,0.0,0.0,0.0
0.0,1.0,0.0,0.33333334,0.0
1.0,1.0,1.0,0.33333334,0.0
0.0,0.0,1.0,1.0,1.0
0.0,0.0,0.0,0.33333334,0.0
1.0,1.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,1.0
1.0,1.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.33333334,0.0
0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.6666667,0.0
1.0,1.0,0.0,0.6666667,0.0
1.0,0.0,1.0,0.0,1.0
1.0,0.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.6666667,0.0
1.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.33333334,0.0
0.0,1.0,0.0,0.6666667,1.0
1.0,0.0,1.0,0.33333334,0.0
1.0,0.0,0.0,0.33333334,0.0
0.0,1.0,1.0,0.6666667,0.0
0.0,0.0,0.0,0.6666667,0.0
0.0,1.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0
1.0,1.0,0.0,0.6666667,1.0
0.0,0.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.6666667,0.0
1.0,1.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.33333334,0.0
0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.33333334,0.0
1.0,1.0,0.0,0.6666667,1.0
0.0,0.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.33333334,0.0
0.0,1.0,0.0,0.6666667,1.0
0.0,1.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.6666667,1.0
1.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.33333334,0.0
0.0,1.0,1.0,0.6666667,0.0
1.0,0.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.6666667,0.0
0.0,0.0,0.0,0.6666667,0.0
0.0,1.0,1.0,0.33333334,0.0
0.0,1.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.6666667,0.0
0.0,1.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.33333334,0.0
1.0,1.0,0.0,0.0,1.0
1.0,1.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.6666667,0.0
1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.33333334,0.0
0.0,1.0,1.0,0.6666667,0.0
1.0,0.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.33333334,0.0
1.0,0.0,0.0,0.33333334,0.0
0.0,0.0,0.0,0.33333334,0.0
