UNIX_TS,EBE,FGE,TVE,Hour,Season,WOE
0.5916538,1.0,0.0,0.0,0.86956525,0.33333334,1.0
0.48501396,1.0,1.0,0.0,0.0,0.0,0.0
0.1445446,0.0,0.0,0.0,0.5217391,0.33333334,1.0
0.7876911,0.0,1.0,1.0,0.95652175,0.6666667,0.0
0.30381775,1.0,0.0,0.0,0.7826087,0.6666667,1.0
0.22857857,1.0,0.0,0.0,0.86956525,0.6666667,0.0
0.57452583,1.0,0.0,0.0,0.3478261,0.33333334,1.0
0.7639427,0.0,1.0,0.0,0.6086957,0.6666667,0.0
0.39002037,1.0,0.0,0.0,0.6956522,0.0,1.0
0.11531639,0.0,0.0,0.0,0.17391305,0.33333334,1.0
0.54541206,1.0,1.0,0.0,0.08695652,0.33333334,1.0
0.99132156,0.0,1.0,0.0,0.5652174,0.0,0.0
0.96780014,0.0,1.0,0.0,0.39130434,0.0,1.0
0.54792404,1.0,1.0,0.0,0.95652175,0.33333334,0.0
0.90854645,0.0,1.0,0.0,0.13043478,0.0,1.0
0.23474312,1.0,1.0,0.0,0.3478261,0.6666667,1.0
0.7533245,0.0,1.0,1.0,0.86956525,0.6666667,1.0
0.11108971,0.0,0.0,0.0,0.08695652,0.33333334,1.0
0.82696724,0.0,0.0,0.0,0.6086957,0.6666667,0.0
0.41884804,1.0,1.0,0.0,0.73913044,0.0,1.0
0.14677238,0.0,0.0,0.0,0.13043478,0.33333334,1.0
0.82759476,0.0,0.0,0.0,0.04347826,0.6666667,0.0
0.7473316,0.0,1.0,1.0,0.47826087,0.6666667,0.0
0.63092995,0.0,1.0,0.0,0.5217391,0.33333334,1.0
0.9631195,0.0,1.0,0.0,1.0,0.0,0.0
0.38682365,1.0,1.0,0.0,0.3478261,0.0,0.0
0.38185692,1.0,1.0,0.0,0.73913044,0.0,1.0
0.9344616,0.0,0.0,0.0,0.04347826,0.0,1.0
0.25438118,1.0,0.0,0.0,0.6956522,0.6666667,1.0
0.881258,0.0,0.0,0.0,0.21739131,0.0,0.0
0.1874752,1.0,0.0,1.0,0.86956525,0.6666667,1.0
0.8914757,0.0,1.0,0.0,0.6956522,0.0,0.0
0.37369156,1.0,0.0,0.0,0.7826087,1.0,1.0
0.36684227,1.0,0.0,0.0,0.7826087,1.0,1.0
0.5595112,1.0,0.0,0.0,0.39130434,0.33333334,0.0
0.34560585,1.0,1.0,0.0,0.26086956,1.0,1.0
0.5370197,1.0,0.0,0.0,1.0,0.33333334,0.0
0.3045044,1.0,0.0,0.0,0.26086956,0.6666667,1.0
0.9102001,0.0,1.0,0.0,0.3478261,0.0,1.0
0.14003563,0.0,0.0,0.0,0.21739131,0.33333334,1.0
0.07067299,0.0,0.0,0.0,0.6086957,0.33333334,1.0
0.9782486,0.0,0.0,0.0,0.0,0.0,1.0
0.11765671,0.0,1.0,0.0,0.9130435,0.33333334,1.0
0.41405487,1.0,0.0,0.0,0.21739131,0.0,0.0
0.18884468,1.0,0.0,1.0,0.86956525,0.6666667,1.0
0.78717804,0.0,1.0,0.0,0.5652174,0.6666667,0.0
0.69423866,0.0,0.0,0.0,0.73913044,0.6666667,0.0
0.007648468,0.0,0.0,0.0,0.6086957,0.33333334,0.0
0.7226105,0.0,0.0,0.0,0.43478262,0.6666667,0.0
0.590683,1.0,0.0,0.0,0.13043478,0.33333334,0.0
0.023347855,0.0,0.0,0.0,0.04347826,0.33333334,1.0
0.41222763,1.0,0.0,0.0,0.9130435,0.0,1.0
0.9513588,0.0,0.0,0.0,0.39130434,0.0,0.0
0.698122,0.0,0.0,0.0,0.5652174,0.6666667,0.0
0.117544174,0.0,0.0,1.0,0.826087,0.33333334,1.0
0.6185417,1.0,0.0,0.0,0.47826087,0.33333334,0.0
0.35017395,1.0,1.0,0.0,0.6086957,1.0,1.0
0.9309807,0.0,1.0,0.0,0.5217391,0.0,1.0
0.15784645,0.0,0.0,0.0,0.21739131,0.33333334,0.0
0.96785736,0.0,0.0,0.0,0.43478262,0.0,0.0
0.6509094,0.0,0.0,0.0,0.08695652,0.33333334,1.0
0.9019222,0.0,1.0,0.0,0.30434784,0.0,1.0
0.1265049,0.0,1.0,0.0,0.3478261,0.33333334,1.0
0.17388725,0.0,0.0,0.0,0.95652175,0.6666667,1.0
0.714962,0.0,0.0,1.0,0.86956525,0.6666667,0.0
0.084661484,0.0,1.0,0.0,0.826087,0.33333334,0.0
0.68841743,0.0,0.0,1.0,0.47826087,0.6666667,0.0
0.54769516,1.0,0.0,0.0,0.7826087,0.33333334,0.0
0.16806412,0.0,1.0,0.0,0.6956522,0.6666667,0.0
0.53799057,1.0,1.0,0.0,0.6956522,0.33333334,0.0
0.5224056,1.0,1.0,0.0,0.30434784,0.33333334,0.0
0.45407104,1.0,1.0,0.0,0.43478262,0.0,1.0
0.6202526,1.0,1.0,0.0,0.73913044,0.33333334,0.0
0.7717056,0.0,1.0,0.0,0.26086956,0.6666667,0.0
0.95575523,0.0,1.0,0.0,0.6086957,0.0,0.0
0.14551544,0.0,0.0,0.0,0.21739131,0.33333334,1.0
0.5976467,1.0,1.0,0.0,0.21739131,0.33333334,0.0
0.9811592,0.0,0.0,0.0,0.13043478,0.0,0.0
0.7252369,0.0,0.0,0.0,0.3478261,0.6666667,0.0
0.5993614,1.0,0.0,0.0,0.47826087,0.33333334,0.0
0.19809341,1.0,0.0,0.0,0.6086957,0.6666667,1.0
0.6577015,0.0,0.0,0.0,0.04347826,0.33333334,1.0
0.5801792,1.0,0.0,0.0,0.47826087,0.33333334,0.0
0.43340683,1.0,0.0,0.0,0.3478261,0.0,1.0
0.23205948,1.0,0.0,0.0,0.39130434,0.6666667,1.0
0.10612488,0.0,0.0,0.0,0.47826087,0.33333334,1.0
0.88799477,0.0,0.0,0.0,0.13043478,0.0,0.0
0.86053276,0.0,0.0,0.0,0.08695652,1.0,0.0
0.24798584,1.0,1.0,0.0,0.0,0.6666667,1.0
0.62578964,1.0,0.0,1.0,0.7826087,0.33333334,1.0
0.8934746,0.0,1.0,0.0,0.13043478,0.0,0.0
0.19158554,1.0,1.0,1.0,0.86956525,0.6666667,1.0
0.85682297,0.0,0.0,0.0,0.39130434,1.0,1.0
0.45298767,1.0,1.0,0.0,0.65217394,0.0,1.0
0.81269646,0.0,1.0,0.0,0.17391305,0.6666667,0.0
0.46343422,1.0,0.0,0.0,0.26086956,0.0,1.0
0.35103035,1.0,0.0,0.0,0.21739131,1.0,0.0
0.060396194,0.0,0.0,0.0,0.08695652,0.33333334,1.0
0.94976234,0.0,0.0,0.0,0.21739131,0.0,0.0
0.8886223,0.0,0.0,0.0,0.6086957,0.0,1.0
0.5544319,1.0,0.0,0.0,0.6956522,0.33333334,0.0
0.624136,1.0,0.0,0.0,0.5652174,0.33333334,1.0
0.049835205,0.0,1.0,0.0,0.39130434,0.33333334,1.0
0.7200432,0.0,0.0,1.0,0.5652174,0.6666667,0.0
0.2292614,1.0,1.0,0.0,0.3478261,0.6666667,1.0
0.2415924,1.0,0.0,0.0,0.3478261,0.6666667,1.0
0.8960991,0.0,0.0,0.0,0.04347826,0.0,1.0
0.30752945,1.0,0.0,0.0,0.47826087,0.6666667,1.0
0.83273315,0.0,1.0,0.0,0.826087,0.6666667,0.0
0.19940567,1.0,1.0,0.0,0.5652174,0.6666667,1.0
0.2801857,1.0,0.0,0.0,0.5217391,0.6666667,1.0
0.6811657,0.0,0.0,0.0,0.17391305,0.6666667,0.0
0.27242088,1.0,0.0,0.0,0.86956525,0.6666667,1.0
0.91973305,0.0,0.0,0.0,0.30434784,0.0,1.0
0.8871937,0.0,0.0,0.0,0.5652174,0.0,1.0
0.1098938,0.0,1.0,0.0,0.21739131,0.33333334,1.0
0.90888596,0.0,1.0,0.0,0.39130434,0.0,1.0
0.5025978,1.0,0.0,0.0,0.86956525,0.33333334,0.0
0.07718086,0.0,0.0,0.0,0.3478261,0.33333334,1.0
0.652565,0.0,0.0,0.0,0.30434784,0.33333334,0.0
0.7395668,0.0,0.0,0.0,0.826087,0.6666667,0.0
0.04949379,0.0,0.0,0.0,0.13043478,0.33333334,1.0
0.19095612,1.0,0.0,0.0,0.39130434,0.6666667,1.0
0.24559021,1.0,1.0,0.0,0.26086956,0.6666667,1.0
0.88336754,0.0,0.0,0.0,0.7826087,0.0,0.0
0.20174599,1.0,0.0,0.0,0.26086956,0.6666667,1.0
0.13986206,0.0,1.0,0.0,0.08695652,0.33333334,0.0
0.8122959,0.0,1.0,0.0,0.9130435,0.6666667,0.0
0.8068161,0.0,0.0,0.0,0.9130435,0.6666667,0.0
0.0149002075,0.0,0.0,1.0,0.9130435,0.33333334,1.0
0.7830105,0.0,0.0,0.0,0.5217391,0.6666667,1.0
0.6904144,0.0,0.0,1.0,0.95652175,0.6666667,0.0
0.51789474,1.0,0.0,0.0,0.0,0.33333334,0.0
0.8520851,0.0,1.0,0.0,0.95652175,1.0,1.0
0.7933426,0.0,0.0,0.0,0.04347826,0.6666667,1.0
0.12616158,0.0,1.0,0.0,0.08695652,0.33333334,1.0
0.04760933,0.0,1.0,0.0,0.7826087,0.33333334,1.0
0.5035114,1.0,0.0,0.0,0.5217391,0.33333334,0.0
0.9281845,0.0,0.0,0.0,0.47826087,0.0,1.0
0.91111374,0.0,0.0,0.0,0.0,0.0,1.0
0.5384464,1.0,1.0,0.0,0.0,0.33333334,0.0
0.8216572,0.0,0.0,1.0,0.73913044,0.6666667,1.0
0.05132103,0.0,0.0,0.0,0.47826087,0.33333334,0.0
0.34332275,1.0,1.0,0.0,0.6086957,1.0,1.0
0.13803673,0.0,1.0,0.0,0.7826087,0.33333334,1.0
0.62384987,1.0,1.0,0.0,0.3478261,0.33333334,1.0
0.16680717,0.0,1.0,0.0,0.7826087,0.33333334,1.0
0.59918785,1.0,0.0,0.0,0.3478261,0.33333334,0.0
0.12844467,0.0,0.0,0.0,0.7826087,0.33333334,1.0
0.80441856,0.0,0.0,0.0,0.13043478,0.6666667,0.0
0.3706684,1.0,0.0,0.0,0.5652174,1.0,0.0
0.27750206,1.0,1.0,0.0,0.5652174,0.6666667,1.0
0.31557846,1.0,1.0,0.0,0.3478261,0.6666667,1.0
0.5168114,1.0,1.0,0.0,0.21739131,0.33333334,0.0
0.33869934,1.0,0.0,0.0,0.21739131,1.0,1.0
0.14043427,0.0,1.0,0.0,0.5217391,0.33333334,1.0
0.6290455,0.0,0.0,0.0,0.13043478,0.33333334,1.0
0.024547577,0.0,0.0,1.0,0.95652175,0.33333334,0.0
0.16937828,0.0,1.0,0.0,0.65217394,0.6666667,1.0
0.6228218,1.0,0.0,0.0,0.6086957,0.33333334,1.0
0.5955353,1.0,1.0,0.0,0.6956522,0.33333334,1.0
0.6688919,0.0,0.0,0.0,0.21739131,0.6666667,1.0
0.35610962,1.0,0.0,1.0,0.95652175,1.0,1.0
0.36958122,1.0,1.0,1.0,0.7826087,1.0,1.0
0.5701885,1.0,0.0,0.0,0.17391305,0.33333334,0.0
0.59456444,1.0,0.0,0.0,1.0,0.33333334,0.0
0.3957863,1.0,0.0,1.0,0.9130435,0.0,0.0
0.500597,1.0,0.0,0.0,0.39130434,0.33333334,0.0
0.75572205,0.0,0.0,0.0,0.6086957,0.6666667,0.0
0.37078094,1.0,0.0,0.0,0.65217394,1.0,1.0
0.8340454,0.0,0.0,0.0,0.7826087,0.6666667,0.0
0.5212059,1.0,1.0,0.0,0.43478262,0.33333334,1.0
0.6944103,0.0,0.0,0.0,0.86956525,0.6666667,1.0
0.985899,0.0,0.0,0.0,0.6086957,0.0,0.0
0.29519844,1.0,0.0,0.0,0.47826087,0.6666667,0.0
0.6342411,0.0,1.0,1.0,0.95652175,0.33333334,1.0
0.25095558,1.0,0.0,0.0,0.17391305,0.6666667,1.0
0.16578102,0.0,0.0,0.0,0.0,0.33333334,0.0
0.87080956,0.0,1.0,0.0,0.6086957,1.0,0.0
0.49203682,1.0,0.0,0.0,0.13043478,0.0,0.0
0.27339172,1.0,0.0,0.0,0.5652174,0.6666667,1.0
0.58337593,1.0,1.0,0.0,0.826087,0.33333334,0.0
0.6131191,1.0,0.0,0.0,0.5217391,0.33333334,1.0
0.31814766,1.0,1.0,0.0,0.21739131,0.6666667,0.0
0.4393425,1.0,0.0,1.0,0.6956522,0.0,0.0
0.09459305,0.0,0.0,0.0,0.04347826,0.33333334,1.0
0.15008163,0.0,1.0,0.0,0.5652174,0.33333334,1.0
0.83478737,0.0,1.0,0.0,0.30434784,1.0,0.0
0.32790947,1.0,0.0,0.0,0.3478261,0.6666667,1.0
0.26865196,1.0,1.0,0.0,0.08695652,0.6666667,1.0
0.7871208,0.0,0.0,0.0,0.5217391,0.6666667,0.0
0.44710732,1.0,1.0,0.0,0.3478261,0.0,1.0
0.09630585,0.0,0.0,0.0,0.30434784,0.33333334,1.0
0.22161102,1.0,0.0,0.0,0.7826087,0.6666667,1.0
0.48746872,1.0,0.0,1.0,0.826087,0.0,1.0
0.24067879,1.0,0.0,1.0,0.6956522,0.6666667,1.0
0.5993023,1.0,0.0,0.0,0.43478262,0.33333334,0.0
0.5040817,1.0,0.0,1.0,0.95652175,0.33333334,0.0
0.18970108,1.0,1.0,0.0,0.47826087,0.6666667,1.0
0.09841919,0.0,0.0,0.0,0.86956525,0.33333334,1.0
0.99703026,0.0,1.0,0.0,0.73913044,0.0,1.0
0.4141674,1.0,0.0,0.0,0.30434784,0.0,0.0
0.2673397,1.0,0.0,0.0,0.13043478,0.6666667,1.0
0.19786263,1.0,0.0,0.0,0.43478262,0.6666667,0.0
0.5242901,1.0,0.0,0.0,0.6956522,0.33333334,1.0
0.8436947,0.0,0.0,0.0,0.826087,1.0,1.0
0.8273678,0.0,0.0,0.0,0.9130435,0.6666667,0.0
0.31278038,1.0,0.0,0.0,0.30434784,0.6666667,1.0
0.36387444,1.0,0.0,0.0,0.6086957,1.0,1.0
0.4459095,1.0,1.0,0.0,0.47826087,0.0,1.0
0.664896,0.0,1.0,0.0,0.30434784,0.33333334,1.0
0.29154396,1.0,1.0,0.0,0.826087,0.6666667,1.0
0.021520615,0.0,1.0,1.0,0.73913044,0.33333334,1.0
0.19757843,1.0,1.0,0.0,0.21739131,0.6666667,1.0
0.50299644,1.0,0.0,0.0,0.13043478,0.33333334,0.0
0.047153473,0.0,0.0,0.0,0.43478262,0.33333334,1.0
0.040245056,0.0,1.0,0.0,0.39130434,0.33333334,1.0
0.22909164,1.0,0.0,0.0,0.21739131,0.6666667,1.0
0.15162277,0.0,1.0,0.0,0.6956522,0.33333334,1.0
0.7267208,0.0,0.0,0.0,0.43478262,0.6666667,0.0
0.52445984,1.0,1.0,1.0,0.826087,0.33333334,0.0
0.33036423,1.0,0.0,0.0,0.13043478,0.6666667,1.0
0.3984127,1.0,0.0,0.0,0.826087,0.0,0.0
0.47353935,1.0,0.0,0.0,0.65217394,0.0,0.0
0.19655228,1.0,0.0,0.0,0.47826087,0.6666667,1.0
0.4109707,1.0,0.0,0.0,1.0,0.0,1.0
0.011930466,0.0,0.0,0.0,0.73913044,0.33333334,1.0
0.13346863,0.0,0.0,0.0,0.43478262,0.33333334,1.0
0.7303734,0.0,0.0,0.0,0.08695652,0.6666667,1.0
0.17508698,0.0,1.0,0.0,0.826087,0.6666667,1.0
0.76085854,0.0,0.0,0.0,0.3478261,0.6666667,0.0
0.58543015,1.0,1.0,0.0,0.30434784,0.33333334,0.0
0.22321129,1.0,0.0,0.0,0.95652175,0.6666667,0.0
0.5841179,1.0,1.0,0.0,0.3478261,0.33333334,1.0
0.6215668,1.0,0.0,0.0,0.6956522,0.33333334,1.0
0.7392235,0.0,0.0,0.0,0.5652174,0.6666667,0.0
0.977108,0.0,1.0,0.0,0.17391305,0.0,1.0
0.110464096,0.0,0.0,0.0,0.65217394,0.33333334,0.0
0.93720245,0.0,0.0,0.0,0.04347826,0.0,0.0
0.26802444,1.0,0.0,0.0,0.65217394,0.6666667,1.0
0.4510479,1.0,0.0,0.0,0.21739131,0.0,1.0
0.16012955,0.0,0.0,1.0,0.9130435,0.33333334,1.0
0.70531464,0.0,0.0,0.0,0.826087,0.6666667,1.0
0.80527306,0.0,0.0,0.0,0.7826087,0.6666667,1.0
0.42918205,1.0,0.0,0.0,0.26086956,0.0,1.0
0.026374817,0.0,1.0,0.0,0.26086956,0.33333334,1.0
0.60837936,1.0,1.0,0.0,0.04347826,0.33333334,0.0
0.043043137,0.0,0.0,0.0,0.43478262,0.33333334,1.0
0.7286072,0.0,0.0,1.0,0.826087,0.6666667,1.0
0.93377686,0.0,0.0,0.0,0.5652174,0.0,1.0
0.9903507,0.0,0.0,1.0,0.86956525,0.0,1.0
0.98327255,0.0,0.0,0.0,0.6956522,0.0,1.0
0.26950836,1.0,1.0,0.0,0.73913044,0.6666667,0.0
0.23576927,1.0,0.0,0.0,0.08695652,0.6666667,1.0
0.059940338,0.0,0.0,0.0,0.7826087,0.33333334,1.0
0.791687,0.0,0.0,1.0,0.86956525,0.6666667,0.0
0.72055626,0.0,1.0,0.0,0.95652175,0.6666667,1.0
0.4166813,1.0,1.0,0.0,0.13043478,0.0,0.0
0.97585106,0.0,0.0,0.0,0.26086956,0.0,1.0
0.952446,0.0,1.0,0.0,0.17391305,0.0,0.0
0.47410965,1.0,1.0,0.0,0.04347826,0.0,0.0
0.8002491,0.0,0.0,0.0,0.08695652,0.6666667,1.0
0.8031044,0.0,0.0,0.0,0.17391305,0.6666667,1.0
0.32836533,1.0,0.0,0.0,0.6956522,0.6666667,1.0
0.051891327,0.0,0.0,0.0,0.9130435,0.33333334,1.0
0.71456146,0.0,1.0,0.0,0.5652174,0.6666667,0.0
0.8432369,0.0,0.0,0.0,0.47826087,1.0,1.0
0.8668709,0.0,1.0,1.0,0.73913044,1.0,0.0
0.9376011,0.0,1.0,0.0,0.3478261,0.0,0.0
0.10515404,0.0,1.0,0.0,0.7826087,0.33333334,1.0
0.8953018,0.0,0.0,0.0,0.47826087,0.0,1.0
0.7173023,0.0,0.0,1.0,0.5652174,0.6666667,0.0
0.23531342,1.0,0.0,0.0,0.7826087,0.6666667,1.0
0.50904846,1.0,1.0,0.0,0.5652174,0.33333334,0.0
0.06861687,0.0,1.0,0.0,0.08695652,0.33333334,0.0
0.0063934326,0.0,0.0,0.0,0.6956522,0.33333334,1.0
0.8886776,0.0,1.0,0.0,0.65217394,0.0,0.0
0.09716225,0.0,1.0,0.0,0.95652175,0.33333334,1.0
0.278471,1.0,1.0,0.0,0.26086956,0.6666667,1.0
0.80476,0.0,0.0,0.0,0.39130434,0.6666667,0.0
0.7453308,0.0,1.0,0.0,0.0,0.6666667,0.0
0.05588913,0.0,1.0,0.0,0.826087,0.33333334,0.0
0.30330467,1.0,1.0,0.0,0.39130434,0.6666667,1.0
0.3411541,1.0,0.0,0.0,0.0,1.0,0.0
0.6954384,0.0,1.0,0.0,0.6086957,0.6666667,0.0
0.5051079,1.0,0.0,0.0,0.6956522,0.33333334,1.0
0.90483284,0.0,1.0,0.0,0.43478262,0.0,1.0
0.72997475,0.0,0.0,0.0,0.826087,0.6666667,0.0
0.413826,1.0,0.0,0.0,0.04347826,0.0,1.0
0.64839745,0.0,1.0,0.0,0.26086956,0.33333334,1.0
0.8677273,0.0,0.0,0.0,0.3478261,1.0,0.0
0.0804348,0.0,1.0,0.0,0.73913044,0.33333334,1.0
0.56653595,1.0,0.0,0.0,0.5217391,0.33333334,0.0
0.8319912,0.0,0.0,0.0,0.26086956,0.6666667,0.0
0.5329094,1.0,0.0,0.0,1.0,0.33333334,0.0
0.19335556,1.0,1.0,0.0,0.13043478,0.6666667,1.0
0.7178154,0.0,0.0,1.0,0.95652175,0.6666667,0.0
0.35085678,1.0,1.0,0.0,0.08695652,1.0,1.0
0.4315796,1.0,0.0,0.0,0.0,0.0,1.0
0.46571922,1.0,0.0,0.0,0.95652175,0.0,0.0
0.79613876,0.0,1.0,0.0,0.08695652,0.6666667,0.0
0.57686615,1.0,1.0,0.0,0.04347826,0.33333334,0.0
0.09219551,0.0,0.0,0.0,0.30434784,0.33333334,1.0
0.93805885,0.0,0.0,0.0,0.6956522,0.0,1.0
0.53587914,1.0,1.0,0.0,0.13043478,0.33333334,0.0
0.52480316,1.0,0.0,0.0,0.04347826,0.33333334,0.0
0.35485458,1.0,0.0,0.0,0.0,1.0,1.0
0.7667961,0.0,0.0,0.0,0.6956522,0.6666667,1.0
0.71130943,0.0,0.0,0.0,0.17391305,0.6666667,1.0
0.1351242,0.0,0.0,0.0,0.65217394,0.33333334,1.0
0.9865246,0.0,1.0,0.0,0.04347826,0.0,0.0
0.22817802,1.0,0.0,0.0,0.5652174,0.6666667,0.0
0.76057434,0.0,1.0,0.0,0.13043478,0.6666667,0.0
0.2100811,1.0,1.0,0.0,0.3478261,0.6666667,1.0
0.8677845,0.0,0.0,0.0,0.39130434,1.0,0.0
0.28554916,1.0,0.0,0.0,0.43478262,0.6666667,1.0
0.82245636,0.0,1.0,0.0,0.30434784,0.6666667,0.0
0.70474243,0.0,0.0,0.0,0.39130434,0.6666667,0.0
0.23445892,1.0,0.0,0.0,0.13043478,0.6666667,0.0
0.66129875,0.0,0.0,0.0,0.6956522,0.33333334,1.0
0.27887154,1.0,1.0,0.0,0.5652174,0.6666667,1.0
0.012386322,0.0,0.0,0.0,0.04347826,0.33333334,1.0
0.7679386,0.0,1.0,0.0,0.5217391,0.6666667,0.0
0.47159767,1.0,0.0,0.0,0.21739131,0.0,1.0
0.3711815,1.0,0.0,1.0,0.95652175,1.0,1.0
0.2687683,1.0,1.0,0.0,0.17391305,0.6666667,1.0
0.72084045,0.0,1.0,0.0,0.13043478,0.6666667,1.0
0.7003479,0.0,1.0,0.0,0.17391305,0.6666667,0.0
0.7369976,0.0,0.0,1.0,0.95652175,0.6666667,0.0
0.78181076,0.0,1.0,0.0,0.65217394,0.6666667,0.0
0.21721649,1.0,0.0,0.0,0.5652174,0.6666667,1.0
0.6441746,0.0,1.0,0.0,0.17391305,0.33333334,1.0
0.53051186,1.0,1.0,0.0,0.21739131,0.33333334,0.0
0.6637554,0.0,0.0,0.0,0.47826087,0.33333334,1.0
0.9112263,0.0,0.0,0.0,0.08695652,0.0,0.0
0.64816856,0.0,1.0,0.0,0.08695652,0.33333334,1.0
0.97956085,0.0,0.0,0.0,1.0,0.0,1.0
0.8386116,0.0,0.0,0.0,0.08695652,1.0,0.0
0.5123577,1.0,0.0,0.0,1.0,0.33333334,0.0
0.04361534,0.0,0.0,0.0,0.86956525,0.33333334,1.0
0.6042118,1.0,0.0,0.0,0.0,0.33333334,0.0
0.7209568,0.0,0.0,0.0,0.21739131,0.6666667,0.0
