DWE,CDE,EBE,FGE,TVE,Hour,Month,HPE
0.0,0.0,1.0,0.0,0.0,0.47826087,0.45454547,0.0
0.0,0.0,1.0,1.0,0.0,0.6086957,1.0,0.0
0.0,1.0,0.0,1.0,0.0,0.5217391,0.09090909,0.0
0.0,0.0,0.0,0.0,0.0,0.21739131,0.5454545,0.0
0.0,0.0,0.0,0.0,0.0,0.43478262,0.18181819,0.0
0.0,0.0,0.0,0.0,0.0,0.08695652,0.5454545,0.0
0.0,0.0,0.0,1.0,0.0,0.30434784,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.3478261,0.5454545,0.0
0.0,0.0,0.0,0.0,0.0,0.95652175,0.6363636,0.0
0.0,0.0,0.0,0.0,1.0,0.86956525,0.72727275,0.0
0.0,0.0,0.0,1.0,0.0,0.826087,0.45454547,0.0
0.0,0.0,0.0,0.0,1.0,0.47826087,0.6363636,0.0
0.0,0.0,1.0,0.0,0.0,0.7826087,0.36363637,0.0
0.0,0.0,0.0,1.0,0.0,0.6956522,0.6363636,0.0
0.0,0.0,1.0,1.0,0.0,0.6956522,0.27272728,0.0
0.0,0.0,1.0,1.0,0.0,0.30434784,0.27272728,1.0
0.0,0.0,1.0,1.0,0.0,0.43478262,0.09090909,0.0
1.0,0.0,1.0,1.0,0.0,0.73913044,0.45454547,0.0
0.0,0.0,0.0,1.0,0.0,0.26086956,0.8181819,0.0
0.0,0.0,0.0,1.0,0.0,0.6086957,0.09090909,0.0
0.0,0.0,0.0,0.0,0.0,0.21739131,0.5454545,0.0
0.0,0.0,1.0,1.0,0.0,0.21739131,0.45454547,0.0
0.0,0.0,0.0,0.0,0.0,0.13043478,0.18181819,0.0
1.0,0.0,0.0,0.0,0.0,0.3478261,0.72727275,0.0
0.0,0.0,1.0,0.0,0.0,0.47826087,0.45454547,0.0
0.0,0.0,1.0,0.0,0.0,0.6086957,0.6363636,0.0
0.0,0.0,0.0,0.0,0.0,0.04347826,0.5454545,0.0
0.0,0.0,1.0,0.0,0.0,0.47826087,0.36363637,0.0
0.0,0.0,1.0,0.0,0.0,0.3478261,0.09090909,0.0
0.0,0.0,1.0,0.0,0.0,0.39130434,0.72727275,0.0
0.0,0.0,0.0,0.0,0.0,0.47826087,0.45454547,0.0
0.0,0.0,0.0,0.0,0.0,0.13043478,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.08695652,1.0,0.0
0.0,0.0,1.0,1.0,0.0,0.0,0.72727275,0.0
0.0,0.0,1.0,0.0,1.0,0.7826087,0.5454545,1.0
0.0,0.0,0.0,1.0,0.0,0.13043478,0.0,0.0
0.0,0.0,1.0,1.0,1.0,0.86956525,0.6363636,0.0
0.0,0.0,0.0,0.0,0.0,0.39130434,1.0,0.0
0.0,1.0,1.0,1.0,0.0,0.65217394,0.09090909,0.0
0.0,0.0,0.0,1.0,0.0,0.17391305,0.9090909,0.0
0.0,0.0,1.0,0.0,0.0,0.26086956,0.18181819,0.0
0.0,0.0,1.0,0.0,0.0,0.21739131,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.08695652,0.36363637,0.0
0.0,0.0,0.0,0.0,0.0,0.21739131,0.09090909,0.0
0.0,0.0,0.0,0.0,0.0,0.6086957,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.6956522,0.36363637,0.0
1.0,0.0,1.0,0.0,0.0,0.5652174,0.45454547,0.0
0.0,0.0,0.0,1.0,0.0,0.39130434,0.36363637,0.0
0.0,0.0,0.0,0.0,1.0,0.5652174,0.72727275,0.0
0.0,0.0,1.0,1.0,0.0,0.3478261,0.72727275,0.0
0.0,0.0,1.0,0.0,0.0,0.3478261,0.72727275,0.0
0.0,0.0,0.0,0.0,0.0,0.04347826,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.47826087,0.9090909,0.0
0.0,0.0,0.0,1.0,0.0,0.826087,0.9090909,0.0
0.0,0.0,1.0,1.0,0.0,0.5652174,0.6363636,0.0
1.0,0.0,1.0,0.0,0.0,0.5217391,0.8181819,0.0
0.0,0.0,0.0,0.0,0.0,0.17391305,0.6363636,0.0
0.0,0.0,1.0,0.0,0.0,0.86956525,0.8181819,0.0
0.0,0.0,0.0,0.0,0.0,0.30434784,0.09090909,0.0
0.0,0.0,0.0,0.0,0.0,0.5652174,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.21739131,0.45454547,0.0
0.0,0.0,0.0,1.0,0.0,0.39130434,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.86956525,0.27272728,0.0
0.0,0.0,0.0,0.0,0.0,0.3478261,0.36363637,0.0
0.0,0.0,0.0,0.0,0.0,0.30434784,0.5454545,0.0
1.0,0.0,0.0,0.0,0.0,0.826087,0.72727275,0.0
0.0,0.0,0.0,0.0,0.0,0.13043478,0.36363637,0.0
0.0,0.0,1.0,0.0,0.0,0.39130434,0.6363636,0.0
0.0,1.0,1.0,1.0,0.0,0.26086956,0.72727275,0.0
0.0,0.0,0.0,0.0,0.0,0.7826087,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.26086956,0.6363636,0.0
0.0,0.0,0.0,1.0,0.0,0.08695652,0.5454545,0.0
0.0,0.0,0.0,1.0,0.0,0.9130435,0.9090909,0.0
0.0,0.0,0.0,0.0,0.0,0.9130435,0.9090909,0.0
0.0,0.0,0.0,0.0,1.0,0.9130435,0.27272728,0.0
0.0,0.0,0.0,0.0,0.0,0.5217391,0.8181819,0.0
0.0,0.0,0.0,0.0,1.0,0.95652175,0.6363636,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.27272728,0.0
0.0,0.0,0.0,1.0,0.0,0.95652175,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.04347826,0.9090909,0.0
0.0,0.0,0.0,1.0,0.0,0.08695652,0.5454545,0.0
0.0,0.0,0.0,1.0,0.0,0.7826087,0.36363637,0.0
0.0,0.0,1.0,0.0,0.0,0.5217391,0.27272728,0.0
0.0,1.0,0.0,0.0,0.0,0.47826087,0.09090909,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0,0.0,0.0,0.27272728,0.0
1.0,0.0,0.0,0.0,1.0,0.73913044,0.9090909,0.0
0.0,1.0,0.0,0.0,0.0,0.47826087,0.36363637,0.0
0.0,0.0,1.0,1.0,0.0,0.6086957,1.0,0.0
0.0,0.0,0.0,1.0,0.0,0.7826087,0.5454545,0.0
0.0,0.0,1.0,1.0,0.0,0.3478261,0.45454547,0.0
0.0,0.0,0.0,1.0,0.0,0.7826087,0.5454545,0.0
0.0,0.0,1.0,0.0,0.0,0.3478261,0.45454547,0.0
0.0,0.0,0.0,0.0,0.0,0.7826087,0.5454545,0.0
0.0,0.0,0.0,0.0,0.0,0.13043478,0.9090909,0.0
0.0,1.0,1.0,0.0,0.0,0.5652174,1.0,0.0
0.0,0.0,1.0,1.0,0.0,0.5652174,0.8181819,0.0
0.0,1.0,1.0,1.0,0.0,0.3478261,0.9090909,0.0
0.0,0.0,1.0,1.0,0.0,0.21739131,0.27272728,0.0
0.0,0.0,1.0,0.0,0.0,0.21739131,1.0,0.0
1.0,1.0,0.0,1.0,0.0,0.5217391,0.5454545,0.0
0.0,0.0,0.0,0.0,0.0,0.13043478,0.5454545,0.0
1.0,0.0,0.0,0.0,1.0,0.95652175,0.27272728,0.0
0.0,0.0,0.0,1.0,0.0,0.65217394,0.6363636,0.0
0.0,0.0,1.0,0.0,0.0,0.6086957,0.45454547,0.0
0.0,0.0,1.0,1.0,0.0,0.6956522,0.45454547,0.0
0.0,0.0,0.0,0.0,0.0,0.21739131,0.6363636,0.0
0.0,0.0,1.0,0.0,1.0,0.95652175,1.0,0.0
1.0,0.0,1.0,1.0,1.0,0.7826087,1.0,0.0
0.0,0.0,1.0,0.0,0.0,0.17391305,0.36363637,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.45454547,0.0
0.0,0.0,1.0,0.0,1.0,0.9130435,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.39130434,0.27272728,0.0
0.0,0.0,0.0,0.0,0.0,0.6086957,0.8181819,0.0
0.0,1.0,1.0,0.0,0.0,0.65217394,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.7826087,0.9090909,0.0
0.0,0.0,1.0,1.0,0.0,0.43478262,0.27272728,0.0
0.0,0.0,0.0,0.0,0.0,0.86956525,0.6363636,0.0
1.0,0.0,0.0,0.0,0.0,0.6086957,0.18181819,0.0
0.0,0.0,1.0,0.0,0.0,0.47826087,0.9090909,0.0
0.0,0.0,0.0,1.0,1.0,0.95652175,0.5454545,0.0
0.0,0.0,1.0,0.0,0.0,0.17391305,0.8181819,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5454545,0.0
0.0,0.0,0.0,1.0,0.0,0.6086957,1.0,0.0
0.0,0.0,1.0,0.0,0.0,0.13043478,0.18181819,0.0
0.0,0.0,1.0,0.0,0.0,0.5652174,0.8181819,0.0
1.0,0.0,1.0,1.0,0.0,0.826087,0.36363637,0.0
0.0,0.0,1.0,0.0,0.0,0.5217391,0.45454547,0.0
0.0,0.0,1.0,1.0,0.0,0.21739131,0.9090909,0.0
0.0,0.0,1.0,0.0,1.0,0.6956522,0.09090909,0.0
0.0,0.0,0.0,0.0,0.0,0.04347826,0.45454547,0.0
0.0,0.0,0.0,1.0,0.0,0.5652174,0.5454545,0.0
0.0,0.0,0.0,1.0,0.0,0.30434784,1.0,0.0
0.0,0.0,1.0,0.0,0.0,0.3478261,0.9090909,0.0
0.0,0.0,1.0,1.0,0.0,0.08695652,0.8181819,0.0
0.0,0.0,0.0,0.0,0.0,0.5217391,0.8181819,0.0
0.0,0.0,1.0,1.0,0.0,0.3478261,0.09090909,0.0
0.0,0.0,0.0,0.0,0.0,0.30434784,0.45454547,0.0
0.0,0.0,1.0,0.0,0.0,0.7826087,0.72727275,0.0
0.0,0.0,1.0,0.0,1.0,0.826087,0.18181819,0.0
1.0,0.0,1.0,0.0,1.0,0.6956522,0.72727275,0.0
0.0,0.0,1.0,0.0,0.0,0.43478262,0.45454547,0.0
0.0,0.0,1.0,0.0,1.0,0.95652175,0.27272728,0.0
0.0,0.0,1.0,1.0,0.0,0.47826087,0.6363636,0.0
0.0,0.0,0.0,0.0,0.0,0.86956525,0.45454547,0.0
0.0,1.0,0.0,1.0,0.0,0.73913044,0.18181819,0.0
0.0,0.0,1.0,0.0,0.0,0.30434784,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.13043478,0.8181819,0.0
0.0,0.0,1.0,0.0,0.0,0.43478262,0.6363636,0.0
1.0,0.0,1.0,0.0,0.0,0.6956522,0.27272728,0.0
0.0,0.0,0.0,0.0,0.0,0.826087,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.9130435,0.9090909,0.0
0.0,0.0,1.0,0.0,0.0,0.30434784,0.9090909,1.0
0.0,0.0,1.0,0.0,0.0,0.6086957,1.0,0.0
0.0,0.0,1.0,1.0,0.0,0.47826087,0.09090909,0.0
0.0,0.0,0.0,1.0,0.0,0.30434784,0.5454545,0.0
0.0,0.0,1.0,1.0,0.0,0.826087,0.8181819,0.0
0.0,0.0,0.0,1.0,1.0,0.73913044,0.27272728,0.0
0.0,0.0,1.0,1.0,0.0,0.21739131,0.6363636,0.0
0.0,0.0,1.0,0.0,0.0,0.13043478,0.27272728,0.0
0.0,0.0,0.0,0.0,0.0,0.43478262,0.36363637,0.0
0.0,0.0,0.0,1.0,0.0,0.39130434,0.27272728,0.0
0.0,0.0,1.0,0.0,0.0,0.21739131,0.72727275,0.0
0.0,1.0,0.0,1.0,0.0,0.6956522,0.5454545,0.0
0.0,0.0,0.0,0.0,0.0,0.43478262,0.72727275,0.0
0.0,0.0,1.0,1.0,1.0,0.826087,0.27272728,0.0
0.0,0.0,1.0,0.0,0.0,0.13043478,0.9090909,1.0
0.0,0.0,1.0,0.0,0.0,0.826087,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.65217394,0.18181819,0.0
0.0,0.0,1.0,0.0,0.0,0.47826087,0.6363636,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.73913044,0.27272728,0.0
0.0,0.0,0.0,0.0,0.0,0.43478262,0.5454545,0.0
0.0,0.0,0.0,0.0,0.0,0.08695652,0.72727275,0.0
0.0,0.0,0.0,1.0,0.0,0.826087,0.6363636,0.0
0.0,0.0,0.0,0.0,0.0,0.3478261,0.8181819,0.0
0.0,0.0,1.0,1.0,0.0,0.30434784,0.45454547,0.0
0.0,1.0,1.0,0.0,0.0,0.95652175,0.72727275,0.0
0.0,0.0,1.0,1.0,0.0,0.3478261,0.45454547,0.0
0.0,0.0,1.0,0.0,0.0,0.6956522,0.45454547,0.0
0.0,1.0,0.0,0.0,0.0,0.5652174,0.72727275,0.0
0.0,0.0,0.0,1.0,0.0,0.17391305,0.18181819,0.0
0.0,0.0,0.0,0.0,0.0,0.65217394,0.45454547,0.0
0.0,0.0,0.0,0.0,0.0,0.04347826,0.09090909,0.0
0.0,0.0,1.0,0.0,0.0,0.65217394,0.8181819,0.0
0.0,0.0,1.0,0.0,0.0,0.21739131,0.09090909,0.0
0.0,0.0,0.0,0.0,1.0,0.9130435,0.5454545,0.0
0.0,0.0,0.0,0.0,0.0,0.826087,0.6363636,0.0
1.0,0.0,0.0,0.0,0.0,0.7826087,0.9090909,0.0
0.0,0.0,1.0,0.0,0.0,0.26086956,0.09090909,0.0
0.0,0.0,0.0,1.0,0.0,0.26086956,0.27272728,0.0
0.0,0.0,1.0,1.0,0.0,0.04347826,0.45454547,0.0
0.0,0.0,0.0,0.0,0.0,0.43478262,0.36363637,0.0
0.0,0.0,0.0,0.0,1.0,0.826087,0.72727275,0.0
0.0,0.0,0.0,0.0,0.0,0.5652174,0.09090909,0.0
0.0,0.0,0.0,0.0,1.0,0.86956525,0.18181819,0.0
0.0,0.0,0.0,0.0,0.0,0.6956522,0.18181819,0.0
0.0,0.0,1.0,1.0,0.0,0.73913044,0.8181819,0.0
0.0,0.0,1.0,0.0,0.0,0.08695652,0.72727275,0.0
0.0,0.0,0.0,0.0,0.0,0.7826087,0.36363637,0.0
0.0,0.0,0.0,0.0,1.0,0.86956525,0.8181819,0.0
0.0,0.0,0.0,1.0,0.0,0.95652175,0.72727275,0.0
0.0,0.0,1.0,1.0,0.0,0.13043478,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.26086956,0.18181819,0.0
0.0,0.0,0.0,1.0,0.0,0.17391305,0.09090909,0.0
0.0,0.0,1.0,1.0,0.0,0.04347826,0.18181819,0.0
0.0,0.0,0.0,0.0,0.0,0.08695652,0.9090909,0.0
0.0,0.0,0.0,0.0,0.0,0.17391305,0.9090909,0.0
0.0,0.0,1.0,0.0,0.0,0.6956522,0.9090909,0.0
0.0,0.0,0.0,0.0,0.0,0.9130435,0.36363637,0.0
0.0,0.0,0.0,1.0,0.0,0.5652174,0.72727275,0.0
0.0,0.0,0.0,0.0,0.0,0.47826087,1.0,0.0
0.0,0.0,0.0,1.0,1.0,0.73913044,1.0,0.0
0.0,0.0,0.0,1.0,0.0,0.3478261,0.09090909,0.0
0.0,0.0,0.0,1.0,0.0,0.7826087,0.45454547,0.0
0.0,0.0,0.0,0.0,0.0,0.47826087,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.5652174,0.72727275,0.0
1.0,0.0,1.0,0.0,0.0,0.7826087,0.72727275,0.0
1.0,0.0,1.0,1.0,0.0,0.5652174,0.27272728,0.0
0.0,0.0,0.0,1.0,0.0,0.08695652,0.36363637,0.0
0.0,0.0,0.0,0.0,0.0,0.6956522,0.27272728,0.0
0.0,0.0,0.0,1.0,0.0,0.65217394,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.95652175,0.45454547,0.0
0.0,0.0,1.0,1.0,0.0,0.26086956,0.8181819,0.0
0.0,0.0,0.0,0.0,0.0,0.39130434,0.9090909,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.72727275,0.0
0.0,0.0,0.0,1.0,0.0,0.826087,0.36363637,0.0
0.0,0.0,1.0,1.0,0.0,0.39130434,0.9090909,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,0.0,0.6086957,0.6363636,0.0
0.0,0.0,1.0,0.0,0.0,0.6956522,0.27272728,0.0
0.0,0.0,0.0,1.0,0.0,0.43478262,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.826087,0.72727275,0.0
0.0,0.0,1.0,0.0,0.0,0.04347826,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.26086956,0.5454545,0.0
0.0,0.0,0.0,0.0,0.0,0.3478261,1.0,0.0
0.0,0.0,0.0,1.0,0.0,0.73913044,0.36363637,0.0
0.0,0.0,1.0,0.0,0.0,0.5217391,0.36363637,0.0
0.0,0.0,0.0,0.0,0.0,0.26086956,0.9090909,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.27272728,0.0
0.0,0.0,1.0,1.0,0.0,0.13043478,0.6363636,0.0
0.0,0.0,0.0,0.0,1.0,0.95652175,0.72727275,0.0
0.0,0.0,1.0,1.0,0.0,0.08695652,1.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.09090909,0.0
0.0,0.0,1.0,0.0,0.0,0.95652175,0.18181819,0.0
0.0,0.0,0.0,1.0,0.0,0.08695652,0.9090909,0.0
0.0,0.0,1.0,1.0,0.0,0.04347826,0.36363637,0.0
0.0,0.0,0.0,0.0,0.0,0.30434784,0.45454547,0.0
0.0,0.0,0.0,0.0,0.0,0.6956522,0.09090909,0.0
0.0,0.0,1.0,1.0,0.0,0.13043478,0.27272728,0.0
0.0,0.0,1.0,0.0,0.0,0.04347826,0.27272728,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.6956522,0.8181819,0.0
0.0,0.0,0.0,0.0,0.0,0.17391305,0.72727275,0.0
0.0,0.0,0.0,0.0,0.0,0.65217394,0.5454545,0.0
0.0,0.0,0.0,1.0,0.0,0.04347826,0.18181819,0.0
0.0,0.0,1.0,0.0,0.0,0.5652174,0.72727275,0.0
0.0,0.0,0.0,1.0,0.0,0.13043478,0.8181819,0.0
0.0,0.0,1.0,1.0,0.0,0.3478261,0.72727275,0.0
0.0,0.0,0.0,0.0,0.0,0.39130434,1.0,0.0
