HPE,WOE,EBE,Weekday,Month,Season,HTE
0.0,1.0,0.0,6.0,6.0,1.0,1.0
0.0,0.0,0.0,3.0,1.0,0.0,1.0
0.0,0.0,0.0,4.0,12.0,3.0,1.0
0.0,1.0,1.0,5.0,9.0,2.0,1.0
1.0,1.0,1.0,0.0,7.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,1.0,1.0,5.0,8.0,2.0,1.0
0.0,1.0,0.0,1.0,12.0,3.0,1.0
0.0,1.0,1.0,0.0,2.0,0.0,1.0
0.0,0.0,0.0,4.0,11.0,2.0,1.0
0.0,1.0,1.0,1.0,3.0,0.0,1.0
0.0,0.0,1.0,3.0,12.0,3.0,1.0
0.0,1.0,0.0,1.0,5.0,1.0,1.0
0.0,0.0,0.0,6.0,2.0,0.0,1.0
0.0,1.0,0.0,3.0,1.0,0.0,1.0
0.0,0.0,1.0,4.0,5.0,1.0,1.0
0.0,1.0,1.0,6.0,6.0,1.0,1.0
0.0,1.0,0.0,0.0,5.0,1.0,1.0
0.0,0.0,0.0,6.0,9.0,2.0,1.0
0.0,1.0,1.0,5.0,9.0,2.0,1.0
0.0,1.0,1.0,0.0,9.0,2.0,1.0
0.0,1.0,0.0,2.0,1.0,0.0,1.0
0.0,1.0,1.0,6.0,11.0,2.0,1.0
0.0,0.0,0.0,4.0,11.0,2.0,1.0
0.0,1.0,1.0,4.0,8.0,2.0,1.0
0.0,1.0,1.0,0.0,10.0,2.0,1.0
0.0,0.0,0.0,6.0,8.0,2.0,1.0
0.0,1.0,1.0,1.0,10.0,2.0,1.0
0.0,1.0,0.0,5.0,2.0,0.0,1.0
0.0,1.0,0.0,2.0,1.0,0.0,1.0
0.0,1.0,0.0,2.0,6.0,1.0,1.0
0.0,1.0,0.0,4.0,1.0,0.0,1.0
0.0,0.0,1.0,1.0,4.0,1.0,1.0
0.0,1.0,0.0,6.0,5.0,1.0,1.0
0.0,0.0,0.0,6.0,7.0,1.0,1.0
0.0,0.0,0.0,6.0,9.0,2.0,1.0
0.0,1.0,0.0,0.0,5.0,1.0,1.0
0.0,1.0,1.0,5.0,8.0,2.0,1.0
0.0,1.0,1.0,3.0,9.0,2.0,1.0
0.0,0.0,0.0,6.0,1.0,0.0,1.0
0.0,1.0,1.0,6.0,8.0,2.0,1.0
0.0,0.0,0.0,3.0,7.0,1.0,1.0
0.0,0.0,0.0,3.0,11.0,2.0,1.0
0.0,0.0,0.0,6.0,11.0,2.0,1.0
0.0,1.0,0.0,2.0,4.0,1.0,1.0
0.0,1.0,0.0,3.0,10.0,2.0,1.0
0.0,0.0,0.0,5.0,8.0,2.0,1.0
0.0,0.0,1.0,6.0,4.0,1.0,1.0
0.0,1.0,0.0,4.0,12.0,3.0,1.0
0.0,1.0,0.0,4.0,11.0,2.0,1.0
0.0,1.0,0.0,0.0,7.0,1.0,1.0
0.0,1.0,0.0,5.0,5.0,1.0,1.0
0.0,0.0,1.0,2.0,4.0,1.0,1.0
0.0,1.0,0.0,4.0,2.0,0.0,1.0
0.0,1.0,0.0,6.0,1.0,0.0,1.0
0.0,0.0,1.0,0.0,4.0,1.0,1.0
0.0,1.0,0.0,3.0,11.0,2.0,1.0
0.0,0.0,0.0,1.0,5.0,1.0,1.0
0.0,1.0,1.0,4.0,12.0,3.0,1.0
0.0,1.0,0.0,1.0,7.0,1.0,1.0
0.0,1.0,1.0,6.0,6.0,1.0,1.0
0.0,1.0,0.0,1.0,7.0,1.0,1.0
0.0,0.0,1.0,2.0,6.0,1.0,1.0
0.0,1.0,0.0,1.0,7.0,1.0,1.0
0.0,0.0,0.0,5.0,11.0,2.0,1.0
0.0,0.0,1.0,3.0,12.0,3.0,1.0
0.0,1.0,1.0,5.0,10.0,2.0,1.0
0.0,1.0,1.0,5.0,11.0,2.0,1.0
0.0,0.0,1.0,5.0,4.0,1.0,1.0
0.0,1.0,1.0,1.0,12.0,3.0,1.0
0.0,1.0,0.0,3.0,7.0,1.0,1.0
0.0,1.0,0.0,3.0,7.0,1.0,1.0
0.0,0.0,0.0,2.0,4.0,1.0,1.0
0.0,1.0,0.0,3.0,8.0,2.0,1.0
0.0,1.0,1.0,5.0,6.0,1.0,1.0
0.0,1.0,1.0,6.0,6.0,1.0,1.0
0.0,1.0,0.0,4.0,8.0,2.0,1.0
0.0,1.0,1.0,6.0,12.0,3.0,1.0
0.0,1.0,1.0,2.0,12.0,3.0,1.0
0.0,0.0,1.0,2.0,5.0,1.0,1.0
0.0,0.0,1.0,5.0,6.0,1.0,1.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.0,0.0,1.0,0.0,4.0,1.0,1.0
0.0,0.0,0.0,4.0,10.0,2.0,1.0
0.0,1.0,1.0,3.0,12.0,3.0,1.0
0.0,0.0,0.0,5.0,11.0,2.0,1.0
0.0,1.0,1.0,1.0,4.0,1.0,1.0
0.0,1.0,0.0,1.0,8.0,2.0,1.0
0.0,0.0,0.0,4.0,3.0,0.0,1.0
0.0,0.0,1.0,4.0,11.0,2.0,1.0
0.0,1.0,0.0,6.0,7.0,1.0,1.0
0.0,1.0,1.0,0.0,10.0,2.0,1.0
0.0,0.0,0.0,1.0,7.0,1.0,1.0
0.0,0.0,0.0,4.0,12.0,3.0,1.0
0.0,0.0,1.0,1.0,3.0,0.0,1.0
0.0,1.0,1.0,2.0,10.0,2.0,1.0
0.0,0.0,1.0,4.0,5.0,1.0,1.0
0.0,1.0,1.0,5.0,6.0,1.0,1.0
0.0,0.0,1.0,0.0,11.0,2.0,1.0
0.0,0.0,1.0,4.0,2.0,0.0,1.0
0.0,1.0,0.0,5.0,6.0,1.0,1.0
0.0,1.0,0.0,3.0,7.0,1.0,1.0
0.0,0.0,0.0,6.0,12.0,3.0,1.0
0.0,1.0,1.0,0.0,11.0,2.0,1.0
0.0,1.0,1.0,6.0,10.0,2.0,1.0
0.0,0.0,0.0,6.0,10.0,2.0,1.0
0.0,1.0,1.0,3.0,2.0,0.0,1.0
0.0,1.0,0.0,6.0,6.0,1.0,1.0
0.0,1.0,1.0,6.0,9.0,2.0,1.0
0.0,1.0,1.0,4.0,3.0,0.0,1.0
0.0,1.0,1.0,6.0,9.0,2.0,1.0
0.0,0.0,1.0,2.0,6.0,1.0,1.0
0.0,0.0,1.0,2.0,4.0,1.0,1.0
0.0,1.0,1.0,4.0,8.0,2.0,1.0
0.0,1.0,0.0,0.0,6.0,1.0,1.0
0.0,1.0,0.0,5.0,3.0,0.0,1.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.0,1.0,1.0,5.0,10.0,2.0,1.0
0.0,0.0,1.0,3.0,8.0,2.0,1.0
0.0,1.0,1.0,3.0,4.0,1.0,1.0
0.0,1.0,0.0,5.0,12.0,3.0,1.0
0.0,0.0,0.0,0.0,11.0,2.0,1.0
1.0,1.0,1.0,3.0,11.0,2.0,1.0
0.0,1.0,1.0,5.0,12.0,3.0,1.0
0.0,1.0,1.0,2.0,2.0,0.0,1.0
0.0,1.0,0.0,1.0,7.0,1.0,1.0
0.0,1.0,1.0,1.0,10.0,2.0,1.0
0.0,1.0,0.0,0.0,4.0,1.0,1.0
0.0,1.0,1.0,3.0,8.0,2.0,1.0
0.0,0.0,1.0,2.0,4.0,1.0,1.0
0.0,1.0,0.0,5.0,5.0,1.0,1.0
0.0,1.0,0.0,0.0,4.0,1.0,1.0
0.0,1.0,1.0,5.0,9.0,2.0,1.0
0.0,1.0,0.0,4.0,7.0,1.0,1.0
0.0,0.0,0.0,4.0,9.0,2.0,1.0
0.0,0.0,1.0,3.0,4.0,1.0,1.0
1.0,1.0,1.0,2.0,11.0,2.0,1.0
0.0,0.0,1.0,2.0,1.0,0.0,1.0
0.0,0.0,1.0,1.0,3.0,0.0,1.0
0.0,1.0,1.0,2.0,8.0,2.0,1.0
0.0,1.0,1.0,4.0,1.0,0.0,1.0
0.0,1.0,0.0,0.0,4.0,1.0,1.0
0.0,1.0,0.0,5.0,7.0,1.0,1.0
0.0,1.0,0.0,0.0,9.0,2.0,1.0
0.0,1.0,0.0,0.0,8.0,2.0,1.0
0.0,0.0,0.0,1.0,10.0,2.0,1.0
0.0,0.0,1.0,6.0,6.0,1.0,1.0
0.0,0.0,1.0,0.0,9.0,2.0,1.0
0.0,1.0,1.0,5.0,6.0,1.0,1.0
0.0,1.0,1.0,4.0,6.0,1.0,1.0
0.0,0.0,0.0,6.0,9.0,2.0,1.0
0.0,1.0,0.0,5.0,3.0,0.0,1.0
0.0,0.0,0.0,2.0,6.0,1.0,1.0
0.0,0.0,0.0,4.0,2.0,0.0,1.0
0.0,1.0,1.0,5.0,10.0,2.0,1.0
0.0,1.0,1.0,6.0,2.0,0.0,1.0
0.0,1.0,0.0,3.0,7.0,1.0,1.0
0.0,1.0,0.0,2.0,8.0,2.0,1.0
0.0,1.0,0.0,5.0,11.0,2.0,1.0
0.0,1.0,1.0,4.0,2.0,0.0,1.0
0.0,1.0,0.0,4.0,4.0,1.0,1.0
0.0,0.0,1.0,2.0,6.0,1.0,1.0
0.0,1.0,0.0,2.0,5.0,1.0,1.0
0.0,1.0,0.0,5.0,9.0,2.0,1.0
0.0,1.0,0.0,1.0,2.0,0.0,1.0
0.0,1.0,0.0,0.0,3.0,0.0,1.0
0.0,1.0,0.0,2.0,3.0,0.0,1.0
0.0,0.0,1.0,6.0,10.0,2.0,1.0
0.0,1.0,1.0,3.0,9.0,2.0,1.0
0.0,1.0,0.0,0.0,5.0,1.0,1.0
0.0,0.0,0.0,2.0,10.0,2.0,1.0
0.0,1.0,0.0,6.0,9.0,2.0,1.0
0.0,0.0,1.0,2.0,1.0,0.0,1.0
0.0,1.0,0.0,4.0,3.0,0.0,1.0
0.0,0.0,0.0,1.0,2.0,0.0,1.0
0.0,0.0,1.0,2.0,3.0,0.0,1.0
0.0,1.0,0.0,2.0,11.0,2.0,1.0
0.0,1.0,0.0,4.0,11.0,2.0,1.0
0.0,1.0,1.0,0.0,11.0,2.0,1.0
0.0,1.0,0.0,1.0,5.0,1.0,1.0
0.0,0.0,0.0,2.0,9.0,2.0,1.0
0.0,1.0,0.0,5.0,12.0,3.0,1.0
0.0,0.0,0.0,1.0,12.0,3.0,1.0
0.0,0.0,0.0,4.0,2.0,0.0,1.0
0.0,1.0,0.0,5.0,6.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,4.0,9.0,2.0,1.0
0.0,1.0,1.0,2.0,9.0,2.0,1.0
0.0,0.0,1.0,6.0,4.0,1.0,1.0
0.0,0.0,0.0,0.0,5.0,1.0,1.0
0.0,1.0,0.0,3.0,4.0,1.0,1.0
0.0,0.0,0.0,3.0,1.0,0.0,1.0
0.0,1.0,0.0,6.0,6.0,1.0,1.0
0.0,1.0,1.0,6.0,10.0,2.0,1.0
0.0,0.0,0.0,5.0,11.0,2.0,1.0
0.0,0.0,0.0,4.0,9.0,2.0,1.0
0.0,0.0,0.0,4.0,5.0,1.0,1.0
1.0,1.0,1.0,3.0,11.0,2.0,1.0
0.0,0.0,1.0,3.0,12.0,3.0,1.0
0.0,0.0,0.0,2.0,8.0,2.0,1.0
0.0,1.0,1.0,3.0,4.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,6.0,9.0,2.0,1.0
0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.0,1.0,0.0,3.0,7.0,1.0,1.0
0.0,0.0,0.0,2.0,12.0,3.0,1.0
0.0,1.0,0.0,1.0,5.0,1.0,1.0
0.0,0.0,1.0,6.0,5.0,1.0,1.0
0.0,0.0,0.0,4.0,11.0,2.0,1.0
0.0,0.0,1.0,2.0,4.0,1.0,1.0
0.0,1.0,1.0,0.0,8.0,2.0,1.0
0.0,0.0,0.0,4.0,9.0,2.0,1.0
0.0,1.0,1.0,3.0,12.0,3.0,1.0
0.0,1.0,1.0,6.0,2.0,0.0,1.0
0.0,0.0,1.0,2.0,3.0,0.0,1.0
0.0,0.0,0.0,6.0,11.0,2.0,1.0
0.0,0.0,1.0,0.0,5.0,1.0,1.0
0.0,1.0,0.0,3.0,6.0,1.0,1.0
0.0,1.0,0.0,4.0,2.0,0.0,1.0
0.0,0.0,1.0,5.0,4.0,1.0,1.0
0.0,0.0,1.0,4.0,4.0,1.0,1.0
0.0,1.0,1.0,6.0,12.0,3.0,1.0
0.0,1.0,0.0,5.0,10.0,2.0,1.0
0.0,1.0,0.0,0.0,9.0,2.0,1.0
0.0,1.0,0.0,6.0,7.0,1.0,1.0
0.0,0.0,0.0,5.0,3.0,0.0,1.0
0.0,0.0,1.0,4.0,9.0,2.0,1.0
0.0,0.0,0.0,1.0,10.0,2.0,1.0
0.0,1.0,1.0,5.0,9.0,2.0,1.0
0.0,0.0,0.0,2.0,12.0,3.0,1.0
0.0,1.0,1.0,4.0,10.0,2.0,1.0
0.0,0.0,0.0,4.0,11.0,2.0,1.0
0.0,0.0,0.0,2.0,8.0,2.0,1.0
0.0,0.0,1.0,2.0,9.0,2.0,1.0
0.0,1.0,0.0,5.0,7.0,1.0,1.0
0.0,1.0,1.0,6.0,10.0,2.0,1.0
0.0,1.0,0.0,1.0,4.0,1.0,1.0
0.0,0.0,0.0,6.0,10.0,2.0,1.0
0.0,1.0,1.0,0.0,3.0,0.0,1.0
0.0,1.0,1.0,3.0,12.0,3.0,1.0
0.0,1.0,1.0,6.0,10.0,2.0,1.0
0.0,1.0,0.0,0.0,9.0,2.0,1.0
0.0,0.0,0.0,6.0,8.0,2.0,1.0
0.0,0.0,0.0,4.0,9.0,2.0,1.0
0.0,0.0,0.0,2.0,10.0,2.0,1.0
0.0,1.0,1.0,3.0,9.0,2.0,1.0
0.0,1.0,0.0,0.0,7.0,1.0,1.0
0.0,0.0,1.0,1.0,4.0,1.0,1.0
0.0,1.0,0.0,0.0,7.0,1.0,1.0
0.0,0.0,0.0,6.0,1.0,0.0,1.0
0.0,1.0,0.0,3.0,7.0,1.0,1.0
0.0,1.0,0.0,6.0,3.0,0.0,1.0
0.0,0.0,0.0,2.0,12.0,3.0,1.0
0.0,0.0,1.0,1.0,4.0,1.0,1.0
0.0,1.0,0.0,2.0,5.0,1.0,1.0
0.0,0.0,1.0,6.0,6.0,1.0,1.0
0.0,0.0,0.0,0.0,9.0,2.0,1.0
1.0,0.0,0.0,5.0,11.0,2.0,1.0
0.0,0.0,0.0,3.0,9.0,2.0,1.0
0.0,0.0,1.0,6.0,5.0,1.0,1.0
0.0,1.0,1.0,6.0,2.0,0.0,1.0
0.0,1.0,0.0,6.0,2.0,0.0,1.0
0.0,1.0,0.0,3.0,12.0,3.0,1.0
0.0,0.0,0.0,0.0,10.0,2.0,1.0
0.0,1.0,0.0,1.0,7.0,1.0,1.0
0.0,0.0,1.0,5.0,8.0,2.0,1.0
1.0,1.0,0.0,0.0,7.0,1.0,1.0
0.0,0.0,0.0,1.0,3.0,0.0,1.0
0.0,0.0,1.0,3.0,5.0,1.0,1.0
0.0,1.0,0.0,1.0,3.0,0.0,1.0
0.0,0.0,0.0,3.0,8.0,2.0,1.0
0.0,0.0,0.0,3.0,6.0,1.0,1.0
0.0,1.0,0.0,0.0,5.0,1.0,1.0
0.0,1.0,0.0,6.0,2.0,0.0,1.0
0.0,1.0,1.0,2.0,11.0,2.0,1.0
0.0,1.0,1.0,4.0,11.0,2.0,1.0
0.0,1.0,0.0,4.0,7.0,1.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.0,1.0,0.0,4.0,3.0,0.0,1.0
0.0,0.0,1.0,0.0,4.0,1.0,1.0
0.0,0.0,0.0,6.0,10.0,2.0,1.0
0.0,0.0,0.0,0.0,3.0,0.0,1.0
0.0,0.0,0.0,6.0,8.0,2.0,1.0
0.0,0.0,0.0,0.0,8.0,2.0,1.0
0.0,0.0,1.0,4.0,6.0,1.0,1.0
0.0,1.0,1.0,3.0,8.0,2.0,1.0
0.0,1.0,0.0,3.0,5.0,1.0,1.0
0.0,0.0,0.0,1.0,7.0,1.0,1.0
0.0,0.0,0.0,1.0,3.0,0.0,1.0
0.0,0.0,0.0,5.0,12.0,3.0,1.0
0.0,0.0,1.0,6.0,1.0,0.0,1.0
0.0,1.0,0.0,5.0,10.0,2.0,1.0
0.0,1.0,0.0,5.0,6.0,1.0,1.0
0.0,0.0,0.0,2.0,10.0,2.0,1.0
0.0,1.0,1.0,4.0,10.0,2.0,1.0
0.0,0.0,1.0,4.0,4.0,1.0,1.0
0.0,1.0,0.0,4.0,5.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0,0.0,1.0
0.0,0.0,1.0,0.0,9.0,2.0,1.0
0.0,0.0,0.0,6.0,12.0,3.0,1.0
0.0,1.0,1.0,3.0,10.0,2.0,1.0
0.0,0.0,1.0,6.0,3.0,0.0,1.0
0.0,1.0,1.0,4.0,8.0,2.0,1.0
0.0,1.0,0.0,5.0,4.0,1.0,1.0
0.0,1.0,0.0,2.0,6.0,1.0,1.0
0.0,0.0,0.0,5.0,11.0,2.0,1.0
0.0,1.0,0.0,3.0,1.0,0.0,1.0
0.0,1.0,1.0,0.0,11.0,2.0,1.0
0.0,0.0,0.0,2.0,1.0,0.0,1.0
0.0,1.0,0.0,4.0,7.0,1.0,1.0
0.0,0.0,0.0,4.0,11.0,2.0,1.0
0.0,1.0,0.0,0.0,7.0,1.0,1.0
0.0,0.0,0.0,6.0,1.0,0.0,1.0
0.0,1.0,1.0,6.0,11.0,2.0,1.0
0.0,1.0,0.0,3.0,9.0,2.0,1.0
0.0,0.0,0.0,5.0,4.0,1.0,1.0
0.0,1.0,1.0,1.0,3.0,0.0,1.0
0.0,1.0,1.0,2.0,8.0,2.0,1.0
0.0,1.0,0.0,4.0,2.0,0.0,1.0
0.0,0.0,1.0,2.0,4.0,1.0,1.0
0.0,1.0,0.0,3.0,5.0,1.0,1.0
0.0,1.0,1.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,10.0,2.0,1.0
0.0,1.0,0.0,0.0,3.0,0.0,1.0
0.0,1.0,0.0,4.0,1.0,0.0,1.0
0.0,1.0,1.0,6.0,5.0,1.0,1.0
0.0,0.0,0.0,1.0,2.0,0.0,1.0
0.0,0.0,0.0,0.0,5.0,1.0,1.0
0.0,1.0,0.0,0.0,4.0,1.0,1.0
0.0,1.0,0.0,5.0,2.0,0.0,1.0
0.0,1.0,0.0,3.0,4.0,1.0,1.0
0.0,0.0,0.0,5.0,3.0,0.0,1.0
0.0,0.0,1.0,4.0,4.0,1.0,1.0
0.0,0.0,1.0,3.0,4.0,1.0,1.0
0.0,1.0,1.0,1.0,2.0,0.0,1.0
0.0,1.0,1.0,1.0,2.0,0.0,1.0
