UNIX_TS,EBE
0.5621147,1.0
0.74497414,0.0
0.34254265,1.0
0.62400246,1.0
0.8380337,0.0
0.7336159,0.0
0.80189514,0.0
0.26438713,1.0
0.43628693,1.0
0.6873131,0.0
0.24891472,1.0
0.55223656,1.0
0.8212471,0.0
0.3441429,1.0
0.47784996,1.0
0.20204544,1.0
0.61715126,1.0
0.44873238,1.0
0.5981388,1.0
0.59596825,1.0
0.43326187,1.0
0.20095825,1.0
0.8878727,0.0
0.79053307,0.0
0.9852123,0.0
0.29481697,1.0
0.21077919,1.0
0.49640274,1.0
0.29732704,1.0
0.7876797,0.0
0.4084282,1.0
0.8247318,0.0
0.1495781,0.0
0.2923603,1.0
0.45723724,1.0
0.105047226,0.0
0.39078522,1.0
0.83420944,1.0
0.6358757,0.0
0.67264175,0.0
0.8501377,0.0
0.33312416,1.0
0.56702423,1.0
0.043561935,0.0
0.65773964,0.0
0.006336212,0.0
0.13947296,0.0
0.97093964,0.0
0.53733826,1.0
0.15728569,0.0
0.45301437,1.0
0.31816673,1.0
0.6244583,1.0
0.23281479,1.0
0.70929337,0.0
0.6924515,0.0
0.45986557,1.0
0.46015167,1.0
0.014043808,0.0
0.8661785,0.0
0.9061985,0.0
0.33335114,1.0
0.39689445,1.0
0.0054798126,0.0
0.42110062,1.0
0.14912224,0.0
0.51706886,1.0
0.16094017,0.0
0.012559891,0.0
0.51107407,1.0
0.47847748,1.0
0.15608597,0.0
0.5381355,1.0
0.37862396,1.0
0.14032936,0.0
0.14466858,0.0
0.7537117,0.0
0.39501,1.0
0.80737495,0.0
0.44096947,1.0
0.5225506,1.0
0.8842182,0.0
0.31028938,1.0
0.5139313,1.0
0.87343025,0.0
0.27357864,1.0
0.56531143,1.0
0.9485035,0.0
0.7900772,0.0
0.018268585,0.0
0.9427357,0.0
0.13564682,0.0
0.19056892,1.0
0.6997013,0.0
0.66259384,0.0
0.8034935,0.0
0.01889801,0.0
0.10202217,0.0
0.04641533,0.0
0.1129837,0.0
0.17795181,0.0
0.84140205,0.0
0.035053253,0.0
0.07324791,0.0
0.55475044,1.0
0.6922245,0.0
0.3987198,1.0
0.6060734,1.0
0.7359562,0.0
0.6695576,0.0
0.4465065,1.0
0.9722538,0.0
0.39323997,1.0
0.75445175,0.0
0.6016216,1.0
0.5523529,1.0
0.63827324,0.0
0.6979313,0.0
0.5855217,1.0
0.5424175,1.0
0.22391129,1.0
0.91322136,0.0
0.8437424,0.0
0.24765968,1.0
0.029346466,0.0
0.59140205,1.0
0.50645065,1.0
0.9484463,0.0
0.59048843,1.0
0.73612595,0.0
0.17235756,0.0
0.15374565,0.0
0.6310234,0.0
0.40688515,1.0
0.35459137,1.0
0.58181,1.0
0.5551491,1.0
0.6908531,0.0
0.75930595,0.0
0.573019,1.0
0.15214539,0.0
0.0053100586,0.0
0.592886,1.0
0.09888077,0.0
0.24720383,1.0
0.8183365,0.0
0.6589966,0.0
0.5869484,1.0
0.13239288,0.0
0.4716835,1.0
0.5634842,1.0
0.9422226,0.0
0.40260315,1.0
0.4104252,1.0
0.56987953,1.0
0.5698223,1.0
0.08289719,0.0
0.19799042,1.0
0.49611855,1.0
0.8564739,0.0
0.6277695,1.0
0.50068665,1.0
0.15956879,0.0
0.22094154,1.0
0.40745544,1.0
0.1109848,0.0
0.718544,0.0
0.14809418,0.0
0.84773827,0.0
0.7817993,0.0
0.31588364,1.0
0.36035538,1.0
0.25844955,1.0
0.59676933,1.0
0.30286598,1.0
0.4843006,1.0
0.25810623,1.0
0.8097153,0.0
0.17087173,0.0
0.63261986,0.0
0.29372978,1.0
0.08632088,0.0
0.47413635,1.0
0.46243477,1.0
0.49594688,1.0
0.086437225,0.0
0.5228367,1.0
0.6332493,0.0
0.5191822,1.0
0.14826393,0.0
0.7699814,0.0
0.032770157,0.0
0.04818535,0.0
0.26016235,1.0
0.36258316,1.0
0.5260906,1.0
0.8152542,0.0
0.85801506,0.0
0.37034607,1.0
0.0039405823,0.0
0.49908638,1.0
0.4032879,1.0
0.6262264,1.0
0.9539833,0.0
0.53128624,1.0
0.7777462,0.0
0.07769966,0.0
0.54418755,1.0
0.70638275,0.0
0.35464668,1.0
0.42258644,1.0
0.8052616,0.0
0.9550686,0.0
0.77300835,0.0
0.7547951,0.0
0.24788857,1.0
0.17230034,0.0
0.34659767,1.0
0.35453415,1.0
0.23270226,1.0
0.82907104,0.0
0.37314415,1.0
0.27226448,1.0
0.8246174,0.0
0.12080383,0.0
0.6475792,0.0
0.39518166,1.0
0.41122437,1.0
0.4110527,1.0
0.7457752,0.0
0.9623184,0.0
0.39346886,1.0
0.54133415,1.0
0.46808624,1.0
0.34973717,1.0
0.9585514,0.0
0.89575195,0.0
0.72299576,0.0
0.39209938,1.0
0.35048103,1.0
0.8121128,0.0
0.7626171,0.0
0.29315948,1.0
0.36834908,1.0
0.984642,0.0
0.44987297,1.0
0.50816345,1.0
0.5291157,1.0
0.79179,0.0
0.70866585,0.0
0.11629486,0.0
0.1750412,0.0
0.31793785,1.0
0.95980835,0.0
0.7105503,0.0
0.059490204,0.0
0.31257248,1.0
0.38707542,1.0
0.47665024,1.0
0.08072662,0.0
0.0065670013,0.0
0.36263847,1.0
0.24269295,1.0
0.013187408,0.0
0.25148392,1.0
0.3713169,1.0
0.7453747,0.0
0.15682983,0.0
0.38399124,1.0
0.489666,1.0
0.9455929,0.0
0.8906708,0.0
0.6746979,0.0
0.5659981,1.0
0.15437317,0.0
0.21014977,1.0
0.40865517,1.0
0.25776482,1.0
0.9931488,0.0
0.5820389,1.0
0.58226776,1.0
0.38981628,1.0
0.63776016,0.0
1.0,0.0
0.85116386,0.0
0.5302582,1.0
0.7162018,0.0
0.45358467,1.0
0.6338768,0.0
0.99697304,0.0
0.8823929,0.0
0.3918705,1.0
0.36771965,1.0
0.35932922,1.0
0.91658974,0.0
0.6647072,0.0
0.7050133,0.0
0.41584778,1.0
0.2182579,1.0
0.21671677,1.0
0.6802349,0.0
0.8824482,0.0
0.5391083,1.0
0.9497032,0.0
0.6519184,0.0
0.117378235,0.0
0.288023,1.0
0.6133251,1.0
0.21917152,1.0
0.95124435,0.0
0.9487324,0.0
0.90380096,0.0
0.7445183,0.0
0.9209862,0.0
0.3984356,1.0
0.38770294,1.0
0.7683258,0.0
0.6799488,0.0
0.44844627,1.0
0.663908,0.0
0.79561424,0.0
0.51101875,1.0
0.17041588,0.0
0.80760384,0.0
0.8384323,0.0
0.1607666,0.0
0.11686516,0.0
0.9136791,0.0
0.8498516,0.0
0.28111458,1.0
0.27557755,1.0
0.5360813,1.0
0.9725399,0.0
0.13405037,0.0
0.51729774,1.0
0.5506401,1.0
0.79390144,0.0
0.43959808,1.0
0.69262314,0.0
0.080783844,0.0
0.02854538,0.0
0.038194656,0.0
0.17321396,0.0
0.66293716,0.0
0.80788994,0.0
0.6084728,1.0
0.5642834,1.0
0.91687584,0.0
0.21551704,1.0
0.017354965,0.0
0.413908,1.0
0.09728241,0.0
0.21894264,1.0
0.45552635,1.0
0.5983658,1.0
0.7586765,0.0
0.092430115,0.0
0.38422012,1.0
0.81799316,0.0
0.16699028,0.0
0.18309021,1.0
0.82969856,0.0
0.24406242,1.0
0.6825752,0.0
0.3083458,1.0
0.29669952,1.0
0.6748123,0.0
0.9586086,0.0
0.82770157,0.0
0.42920685,1.0
0.11138344,0.0
0.34819603,1.0
0.15625572,0.0
0.061029434,0.0
0.20900917,1.0
0.48087502,1.0
0.5326557,1.0
0.14107132,0.0
0.8311825,0.0
0.97733307,0.0
0.27100945,1.0
0.2654724,1.0
0.6899395,0.0
0.9273796,0.0
0.23949623,1.0
0.15797043,0.0
0.66550446,1.0
0.17349815,0.0
0.34374237,1.0
0.9805317,0.0
0.033283234,0.0
0.59625435,1.0
0.9236698,0.0
0.84625435,0.0
0.28733635,1.0
0.670702,0.0
0.01986885,0.0
0.89609337,0.0
0.54875565,1.0
0.5695915,1.0
0.76330185,0.0
0.63513374,0.0
0.29367447,1.0
0.9464493,0.0
0.28277016,1.0
0.70181465,0.0
0.0843811,0.0
0.24280739,1.0
0.010334015,0.0
0.34654045,1.0
0.42492676,1.0
0.62205887,1.0
0.8746853,0.0
0.87314415,0.0
0.014614105,0.0
0.41059494,1.0
0.7874508,0.0
0.33717728,1.0
0.48013306,1.0
0.2577076,1.0
0.42806625,1.0
0.15026283,0.0
0.006166458,0.0
0.2122631,1.0
0.2548523,1.0
0.80423546,0.0
0.023805618,0.0
0.52700424,1.0
0.7906475,0.0
0.45409966,1.0
0.42321396,1.0
0.35544586,1.0
0.12936783,0.0
0.4038601,1.0
0.29002,1.0
0.8795948,0.0
0.75959015,0.0
0.26301575,1.0
0.74354744,0.0
0.7027283,0.0
0.7981281,0.0
0.6318226,0.0
0.9553547,0.0
0.14969254,0.0
0.11595154,0.0
0.7288761,0.0
0.0022830963,0.0
0.3200493,1.0
0.7915039,0.0
0.33826256,1.0
0.20033073,1.0
0.6534023,0.0
0.32421684,1.0
0.68497276,0.0
0.170187,0.0
0.19627762,1.0
0.6161213,1.0
0.40345955,1.0
0.9977722,0.0
0.8861618,0.0
0.20238495,1.0
0.16373634,0.0
0.25365448,1.0
0.7520542,0.0
0.61058426,1.0
0.9084263,0.0
0.8372917,0.0
0.40825462,1.0
0.8297558,0.0
0.1072731,0.0
0.30669212,1.0
0.8111992,0.0
0.4848709,1.0
0.5111904,1.0
0.8629818,0.0
0.99817276,0.0
0.92344093,0.0
0.74902916,0.0
0.155859,0.0
0.8138828,0.0
0.6095562,1.0
0.8590431,0.0
0.5223217,1.0
0.8870163,0.0
0.6925106,0.0
0.17566872,0.0
0.7241955,0.0
0.47162628,1.0
0.8074894,0.0
0.30246735,1.0
0.15574265,0.0
0.820734,0.0
0.21905708,1.0
0.0021133423,0.0
0.51529884,1.0
0.23909569,1.0
0.038593292,0.0
0.9210434,0.0
0.088832855,0.0
0.4616356,1.0
0.22722054,1.0
0.8154831,0.0
0.21175003,1.0
0.50274086,1.0
0.713747,0.0
0.61909103,1.0
0.3692627,1.0
0.30743217,1.0
0.8475113,0.0
0.21814346,1.0
0.68411636,0.0
0.98441505,0.0
0.37628365,1.0
0.7317295,0.0
0.099739075,0.0
0.8638954,0.0
0.57969856,1.0
0.9439926,0.0
0.6466656,0.0
0.06011772,0.0
0.23058891,1.0
0.19445038,1.0
0.21157837,1.0
0.97385216,0.0
0.22585106,1.0
0.9282379,0.0
0.19273758,1.0
0.19576454,1.0
0.40996742,1.0
0.14318466,0.0
0.33592224,1.0
0.26729965,1.0
0.87108994,0.0
0.012046814,0.0
0.9401684,0.0
0.81245613,0.0
0.27106667,1.0
0.55595016,1.0
0.7443466,0.0
0.52705956,1.0
0.09539795,0.0
0.13250732,0.0
0.19958878,1.0
0.8080025,0.0
0.6698437,0.0
0.37462997,1.0
0.7788887,0.0
0.76272964,0.0
0.3927822,1.0
0.825758,0.0
0.8241615,0.0
0.7373829,0.0
0.02768898,0.0
0.49731636,1.0
0.8045788,0.0
0.5666809,1.0
0.31045914,1.0
0.4639759,1.0
0.71009254,0.0
0.65545654,0.0
0.15077591,0.0
0.07142067,0.0
0.50468063,1.0
0.5641117,1.0
0.29219055,1.0
0.9459343,0.0
0.82764244,0.0
0.5895176,1.0
0.9014034,0.0
0.27757454,1.0
0.13153648,0.0
0.15146255,0.0
0.86252594,0.0
0.71243286,0.0
0.24234962,1.0
0.04104805,0.0
0.3346653,1.0
0.74269104,0.0
0.44758987,1.0
0.7591915,0.0
0.90083313,0.0
0.5056515,1.0
0.42755127,1.0
0.04219055,0.0
0.98275757,0.0
0.3669796,1.0
0.42612457,1.0
0.41778946,1.0
0.57193565,1.0
0.1126976,0.0
0.5494404,1.0
0.9851551,0.0
0.31040192,1.0
0.43759918,1.0
0.47830582,1.0
0.15819931,0.0
0.7007885,0.0
0.13302231,0.0
0.58341026,1.0
0.47807693,1.0
0.75359535,0.0
0.07284927,0.0
0.46620178,1.0
0.829298,0.0
0.275177,1.0
0.43857193,1.0
0.6081867,1.0
0.8069763,0.0
0.12931061,0.0
0.018211365,0.0
0.087747574,0.0
0.7865372,0.0
0.5336838,1.0
0.96328926,0.0
0.078214645,0.0
0.042304993,0.0
0.8243885,0.0
0.35915756,1.0
0.06788063,0.0
0.11794853,0.0
0.54618645,1.0
0.67292786,0.0
0.41139603,1.0
0.14432526,0.0
0.87005997,0.0
0.19913101,1.0
0.80018234,0.0
0.75724983,0.0
0.41693306,1.0
0.5039959,1.0
0.83677673,0.0
0.96785736,0.0
0.38170815,1.0
0.9759636,0.0
0.47642136,1.0
0.33118248,1.0
0.92235565,0.0
0.47219658,1.0
0.61629486,1.0
0.44148254,1.0
0.8143406,0.0
0.19918823,1.0
