UNIX_TS,DWE,FRE,WOE,EBE,FGE,Hour,Month,CWE
0.4579239,0.0,0.0,0.0,1.0,0.0,0.26086956,0.18181819,0.0
0.7582207,0.0,0.0,0.0,0.0,1.0,0.43478262,0.8181819,0.0
0.33141136,0.0,0.0,0.0,1.0,1.0,0.95652175,0.9090909,1.0
0.19730568,0.0,0.0,0.0,1.0,0.0,0.04347826,0.6363636,0.0
0.5781574,0.0,0.0,0.0,1.0,0.0,0.0,0.36363637,0.0
0.31759644,1.0,0.0,0.0,1.0,1.0,0.86956525,0.9090909,0.0
0.40682793,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.6613941,0.0,0.0,0.0,0.0,0.0,0.7826087,0.5454545,0.0
0.36703682,0.0,0.0,0.0,1.0,1.0,0.95652175,1.0,0.0
0.5569191,0.0,0.0,0.0,1.0,0.0,0.5217391,0.36363637,0.0
0.23766899,0.0,0.0,0.0,1.0,0.0,0.5217391,0.72727275,0.0
0.10082245,0.0,0.0,0.0,0.0,0.0,0.65217394,0.45454547,0.0
0.4817314,0.0,0.0,0.0,1.0,1.0,0.65217394,0.18181819,0.0
0.3387184,0.0,0.0,0.0,1.0,0.0,0.26086956,1.0,0.0
0.33654976,0.0,0.0,0.0,1.0,0.0,0.6956522,1.0,0.0
0.8004112,0.0,0.0,0.0,0.0,1.0,0.21739131,0.9090909,0.0
0.026603699,0.0,0.0,0.0,0.0,0.0,0.47826087,0.27272728,0.0
0.68754387,1.0,0.0,0.0,0.0,1.0,0.86956525,0.6363636,0.0
0.068395615,0.0,0.0,0.0,0.0,0.0,1.0,0.36363637,0.0
0.24035263,0.0,0.0,0.0,1.0,0.0,0.47826087,0.72727275,0.0
0.3138256,0.0,0.0,0.0,1.0,0.0,0.08695652,0.9090909,0.0
0.33963203,0.0,0.0,0.0,1.0,0.0,0.95652175,1.0,0.0
0.7336731,0.0,0.0,0.0,0.0,0.0,0.5217391,0.72727275,0.0
0.9112816,0.0,1.0,0.0,0.0,0.0,0.13043478,0.0,0.0
0.48704147,0.0,0.0,0.0,1.0,1.0,0.5217391,0.18181819,1.0
0.48498535,0.0,0.0,0.0,1.0,1.0,0.0,0.18181819,0.0
0.14455414,0.0,0.0,0.0,0.0,1.0,0.5652174,0.5454545,0.0
0.9317188,0.0,0.0,0.0,0.0,1.0,0.04347826,0.09090909,0.0
0.48492813,0.0,0.0,0.0,1.0,0.0,1.0,0.18181819,0.0
0.22859192,0.0,1.0,0.0,1.0,1.0,0.9130435,0.72727275,0.0
0.47373962,1.0,0.0,0.0,1.0,1.0,0.826087,0.18181819,0.0
0.91601944,0.0,0.0,0.0,0.0,0.0,0.6086957,0.0,0.0
0.8816509,0.0,0.0,0.0,0.0,0.0,0.5217391,0.0,1.0
0.11532402,0.0,0.0,0.0,0.0,1.0,0.21739131,0.45454547,0.0
0.29590034,0.0,0.0,0.0,1.0,0.0,0.0,0.9090909,0.0
0.8455696,0.0,1.0,0.0,0.0,0.0,0.17391305,1.0,0.0
0.27808762,0.0,0.0,0.0,1.0,0.0,0.0,0.8181819,0.0
0.84859467,0.0,1.0,0.0,0.0,1.0,0.39130434,1.0,0.0
0.60025215,0.0,0.0,0.0,1.0,0.0,0.13043478,0.45454547,0.0
0.23475647,0.0,0.0,0.0,1.0,0.0,0.39130434,0.72727275,0.0
0.6945648,0.0,0.0,0.0,0.0,0.0,1.0,0.6363636,0.0
0.11109924,0.0,0.0,0.0,0.0,0.0,0.13043478,0.45454547,0.0
0.82684326,0.0,0.0,0.0,0.0,1.0,0.5217391,0.9090909,0.0
0.8730297,0.0,0.0,0.0,0.0,0.0,0.21739131,1.0,0.0
0.14678001,0.0,0.0,0.0,0.0,0.0,0.17391305,0.5454545,0.0
0.2994976,0.0,0.0,0.0,1.0,0.0,0.65217394,0.9090909,0.0
0.9979439,1.0,0.0,0.0,0.0,1.0,0.39130434,0.18181819,0.0
0.775404,0.0,0.0,0.0,0.0,1.0,1.0,0.8181819,0.0
0.9631195,0.0,0.0,0.0,0.0,1.0,1.0,0.18181819,0.0
0.4596939,0.0,0.0,0.0,1.0,0.0,0.5652174,0.18181819,1.0
0.6000786,0.0,0.0,0.0,1.0,0.0,0.0,0.45454547,0.0
0.5486412,0.0,0.0,0.0,1.0,0.0,0.47826087,0.36363637,0.0
0.25439453,0.0,0.0,0.0,1.0,0.0,0.73913044,0.8181819,0.0
0.88113785,0.0,1.0,0.0,0.0,0.0,0.13043478,0.0,0.0
0.18748665,0.0,0.0,0.0,1.0,0.0,0.9130435,0.6363636,0.0
0.29156303,0.0,0.0,0.0,1.0,0.0,0.86956525,0.8181819,1.0
0.890728,0.0,0.0,0.0,0.0,1.0,0.13043478,0.0,0.0
0.78819275,0.0,0.0,0.0,0.0,0.0,0.30434784,0.8181819,0.0
0.5594883,0.0,0.0,0.0,1.0,0.0,0.39130434,0.36363637,0.0
0.34545708,0.0,0.0,0.0,1.0,1.0,0.17391305,1.0,0.0
0.8098297,0.0,0.0,0.0,0.0,0.0,0.08695652,0.9090909,0.0
0.71032333,0.0,0.0,0.0,0.0,0.0,0.47826087,0.72727275,0.0
0.91008186,0.0,1.0,0.0,0.0,1.0,0.26086956,0.0,0.0
0.14004326,0.0,0.0,0.0,0.0,1.0,0.26086956,0.5454545,0.0
0.07067871,0.0,0.0,0.0,0.0,0.0,0.65217394,0.36363637,0.0
0.9782467,0.0,0.0,0.0,0.0,0.0,0.0,0.18181819,0.0
0.11766434,0.0,0.0,0.0,0.0,0.0,0.95652175,0.45454547,0.0
0.41384888,0.0,0.0,0.0,1.0,0.0,0.08695652,0.0,0.0
0.18885612,0.0,0.0,0.0,1.0,0.0,0.9130435,0.6363636,0.0
0.78705215,0.0,0.0,0.0,0.0,0.0,0.47826087,0.8181819,1.0
0.58997536,0.0,0.0,0.0,1.0,0.0,0.65217394,0.45454547,0.0
0.0076503754,0.0,0.0,0.0,0.0,1.0,0.65217394,0.27272728,0.0
0.4836712,0.0,0.0,0.0,1.0,0.0,0.04347826,0.18181819,0.0
0.50588036,0.0,0.0,0.0,1.0,0.0,0.26086956,0.27272728,0.0
0.023349762,0.0,0.0,0.0,0.0,0.0,0.08695652,0.27272728,0.0
0.5852375,0.0,0.0,0.0,1.0,1.0,0.17391305,0.45454547,0.0
0.6927948,0.0,0.0,0.0,0.0,0.0,0.6956522,0.6363636,0.0
0.70923615,0.0,0.0,0.0,0.0,0.0,0.6956522,0.6363636,0.0
0.117549896,0.0,0.0,0.0,0.0,0.0,0.86956525,0.45454547,0.0
0.7522259,0.0,0.0,0.0,0.0,0.0,0.04347826,0.8181819,0.0
0.72864914,0.0,0.0,0.0,0.0,0.0,0.86956525,0.72727275,0.0
0.3509941,0.0,0.0,0.0,1.0,0.0,0.21739131,1.0,0.0
0.15785599,0.0,0.0,0.0,0.0,0.0,0.26086956,0.5454545,0.0
0.38393402,0.0,0.0,0.0,1.0,0.0,0.26086956,0.0,0.0
0.65083313,0.0,0.0,0.0,0.0,0.0,0.04347826,0.5454545,0.0
0.35738754,1.0,0.0,0.0,1.0,0.0,0.9130435,1.0,0.0
0.12651253,0.0,0.0,0.0,0.0,0.0,0.39130434,0.5454545,0.0
0.1738987,0.0,0.0,0.0,0.0,1.0,1.0,0.6363636,0.0
0.8999195,0.0,0.0,0.0,0.0,1.0,0.86956525,0.0,0.0
0.084667206,0.0,0.0,0.0,0.0,1.0,0.86956525,0.45454547,0.0
0.85401917,0.0,1.0,0.0,0.0,0.0,0.3478261,1.0,0.0
0.54767036,0.0,0.0,0.0,1.0,0.0,0.7826087,0.36363637,0.0
0.16807365,0.0,0.0,0.0,0.0,0.0,0.73913044,0.6363636,0.0
0.2597065,0.0,0.0,0.0,1.0,0.0,0.6086957,0.8181819,0.0
0.2928753,1.0,0.0,0.0,1.0,0.0,0.826087,0.8181819,0.0
0.42344093,0.0,0.0,0.0,1.0,0.0,0.08695652,0.09090909,0.0
0.49263573,0.0,0.0,0.0,1.0,0.0,0.6086957,0.18181819,1.0
0.73321533,0.0,0.0,0.0,0.0,1.0,0.17391305,0.72727275,0.0
0.8821087,0.0,1.0,0.0,0.0,1.0,0.86956525,0.0,0.0
0.14552498,0.0,0.0,0.0,0.0,0.0,0.26086956,0.5454545,0.0
0.5975685,0.0,0.0,0.0,1.0,0.0,0.17391305,0.45454547,0.0
0.39546585,0.0,1.0,0.0,1.0,0.0,0.6956522,0.0,0.0
0.94838905,0.0,0.0,0.0,0.0,1.0,0.21739131,0.09090909,0.0
0.3881588,0.0,0.0,0.0,1.0,0.0,0.3478261,0.0,1.0
0.19810486,0.0,0.0,0.0,1.0,0.0,0.65217394,0.6363636,0.0
0.6576271,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545,0.0
0.68183327,0.0,0.0,0.0,0.0,1.0,0.6956522,0.6363636,0.0
0.9547844,0.0,1.0,0.0,0.0,0.0,0.9130435,0.09090909,0.0
0.23207283,0.0,0.0,0.0,1.0,1.0,0.43478262,0.72727275,0.0
0.10613251,0.0,0.0,0.0,0.0,1.0,0.5217391,0.45454547,0.0
0.8191929,0.0,0.0,0.0,0.0,1.0,0.95652175,0.9090909,0.0
0.5789566,0.0,0.0,0.0,1.0,1.0,0.6086957,0.36363637,0.0
0.2480011,0.0,0.0,0.0,1.0,0.0,0.04347826,0.72727275,0.0
0.528944,0.0,1.0,0.0,1.0,1.0,0.08695652,0.27272728,0.0
0.41396523,0.0,1.0,0.0,1.0,0.0,0.17391305,0.0,0.0
0.19159698,0.0,0.0,0.0,1.0,0.0,0.9130435,0.6363636,0.0
0.88912964,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.4527874,0.0,0.0,0.0,1.0,1.0,0.5217391,0.09090909,1.0
0.8125706,0.0,0.0,0.0,0.0,0.0,0.08695652,0.9090909,0.0
0.47733307,0.0,0.0,0.0,1.0,0.0,0.43478262,0.18181819,0.0
0.35087776,0.0,0.0,0.0,1.0,1.0,0.13043478,1.0,0.0
0.060403824,0.0,0.0,0.0,0.0,0.0,0.13043478,0.36363637,0.0
0.94976044,0.0,1.0,0.0,0.0,0.0,0.21739131,0.09090909,0.0
0.26735687,0.0,0.0,0.0,1.0,0.0,0.17391305,0.8181819,0.0
0.53842163,0.0,0.0,0.0,1.0,1.0,0.0,0.27272728,0.0
0.62405777,1.0,0.0,0.0,1.0,0.0,0.5217391,0.45454547,0.0
0.04983902,0.0,0.0,0.0,0.0,0.0,0.43478262,0.36363637,0.0
0.5127888,0.0,0.0,0.0,1.0,1.0,0.30434784,0.27272728,0.0
0.22927475,0.0,0.0,0.0,1.0,0.0,0.39130434,0.72727275,0.0
0.24160767,0.0,0.0,0.0,1.0,0.0,0.39130434,0.72727275,0.0
0.30600548,0.0,0.0,0.0,1.0,0.0,0.39130434,0.9090909,0.0
0.5288868,0.0,0.0,0.0,1.0,0.0,0.04347826,0.27272728,0.0
0.3295269,0.0,0.0,0.0,1.0,0.0,0.5652174,0.9090909,0.0
0.19941711,0.0,0.0,0.0,1.0,0.0,0.6086957,0.6363636,0.0
0.6335926,0.0,0.0,0.0,0.0,0.0,0.47826087,0.5454545,0.0
0.81679535,0.0,0.0,0.0,0.0,1.0,0.17391305,0.9090909,0.0
0.30623436,0.0,0.0,0.0,1.0,0.0,0.5652174,0.9090909,0.0
0.34682655,0.0,1.0,0.0,1.0,0.0,0.17391305,1.0,0.0
0.7075825,0.0,0.0,0.0,0.0,1.0,0.47826087,0.6363636,0.0
0.10989952,0.0,0.0,0.0,0.0,0.0,0.26086956,0.45454547,0.0
0.94011116,0.0,1.0,0.0,0.0,1.0,0.17391305,0.09090909,0.0
0.84825325,0.0,1.0,0.0,0.0,0.0,0.13043478,1.0,0.0
0.077186584,0.0,0.0,0.0,0.0,1.0,0.39130434,0.36363637,0.0
0.6524887,0.0,0.0,0.0,0.0,0.0,0.26086956,0.5454545,0.0
0.30161095,0.0,0.0,0.0,1.0,0.0,0.17391305,0.9090909,0.0
0.04949951,0.0,0.0,0.0,0.0,0.0,0.17391305,0.36363637,0.0
0.19096756,0.0,0.0,0.0,1.0,0.0,0.43478262,0.6363636,0.0
0.24560356,0.0,0.0,0.0,1.0,0.0,0.30434784,0.72727275,0.0
0.9044876,0.0,1.0,0.0,0.0,1.0,0.17391305,0.0,0.0
0.20175934,0.0,0.0,0.0,1.0,1.0,0.30434784,0.6363636,0.0
0.1398735,0.0,0.0,0.0,0.0,0.0,0.13043478,0.5454545,0.0
0.81217,0.0,0.0,0.0,0.0,0.0,0.826087,0.9090909,0.0
0.32827187,0.0,0.0,0.0,1.0,0.0,0.65217394,0.9090909,0.0
0.014902115,0.0,0.0,0.0,0.0,1.0,0.95652175,0.27272728,0.0
0.3729725,0.0,0.0,0.0,1.0,1.0,0.26086956,1.0,0.0
0.6673908,0.0,0.0,0.0,0.0,0.0,0.13043478,0.6363636,0.0
0.51786804,0.0,0.0,0.0,1.0,0.0,0.0,0.27272728,0.0
0.33820534,0.0,0.0,0.0,1.0,1.0,0.9130435,1.0,0.0
0.39792252,0.0,1.0,0.0,1.0,1.0,0.47826087,0.0,0.0
0.12617111,0.0,0.0,0.0,0.0,0.0,0.13043478,0.5454545,0.0
0.04761505,0.0,0.0,0.0,0.0,0.0,0.826087,0.36363637,0.0
0.5034828,0.0,0.0,0.0,1.0,0.0,0.5217391,0.27272728,0.0
0.69039726,0.0,0.0,0.0,0.0,0.0,0.95652175,0.6363636,0.0
0.9109955,0.0,1.0,0.0,0.0,1.0,0.95652175,0.0,0.0
0.56456757,0.0,0.0,0.0,1.0,0.0,0.08695652,0.36363637,0.0
0.6679611,0.0,0.0,0.0,0.0,0.0,0.5652174,0.6363636,0.0
0.051324844,0.0,0.0,0.0,0.0,0.0,0.5217391,0.36363637,0.0
0.9668293,0.0,0.0,0.0,0.0,1.0,0.6956522,0.18181819,0.0
0.13804626,0.0,0.0,0.0,0.0,0.0,0.826087,0.5454545,0.0
0.62377167,0.0,0.0,0.0,1.0,0.0,0.30434784,0.45454547,0.0
0.16682053,0.0,0.0,0.0,0.0,0.0,0.826087,0.5454545,0.0
0.59910965,0.0,0.0,0.0,1.0,1.0,0.30434784,0.45454547,0.0
0.12845421,0.0,0.0,0.0,0.0,0.0,0.826087,0.5454545,0.0
0.6467228,0.0,0.0,0.0,0.0,0.0,0.04347826,0.5454545,0.0
0.37051964,0.0,0.0,0.0,1.0,1.0,0.47826087,1.0,1.0
0.838089,0.0,0.0,0.0,0.0,0.0,0.73913044,1.0,0.0
0.43754196,0.0,0.0,0.0,1.0,0.0,0.39130434,0.09090909,0.0
0.38125038,0.0,1.0,0.0,1.0,1.0,0.30434784,0.0,0.0
0.6541462,0.0,0.0,0.0,0.0,0.0,0.47826087,0.5454545,0.0
0.1404438,0.0,0.0,0.0,0.0,0.0,0.5652174,0.5454545,1.0
0.49503326,0.0,0.0,0.0,1.0,0.0,0.3478261,0.18181819,0.0
0.024549484,1.0,0.0,0.0,0.0,1.0,1.0,0.27272728,0.0
0.16938782,0.0,0.0,0.0,0.0,0.0,0.6956522,0.6363636,0.0
0.5597744,1.0,0.0,0.0,1.0,0.0,0.6086957,0.36363637,0.0
0.35316467,0.0,0.0,0.0,1.0,1.0,0.826087,1.0,0.0
0.98669815,0.0,1.0,0.0,0.0,0.0,0.17391305,0.18181819,0.0
0.35596085,0.0,0.0,0.0,1.0,0.0,0.86956525,1.0,0.0
0.6270256,0.0,0.0,0.0,1.0,1.0,0.6956522,0.5454545,0.0
0.57016563,0.0,0.0,0.0,1.0,0.0,0.17391305,0.36363637,0.0
0.34048843,0.0,1.0,0.0,1.0,0.0,0.5652174,1.0,0.0
0.39563942,0.0,1.0,0.0,1.0,0.0,0.826087,0.0,0.0
0.4442234,0.0,1.0,0.0,1.0,0.0,0.26086956,0.09090909,0.0
0.96009254,0.0,0.0,0.0,0.0,1.0,0.7826087,0.18181819,0.0
0.99297714,1.0,0.0,0.0,0.0,1.0,0.7826087,0.18181819,0.0
0.83392334,0.0,0.0,0.0,0.0,0.0,0.6956522,0.9090909,0.0
0.5211792,0.0,0.0,0.0,1.0,1.0,0.43478262,0.27272728,0.0
0.6807499,0.0,0.0,0.0,0.0,1.0,0.9130435,0.6363636,0.0
0.6140671,0.0,0.0,0.0,1.0,0.0,0.21739131,0.45454547,0.0
0.3695469,1.0,0.0,0.0,1.0,1.0,0.7826087,1.0,0.0
0.49954224,0.0,0.0,0.0,1.0,0.0,0.65217394,0.18181819,0.0
0.25097084,0.0,0.0,0.0,1.0,0.0,0.21739131,0.8181819,0.0
0.16579056,0.0,0.0,0.0,0.0,0.0,0.04347826,0.5454545,0.0
0.55480766,0.0,0.0,0.0,1.0,1.0,1.0,0.36363637,0.0
0.59933853,0.0,0.0,0.0,1.0,0.0,0.47826087,0.45454547,0.0
0.27323532,0.0,0.0,0.0,1.0,0.0,0.47826087,0.8181819,0.0
0.5832939,0.0,0.0,0.0,1.0,0.0,0.7826087,0.36363637,0.0
0.89146996,0.0,1.0,0.0,0.0,1.0,0.6956522,0.0,0.0
0.8552189,0.0,1.0,0.0,0.0,0.0,0.21739131,1.0,0.0
0.43914223,0.0,0.0,0.0,1.0,1.0,0.5652174,0.09090909,0.0
0.09459877,0.0,0.0,0.0,0.0,1.0,0.08695652,0.45454547,0.0
0.15009117,0.0,0.0,0.0,0.0,0.0,0.6086957,0.5454545,1.0
0.8346653,0.0,0.0,0.0,0.0,0.0,0.21739131,1.0,0.0
0.3517933,0.0,0.0,0.0,1.0,0.0,0.826087,1.0,0.0
0.6227455,0.0,0.0,0.0,1.0,0.0,0.5652174,0.45454547,0.0
0.786993,0.0,0.0,0.0,0.0,0.0,0.43478262,0.8181819,1.0
0.26769638,0.0,0.0,0.0,1.0,0.0,0.43478262,0.8181819,0.0
0.09631157,0.0,0.0,0.0,0.0,1.0,0.3478261,0.45454547,0.0
0.22162628,0.0,0.0,0.0,1.0,1.0,0.826087,0.72727275,0.0
0.4874401,0.0,0.0,0.0,1.0,0.0,0.826087,0.18181819,0.0
0.24069405,0.0,0.0,0.0,1.0,1.0,0.73913044,0.72727275,0.0
0.5992222,0.0,0.0,0.0,1.0,1.0,0.39130434,0.45454547,0.0
0.4207592,0.0,0.0,0.0,1.0,1.0,0.13043478,0.09090909,0.0
0.18971252,0.0,1.0,0.0,1.0,1.0,0.5217391,0.6363636,0.0
0.09842491,0.0,0.0,0.0,0.0,0.0,0.9130435,0.45454547,0.0
0.8812504,0.0,1.0,0.0,0.0,0.0,0.21739131,0.0,0.0
0.33135414,0.0,0.0,0.0,1.0,0.0,0.9130435,0.9090909,1.0
0.2671833,0.0,0.0,0.0,1.0,0.0,0.04347826,0.8181819,0.0
0.19787788,0.0,0.0,0.0,1.0,0.0,0.47826087,0.6363636,0.0
0.563427,0.0,0.0,0.0,1.0,0.0,0.26086956,0.36363637,0.0
0.8435707,0.0,1.0,0.0,0.0,0.0,0.73913044,1.0,0.0
0.9683132,0.0,0.0,0.0,0.0,1.0,0.7826087,0.18181819,0.0
0.9451351,1.0,0.0,0.0,0.0,1.0,0.86956525,0.09090909,0.0
0.5069065,0.0,0.0,0.0,1.0,1.0,0.0,0.27272728,0.0
0.714489,0.0,1.0,0.0,0.0,0.0,0.5217391,0.72727275,0.0
0.813427,0.0,0.0,0.0,0.0,1.0,0.73913044,0.9090909,0.0
0.7262497,0.0,1.0,0.0,0.0,0.0,0.08695652,0.72727275,0.0
0.021522522,0.0,0.0,0.0,0.0,0.0,0.7826087,0.27272728,0.0
0.19759178,0.0,0.0,0.0,1.0,0.0,0.26086956,0.6363636,0.0
0.9813881,0.0,1.0,0.0,0.0,0.0,0.30434784,0.18181819,0.0
0.047157288,0.0,0.0,0.0,0.0,1.0,0.47826087,0.36363637,0.0
0.04024887,0.0,0.0,0.0,0.0,0.0,0.43478262,0.27272728,0.0
0.229105,0.0,0.0,0.0,1.0,1.0,0.26086956,0.72727275,0.0
0.15163231,0.0,0.0,0.0,0.0,0.0,0.73913044,0.5454545,0.0
0.89460945,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.35110664,0.0,0.0,0.0,1.0,1.0,0.30434784,1.0,0.0
0.4756794,0.0,0.0,0.0,1.0,0.0,0.21739131,0.18181819,0.0
0.99354935,0.0,0.0,0.0,0.0,1.0,0.17391305,0.18181819,0.0
0.47350883,0.0,0.0,0.0,1.0,0.0,0.65217394,0.18181819,0.0
0.19656372,0.0,0.0,0.0,1.0,1.0,0.5217391,0.6363636,0.0
0.5532665,0.0,0.0,0.0,1.0,0.0,0.86956525,0.36363637,0.0
0.011932373,0.0,0.0,0.0,0.0,0.0,0.7826087,0.27272728,0.0
0.13347816,0.0,0.0,0.0,0.0,1.0,0.47826087,0.5454545,0.0
0.42914963,0.0,0.0,0.0,1.0,0.0,0.26086956,0.09090909,0.0
0.17509842,0.0,0.0,0.0,0.0,0.0,0.86956525,0.6363636,0.0
0.7742634,0.0,0.0,0.0,0.0,0.0,0.13043478,0.8181819,0.0
0.5043392,0.0,0.0,0.0,1.0,0.0,0.13043478,0.27272728,0.0
0.22322464,0.0,0.0,0.0,1.0,0.0,1.0,0.72727275,0.0
0.67087173,0.0,0.0,0.0,0.0,0.0,0.6956522,0.6363636,0.0
0.6214886,0.0,0.0,0.0,1.0,0.0,0.65217394,0.45454547,0.0
0.6824627,0.0,0.0,0.0,0.0,0.0,0.13043478,0.6363636,0.0
0.3101158,0.0,0.0,0.0,1.0,1.0,0.39130434,0.9090909,0.0
0.11046982,0.0,0.0,0.0,0.0,1.0,0.6956522,0.45454547,0.0
0.93719864,0.0,0.0,0.0,0.0,0.0,0.04347826,0.09090909,0.0
0.2680397,0.0,0.0,0.0,1.0,1.0,0.6956522,0.8181819,0.0
0.83911896,0.0,0.0,0.0,0.0,0.0,0.47826087,1.0,0.0
0.4676857,0.0,1.0,0.0,1.0,1.0,0.39130434,0.18181819,0.0
0.35247803,0.0,0.0,0.0,1.0,1.0,0.30434784,1.0,0.0
0.8051491,1.0,0.0,0.0,0.0,1.0,0.6956522,0.9090909,0.0
0.46414757,0.0,0.0,0.0,1.0,0.0,0.826087,0.18181819,0.0
0.026376724,0.0,0.0,0.0,0.0,1.0,0.30434784,0.27272728,0.0
0.60830116,0.0,0.0,0.0,1.0,0.0,0.0,0.45454547,0.0
0.04304695,0.0,0.0,0.0,0.0,0.0,0.47826087,0.36363637,0.0
0.27340698,0.0,0.0,0.0,1.0,1.0,0.6086957,0.8181819,0.0
0.6353035,0.0,0.0,0.0,0.0,0.0,0.73913044,0.5454545,0.0
0.77763176,0.0,0.0,0.0,0.0,0.0,0.6086957,0.8181819,0.0
0.7277355,0.0,0.0,0.0,0.0,0.0,0.17391305,0.72727275,0.0
0.5283737,0.0,0.0,0.0,1.0,0.0,0.6956522,0.27272728,0.0
0.23578453,0.0,0.0,0.0,1.0,0.0,0.13043478,0.72727275,0.0
0.05994606,0.0,0.0,0.0,0.0,0.0,0.826087,0.36363637,0.0
0.7915611,0.0,0.0,0.0,0.0,0.0,0.7826087,0.8181819,0.0
0.36058426,0.0,0.0,0.0,1.0,0.0,0.21739131,1.0,0.0
0.9943466,1.0,0.0,0.0,0.0,1.0,0.7826087,0.18181819,0.0
0.97585106,0.0,1.0,0.0,0.0,0.0,0.26086956,0.18181819,0.0
0.6309662,1.0,0.0,0.0,0.0,1.0,0.5652174,0.5454545,0.0
0.47408104,0.0,0.0,0.0,1.0,1.0,0.04347826,0.18181819,0.0
