UNIX_TS,CWE,DWE,FRE,HPE,WOE,CDE,EBE,FGE,HTE,TVE,Hour,Weekday,Month,Season
1333475800.0,0.0,0.0,108.0,38.0,0.0,0.0,0.0,79.0,5.0,39.0,9,1,4,1
1333479400.0,0.0,0.0,115.0,39.0,0.0,0.0,0.0,7.0,5.0,40.0,10,1,4,1
1333483100.0,0.0,0.0,115.0,38.0,1.0,0.0,0.0,7.0,5.0,39.0,11,1,4,1
1333486700.0,0.0,0.0,115.0,39.0,1.0,0.0,0.0,142.0,5.0,40.0,12,1,4,1
1333490300.0,0.0,0.0,116.0,38.0,1.0,0.0,0.0,7.0,5.0,39.0,13,1,4,1
1333493900.0,0.0,0.0,116.0,38.0,1.0,0.0,0.0,81.0,5.0,40.0,14,1,4,1
1333497500.0,0.0,0.0,106.0,38.0,3563.0,0.0,0.0,9.0,59.0,49.0,15,1,4,1
1333501000.0,0.0,0.0,107.0,37.0,44.0,0.0,0.0,9.0,5.0,50.0,16,1,4,1
1333504600.0,0.0,0.0,105.0,37.0,1.0,0.0,0.0,78.0,5.0,39.0,17,1,4,1
1333508200.0,0.0,0.0,115.0,929.0,1.0,0.0,0.0,144.0,6.0,39.0,18,1,4,1
1333511800.0,0.0,0.0,114.0,39.0,1.0,0.0,0.0,7.0,5.0,39.0,19,1,4,1
1333515500.0,0.0,0.0,114.0,38.0,1.0,0.0,0.0,6.0,4.0,39.0,20,1,4,1
1333519100.0,0.0,0.0,115.0,39.0,1.0,0.0,0.0,7.0,5.0,395.0,21,1,4,1
1333522700.0,0.0,0.0,115.0,39.0,1.0,0.0,0.0,7.0,5.0,39.0,22,1,4,1
1333526300.0,0.0,0.0,115.0,42.0,1.0,0.0,0.0,146.0,5.0,39.0,23,1,4,1
1333529900.0,0.0,0.0,115.0,38.0,1.0,0.0,0.0,7.0,5.0,39.0,0,2,4,1
1333533400.0,0.0,0.0,115.0,37.0,1.0,0.0,0.0,148.0,5.0,39.0,1,2,4,1
1333537000.0,0.0,0.0,115.0,41.0,1.0,0.0,0.0,143.0,5.0,39.0,2,2,4,1
1333540700.0,0.0,0.0,115.0,43.0,1.0,0.0,0.0,7.0,5.0,39.0,3,2,4,1
1333544300.0,0.0,0.0,115.0,43.0,1.0,0.0,0.0,142.0,5.0,40.0,4,2,4,1
1333547900.0,0.0,0.0,115.0,37.0,1.0,0.0,0.0,7.0,51.0,40.0,5,2,4,1
1333551500.0,0.0,0.0,115.0,38.0,1.0,0.0,0.0,7.0,5.0,39.0,6,2,4,1
1333555100.0,0.0,0.0,115.0,38.0,1.0,0.0,0.0,7.0,5.0,40.0,7,2,4,1
1333558700.0,0.0,0.0,115.0,38.0,1.0,0.0,0.0,7.0,5.0,39.0,8,2,4,1
1333562200.0,0.0,0.0,115.0,41.0,1.0,0.0,0.0,8.0,5.0,40.0,9,2,4,1
1333565800.0,861.0,0.0,107.0,38.0,1.0,0.0,0.0,84.0,5.0,39.0,10,2,4,1
1333569500.0,93.0,0.0,115.0,38.0,0.0,0.0,0.0,145.0,5.0,39.0,11,2,4,1
1333573100.0,0.0,0.0,114.0,38.0,1.0,0.0,0.0,7.0,5.0,39.0,12,2,4,1
1333576700.0,0.0,0.0,105.0,38.0,1.0,0.0,0.0,7.0,5.0,39.0,13,2,4,1
1333580300.0,0.0,0.0,115.0,38.0,1.0,0.0,0.0,143.0,5.0,39.0,14,2,4,1
1333583900.0,36.0,0.0,115.0,38.0,1.0,5.0,0.0,7.0,51.0,39.0,15,2,4,1
1333587500.0,99.0,0.0,106.0,38.0,1.0,4612.0,0.0,203.0,5.0,40.0,16,2,4,1
1333591000.0,92.0,0.0,106.0,38.0,1.0,0.0,0.0,7.0,5.0,39.0,17,2,4,1
1333594600.0,0.0,0.0,374.0,41.0,2650.0,0.0,0.0,7.0,50.0,40.0,18,2,4,1
1333598300.0,0.0,0.0,114.0,41.0,1.0,0.0,0.0,141.0,5.0,39.0,19,2,4,1
1333601900.0,0.0,0.0,115.0,38.0,1.0,9.0,0.0,7.0,6.0,40.0,20,2,4,1
1333605500.0,0.0,0.0,108.0,38.0,0.0,4592.0,0.0,146.0,5.0,386.0,21,2,4,1
1333609100.0,0.0,0.0,107.0,38.0,1.0,0.0,0.0,891.0,5.0,39.0,22,2,4,1
1333612700.0,0.0,0.0,115.0,999.0,0.0,0.0,0.0,369.0,5.0,40.0,23,2,4,1
1333616300.0,0.0,0.0,115.0,38.0,1.0,0.0,0.0,145.0,5.0,39.0,0,3,4,1
1333619800.0,0.0,0.0,115.0,41.0,1.0,0.0,0.0,7.0,5.0,39.0,1,3,4,1
1333623400.0,0.0,0.0,116.0,38.0,1.0,0.0,0.0,7.0,5.0,39.0,2,3,4,1
1333627100.0,0.0,0.0,115.0,41.0,0.0,0.0,0.0,151.0,5.0,39.0,3,3,4,1
1333630700.0,0.0,0.0,115.0,38.0,1.0,0.0,0.0,458.0,5.0,39.0,4,3,4,1
1333634300.0,0.0,0.0,116.0,38.0,1.0,0.0,0.0,144.0,5.0,40.0,5,3,4,1
1333637900.0,0.0,0.0,115.0,4.0,1.0,0.0,0.0,7.0,5.0,40.0,6,3,4,1
1333641500.0,0.0,0.0,115.0,38.0,1.0,0.0,0.0,7.0,5.0,39.0,7,3,4,1
1333645000.0,0.0,0.0,114.0,39.0,1.0,0.0,0.0,7.0,53.0,61.0,8,3,4,1
1333648600.0,0.0,0.0,115.0,39.0,1.0,0.0,0.0,7.0,5.0,39.0,9,3,4,1
1333652200.0,0.0,0.0,115.0,38.0,1.0,0.0,0.0,145.0,5.0,419.0,10,3,4,1
1333655900.0,0.0,0.0,108.0,38.0,1.0,0.0,0.0,7.0,5.0,50.0,11,3,4,1
1333659500.0,0.0,0.0,107.0,38.0,0.0,0.0,0.0,7.0,5.0,40.0,12,3,4,1
1333663100.0,0.0,0.0,115.0,41.0,1.0,0.0,0.0,7.0,5.0,40.0,13,3,4,1
1333666700.0,0.0,0.0,108.0,38.0,1.0,0.0,0.0,124.0,53.0,40.0,14,3,4,1
1333670300.0,0.0,0.0,115.0,38.0,1.0,0.0,0.0,81.0,5.0,39.0,15,3,4,1
1333673900.0,0.0,0.0,108.0,39.0,1.0,0.0,0.0,7.0,5.0,39.0,16,3,4,1
1333677400.0,0.0,774.0,108.0,38.0,0.0,0.0,0.0,9.0,6.0,39.0,17,3,4,1
1333681000.0,79.0,778.0,108.0,38.0,1.0,0.0,0.0,6.0,6.0,39.0,18,3,4,1
1333684700.0,97.0,764.0,107.0,37.0,1.0,0.0,0.0,141.0,5.0,39.0,19,3,4,1
1333688300.0,0.0,0.0,115.0,41.0,1.0,4967.0,0.0,8.0,5.0,388.0,20,3,4,1
1333691900.0,0.0,0.0,115.0,989.0,1.0,6.0,0.0,7.0,5.0,384.0,21,3,4,1
1333695500.0,0.0,0.0,115.0,39.0,1.0,4672.0,0.0,7.0,5.0,39.0,22,3,4,1
1333699100.0,0.0,0.0,115.0,39.0,1.0,0.0,0.0,7.0,5.0,40.0,23,3,4,1
1333702700.0,0.0,0.0,115.0,38.0,1.0,0.0,0.0,7.0,5.0,40.0,0,4,4,1
1333706200.0,0.0,0.0,116.0,38.0,1.0,0.0,0.0,924.0,5.0,39.0,1,4,4,1
1333709800.0,0.0,0.0,116.0,38.0,1.0,0.0,0.0,7.0,5.0,40.0,2,4,4,1
1333713500.0,0.0,0.0,115.0,41.0,1.0,0.0,0.0,7.0,5.0,39.0,3,4,4,1
1333717100.0,0.0,0.0,116.0,39.0,0.0,0.0,0.0,149.0,5.0,40.0,4,4,4,1
1333720700.0,0.0,0.0,115.0,39.0,0.0,0.0,0.0,7.0,5.0,39.0,5,4,4,1
1333724300.0,0.0,0.0,115.0,41.0,0.0,0.0,0.0,7.0,5.0,39.0,6,4,4,1
1333727900.0,0.0,0.0,115.0,38.0,1.0,0.0,0.0,7.0,53.0,39.0,7,4,4,1
1333731500.0,0.0,0.0,116.0,38.0,1.0,0.0,0.0,7.0,53.0,40.0,8,4,4,1
1333735000.0,0.0,0.0,108.0,39.0,0.0,0.0,0.0,880.0,5.0,39.0,9,4,4,1
1333738600.0,0.0,0.0,108.0,38.0,1.0,0.0,0.0,7.0,5.0,39.0,10,4,4,1
1333742300.0,0.0,0.0,108.0,38.0,0.0,0.0,0.0,7.0,64.0,39.0,11,4,4,1
1333745900.0,0.0,0.0,115.0,39.0,1.0,0.0,0.0,7.0,5.0,39.0,12,4,4,1
1333749500.0,0.0,0.0,107.0,38.0,1.0,0.0,0.0,7.0,5.0,355.0,13,4,4,1
1333753100.0,0.0,0.0,108.0,38.0,0.0,0.0,0.0,7.0,5.0,50.0,14,4,4,1
1333756700.0,0.0,0.0,108.0,38.0,1.0,0.0,0.0,147.0,53.0,39.0,15,4,4,1
1333760300.0,0.0,0.0,107.0,37.0,1.0,0.0,0.0,87.0,5.0,39.0,16,4,4,1
1333763800.0,96.0,0.0,378.0,39.0,1.0,0.0,0.0,142.0,55.0,39.0,17,4,4,1
1333767400.0,99.0,0.0,107.0,38.0,1.0,0.0,0.0,75.0,5.0,41.0,18,4,4,1
1333771100.0,0.0,0.0,114.0,42.0,1.0,0.0,0.0,146.0,5.0,391.0,19,4,4,1
1333774700.0,0.0,0.0,108.0,38.0,0.0,0.0,0.0,7.0,5.0,395.0,20,4,4,1
1333778300.0,0.0,0.0,116.0,39.0,1.0,0.0,0.0,8.0,5.0,399.0,21,4,4,1
1333781900.0,0.0,0.0,115.0,38.0,1.0,5.0,0.0,143.0,5.0,39.0,22,4,4,1
1333785500.0,0.0,0.0,116.0,38.0,1.0,0.0,0.0,7.0,5.0,39.0,23,4,4,1
1333789000.0,0.0,0.0,116.0,42.0,1.0,0.0,0.0,7.0,5.0,39.0,0,5,4,1
1333792600.0,0.0,0.0,116.0,983.0,1.0,0.0,0.0,143.0,5.0,39.0,1,5,4,1
1333796200.0,0.0,0.0,115.0,41.0,1.0,0.0,0.0,7.0,5.0,39.0,2,5,4,1
1333799800.0,0.0,0.0,116.0,38.0,1.0,0.0,0.0,7.0,5.0,39.0,3,5,4,1
1333803500.0,0.0,0.0,115.0,39.0,0.0,0.0,0.0,141.0,5.0,39.0,4,5,4,1
1333807100.0,0.0,0.0,115.0,39.0,1.0,0.0,0.0,7.0,5.0,39.0,5,5,4,1
1333810700.0,0.0,0.0,115.0,39.0,1.0,0.0,0.0,7.0,5.0,39.0,6,5,4,1
1333814300.0,0.0,0.0,115.0,38.0,1.0,0.0,0.0,79.0,6.0,39.0,7,5,4,1
1333817900.0,0.0,0.0,115.0,38.0,0.0,0.0,0.0,7.0,5.0,38.0,8,5,4,1
1333821400.0,0.0,0.0,108.0,38.0,0.0,0.0,0.0,146.0,5.0,49.0,9,5,4,1
1333825000.0,0.0,0.0,115.0,42.0,1.0,0.0,0.0,7.0,5.0,39.0,10,5,4,1
1333828700.0,0.0,0.0,108.0,38.0,1.0,0.0,0.0,7.0,5.0,39.0,11,5,4,1
1333832300.0,0.0,0.0,108.0,38.0,1.0,0.0,0.0,144.0,5.0,39.0,12,5,4,1
1333835900.0,0.0,0.0,108.0,38.0,0.0,0.0,0.0,7.0,5.0,39.0,13,5,4,1
1333839500.0,0.0,0.0,109.0,39.0,0.0,0.0,0.0,7.0,5.0,39.0,14,5,4,1
1333843100.0,0.0,0.0,108.0,38.0,0.0,0.0,0.0,81.0,5.0,418.0,15,5,4,1
1333846700.0,0.0,0.0,108.0,38.0,0.0,0.0,0.0,7.0,5.0,49.0,16,5,4,1
1333850200.0,0.0,0.0,109.0,38.0,1.0,0.0,0.0,143.0,5.0,38.0,17,5,4,1
1333853800.0,0.0,0.0,108.0,38.0,0.0,0.0,0.0,7.0,5.0,38.0,18,5,4,1
1333857500.0,0.0,0.0,108.0,37.0,1.0,0.0,0.0,6.0,43.0,384.0,19,5,4,1
1333861100.0,0.0,0.0,108.0,38.0,1.0,0.0,0.0,145.0,4.0,390.0,20,5,4,1
1333864700.0,0.0,0.0,116.0,38.0,1.0,0.0,0.0,7.0,63.0,388.0,21,5,4,1
1333868300.0,0.0,0.0,117.0,38.0,1.0,0.0,0.0,7.0,5.0,50.0,22,5,4,1
1333871900.0,0.0,0.0,117.0,38.0,1.0,0.0,0.0,7.0,5.0,41.0,23,5,4,1
1333875500.0,0.0,0.0,119.0,38.0,1.0,0.0,0.0,143.0,5.0,39.0,0,6,4,1
1333879000.0,0.0,0.0,118.0,42.0,1.0,0.0,0.0,7.0,5.0,39.0,1,6,4,1
1333882600.0,0.0,0.0,117.0,41.0,1.0,0.0,0.0,7.0,5.0,39.0,2,6,4,1
1333886300.0,0.0,0.0,118.0,41.0,1.0,0.0,0.0,7.0,5.0,40.0,3,6,4,1
1333889900.0,0.0,0.0,119.0,38.0,1.0,0.0,0.0,146.0,5.0,39.0,4,6,4,1
1333893500.0,0.0,0.0,119.0,41.0,0.0,0.0,0.0,7.0,5.0,39.0,5,6,4,1
1333897100.0,0.0,0.0,117.0,38.0,1.0,0.0,0.0,7.0,5.0,39.0,6,6,4,1
1333900700.0,0.0,0.0,118.0,39.0,0.0,0.0,0.0,144.0,5.0,39.0,7,6,4,1
1333904300.0,0.0,0.0,118.0,39.0,0.0,0.0,0.0,7.0,5.0,39.0,8,6,4,1
1333907800.0,0.0,0.0,108.0,38.0,0.0,0.0,0.0,7.0,58.0,39.0,9,6,4,1
1333911400.0,0.0,0.0,108.0,37.0,1.0,0.0,0.0,7.0,5.0,39.0,10,6,4,1
1333915100.0,0.0,0.0,108.0,38.0,1.0,0.0,0.0,435.0,5.0,40.0,11,6,4,1
1333918700.0,0.0,0.0,108.0,37.0,0.0,0.0,0.0,7.0,5.0,39.0,12,6,4,1
1333922300.0,0.0,0.0,108.0,38.0,0.0,0.0,0.0,148.0,5.0,40.0,13,6,4,1
1333925900.0,0.0,0.0,108.0,38.0,1.0,0.0,0.0,7.0,5.0,39.0,14,6,4,1
1333929500.0,0.0,0.0,108.0,38.0,1.0,0.0,0.0,7.0,5.0,39.0,15,6,4,1
1333933000.0,0.0,0.0,108.0,38.0,1.0,0.0,0.0,72.0,5.0,39.0,16,6,4,1
1333936600.0,0.0,0.0,108.0,38.0,1.0,0.0,0.0,7.0,5.0,40.0,17,6,4,1
1333940200.0,0.0,0.0,108.0,38.0,0.0,0.0,0.0,147.0,5.0,39.0,18,6,4,1
1333943900.0,0.0,758.0,108.0,38.0,1.0,0.0,0.0,7.0,52.0,39.0,19,6,4,1
1333947500.0,0.0,760.0,108.0,37.0,1.0,0.0,0.0,144.0,5.0,40.0,20,6,4,1
1333951100.0,0.0,749.0,108.0,38.0,1.0,0.0,0.0,7.0,5.0,408.0,21,6,4,1
1333954700.0,0.0,3.0,119.0,41.0,1.0,0.0,0.0,7.0,5.0,89.0,22,6,4,1
1333958300.0,0.0,776.0,109.0,38.0,0.0,0.0,0.0,9.0,6.0,49.0,23,6,4,1
1333961900.0,0.0,3.0,128.0,42.0,0.0,0.0,0.0,146.0,5.0,39.0,0,0,4,1
1333965400.0,0.0,0.0,120.0,39.0,1.0,0.0,0.0,7.0,5.0,39.0,1,0,4,1
1333969000.0,0.0,0.0,119.0,39.0,0.0,0.0,0.0,7.0,5.0,39.0,2,0,4,1
1333972700.0,0.0,0.0,118.0,39.0,1.0,0.0,0.0,147.0,5.0,39.0,3,0,4,1
1333976300.0,0.0,0.0,119.0,38.0,1.0,0.0,0.0,753.0,5.0,39.0,4,0,4,1
1333979900.0,0.0,0.0,119.0,42.0,1.0,0.0,0.0,7.0,5.0,39.0,5,0,4,1
1333983500.0,0.0,0.0,118.0,38.0,1.0,0.0,0.0,141.0,5.0,39.0,6,0,4,1
1333987100.0,0.0,0.0,119.0,38.0,1.0,0.0,0.0,7.0,5.0,39.0,7,0,4,1
1333990700.0,0.0,0.0,119.0,38.0,1.0,0.0,0.0,7.0,5.0,38.0,8,0,4,1
1333994200.0,0.0,0.0,110.0,38.0,0.0,0.0,0.0,7.0,5.0,39.0,9,0,4,1
1333997800.0,0.0,0.0,111.0,37.0,1.0,0.0,0.0,142.0,5.0,39.0,10,0,4,1
1334001500.0,0.0,0.0,110.0,38.0,0.0,0.0,0.0,7.0,5.0,38.0,11,0,4,1
1334005100.0,0.0,0.0,110.0,38.0,1.0,0.0,0.0,143.0,5.0,38.0,12,0,4,1
1334008700.0,0.0,0.0,110.0,37.0,1.0,0.0,0.0,7.0,5.0,389.0,13,0,4,1
1334012300.0,0.0,0.0,110.0,38.0,1.0,0.0,0.0,7.0,5.0,427.0,14,0,4,1
1334015900.0,0.0,0.0,111.0,38.0,1.0,0.0,0.0,81.0,53.0,49.0,15,0,4,1
1334019500.0,0.0,0.0,111.0,38.0,89.0,0.0,0.0,7.0,5.0,39.0,16,0,4,1
1334023000.0,0.0,0.0,111.0,38.0,44.0,0.0,0.0,7.0,54.0,39.0,17,0,4,1
1334026600.0,0.0,0.0,111.0,38.0,1.0,0.0,0.0,7.0,51.0,39.0,18,0,4,1
1334030300.0,0.0,0.0,111.0,38.0,0.0,0.0,0.0,7.0,52.0,39.0,19,0,4,1
1334033900.0,0.0,0.0,111.0,38.0,1.0,0.0,0.0,40.0,5.0,38.0,20,0,4,1
1334037500.0,0.0,0.0,111.0,38.0,0.0,0.0,0.0,7.0,5.0,345.0,21,0,4,1
1334041100.0,0.0,0.0,111.0,39.0,1.0,0.0,0.0,148.0,5.0,49.0,22,0,4,1
1334044700.0,0.0,0.0,111.0,38.0,0.0,0.0,0.0,7.0,5.0,39.0,23,0,4,1
1334048300.0,0.0,0.0,112.0,39.0,1.0,0.0,0.0,146.0,5.0,39.0,0,1,4,1
1334051800.0,0.0,0.0,111.0,39.0,1.0,0.0,0.0,7.0,5.0,39.0,1,1,4,1
1334055400.0,0.0,0.0,111.0,38.0,1.0,0.0,0.0,7.0,5.0,39.0,2,1,4,1
1334059100.0,0.0,0.0,112.0,39.0,1.0,0.0,0.0,7.0,5.0,38.0,3,1,4,1
1334062700.0,0.0,0.0,112.0,38.0,0.0,0.0,0.0,7.0,5.0,39.0,4,1,4,1
1334066300.0,0.0,0.0,122.0,38.0,1.0,0.0,0.0,7.0,5.0,39.0,5,1,4,1
1334069900.0,0.0,0.0,120.0,41.0,1.0,0.0,0.0,8.0,5.0,38.0,6,1,4,1
1334073500.0,0.0,0.0,111.0,38.0,0.0,0.0,0.0,7.0,59.0,39.0,7,1,4,1
1334077000.0,0.0,0.0,122.0,38.0,1.0,0.0,0.0,7.0,5.0,39.0,8,1,4,1
1334080600.0,0.0,0.0,111.0,39.0,1.0,0.0,0.0,7.0,5.0,39.0,9,1,4,1
1334084200.0,0.0,0.0,111.0,38.0,1.0,0.0,0.0,80.0,5.0,39.0,10,1,4,1
1334087800.0,0.0,0.0,111.0,38.0,1.0,0.0,0.0,143.0,5.0,39.0,11,1,4,1
1334091500.0,0.0,0.0,111.0,38.0,1.0,0.0,0.0,7.0,5.0,39.0,12,1,4,1
1334095100.0,0.0,0.0,111.0,38.0,1.0,0.0,0.0,206.0,5.0,39.0,13,1,4,1
1334098700.0,0.0,0.0,111.0,38.0,0.0,0.0,0.0,7.0,5.0,39.0,14,1,4,1
1334102300.0,0.0,0.0,111.0,38.0,0.0,0.0,0.0,7.0,5.0,39.0,15,1,4,1
1334105900.0,0.0,0.0,111.0,37.0,1.0,0.0,0.0,7.0,54.0,62.0,16,1,4,1
1334109400.0,0.0,0.0,111.0,38.0,1.0,0.0,0.0,7.0,58.0,82.0,17,1,4,1
1334113000.0,0.0,0.0,111.0,38.0,1.0,0.0,0.0,7.0,59.0,39.0,18,1,4,1
1334116700.0,0.0,0.0,111.0,37.0,1.0,0.0,0.0,7.0,52.0,39.0,19,1,4,1
1334120300.0,0.0,0.0,111.0,38.0,1.0,0.0,0.0,7.0,5.0,408.0,20,1,4,1
1334123900.0,0.0,0.0,112.0,38.0,1.0,0.0,0.0,144.0,5.0,435.0,21,1,4,1
1334127500.0,0.0,0.0,111.0,38.0,0.0,0.0,0.0,7.0,5.0,49.0,22,1,4,1
1334131100.0,0.0,0.0,111.0,38.0,0.0,0.0,0.0,142.0,5.0,50.0,23,1,4,1
1334134700.0,0.0,0.0,112.0,38.0,1.0,0.0,0.0,148.0,5.0,40.0,0,2,4,1
1334138200.0,0.0,0.0,112.0,38.0,1.0,0.0,0.0,7.0,5.0,39.0,1,2,4,1
1334141800.0,0.0,0.0,112.0,39.0,1.0,0.0,0.0,149.0,5.0,40.0,2,2,4,1
1334145500.0,0.0,0.0,122.0,39.0,0.0,0.0,0.0,7.0,5.0,40.0,3,2,4,1
1334149100.0,0.0,0.0,122.0,38.0,1.0,0.0,0.0,143.0,5.0,40.0,4,2,4,1
1334152700.0,0.0,0.0,122.0,41.0,1.0,0.0,0.0,7.0,6.0,39.0,5,2,4,1
1334156300.0,0.0,0.0,121.0,38.0,0.0,0.0,0.0,7.0,5.0,39.0,6,2,4,1
1334159900.0,0.0,0.0,122.0,38.0,0.0,0.0,0.0,79.0,5.0,39.0,7,2,4,1
1334163500.0,0.0,0.0,112.0,39.0,0.0,0.0,0.0,7.0,61.0,39.0,8,2,4,1
1334167000.0,0.0,0.0,111.0,38.0,1.0,0.0,0.0,144.0,5.0,39.0,9,2,4,1
1334170600.0,0.0,0.0,122.0,38.0,1.0,0.0,0.0,7.0,5.0,39.0,10,2,4,1
