UNIX_TS,FRE,HPE,HTE,Weekday,Month,Season,WOE
0.030771255,1.0,0.0,1.0,0.0,0.27272728,0.33333334,0.0
0.48952293,1.0,0.0,1.0,1.0,0.18181819,0.0,1.0
0.36513138,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0.3540535,1.0,0.0,1.0,0.8333334,1.0,1.0,1.0
0.70360184,1.0,0.0,1.0,0.16666667,0.6363636,0.6666667,1.0
0.6763706,1.0,0.0,1.0,0.33333334,0.6363636,0.6666667,0.0
0.36769867,1.0,0.0,1.0,0.16666667,1.0,1.0,1.0
0.82930756,1.0,0.0,1.0,0.33333334,0.9090909,0.6666667,0.0
0.13192749,1.0,0.0,1.0,0.6666667,0.5454545,0.33333334,1.0
0.4127407,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0.32357216,1.0,0.0,1.0,0.6666667,0.9090909,0.6666667,0.0
0.7936287,1.0,1.0,1.0,0.6666667,0.9090909,0.6666667,0.0
0.648798,1.0,0.0,1.0,0.5,0.5454545,0.33333334,0.0
0.19729233,1.0,0.0,1.0,0.5,0.6363636,0.6666667,1.0
0.29730988,1.0,0.0,1.0,1.0,0.9090909,0.6666667,1.0
0.32585526,1.0,0.0,1.0,0.8333334,0.9090909,0.6666667,1.0
0.9126549,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.63013077,1.0,0.0,1.0,0.5,0.5454545,0.33333334,1.0
0.3671856,1.0,0.0,1.0,0.16666667,1.0,1.0,1.0
0.31363678,1.0,0.0,1.0,0.5,0.9090909,0.6666667,1.0
0.23765564,1.0,0.0,1.0,0.6666667,0.72727275,0.6666667,1.0
0.10081673,1.0,0.0,1.0,0.33333334,0.45454547,0.33333334,1.0
0.8267975,1.0,0.0,1.0,0.0,0.9090909,0.6666667,1.0
0.6546211,1.0,0.0,1.0,0.0,0.5454545,0.33333334,1.0
0.8013916,1.0,0.0,1.0,0.33333334,0.9090909,0.6666667,1.0
0.8005352,1.0,0.0,1.0,0.33333334,0.9090909,0.6666667,0.0
0.026601791,1.0,0.0,1.0,0.6666667,0.27272728,0.33333334,1.0
0.6494255,1.0,0.0,1.0,0.6666667,0.5454545,0.33333334,0.0
0.06838989,1.0,0.0,1.0,1.0,0.36363637,0.33333334,1.0
0.24033546,1.0,0.0,1.0,1.0,0.72727275,0.6666667,1.0
0.41827774,1.0,1.0,1.0,0.5,0.0,0.0,1.0
0.41770744,1.0,0.0,1.0,0.33333334,0.0,0.0,0.0
0.9777336,1.0,0.0,1.0,0.8333334,0.18181819,0.0,1.0
0.82868004,1.0,0.0,1.0,0.16666667,0.9090909,0.6666667,0.0
0.5916538,1.0,0.0,1.0,0.5,0.45454547,0.33333334,1.0
0.48501396,1.0,0.0,1.0,0.5,0.18181819,0.0,0.0
0.1445446,1.0,0.0,1.0,1.0,0.5454545,0.33333334,1.0
0.7876911,1.0,0.0,1.0,1.0,0.8181819,0.6666667,0.0
0.30381775,1.0,0.0,1.0,0.5,0.9090909,0.6666667,1.0
0.22857857,1.0,0.0,1.0,0.6666667,0.72727275,0.6666667,0.0
0.57452583,1.0,0.0,1.0,0.8333334,0.36363637,0.33333334,1.0
0.7639427,1.0,0.0,1.0,0.5,0.8181819,0.6666667,0.0
0.39002037,1.0,0.0,1.0,0.5,0.0,0.0,1.0
0.11531639,1.0,0.0,0.0,1.0,0.45454547,0.33333334,1.0
0.54541206,1.0,0.0,1.0,0.8333334,0.36363637,0.33333334,1.0
0.99132156,1.0,0.0,1.0,0.16666667,0.18181819,0.0,0.0
0.96780014,1.0,0.0,1.0,0.8333334,0.18181819,0.0,1.0
0.54792404,1.0,0.0,1.0,1.0,0.36363637,0.33333334,0.0
0.90854645,1.0,0.0,1.0,0.6666667,0.0,0.0,1.0
0.23474312,1.0,0.0,1.0,0.33333334,0.72727275,0.6666667,1.0
0.7533245,1.0,0.0,1.0,0.33333334,0.8181819,0.6666667,1.0
0.11108971,1.0,0.0,1.0,0.5,0.45454547,0.33333334,1.0
0.82696724,1.0,0.0,1.0,0.0,0.9090909,0.6666667,0.0
0.41884804,1.0,0.0,1.0,0.5,0.0,0.0,1.0
0.14677238,1.0,0.0,1.0,0.16666667,0.5454545,0.33333334,1.0
0.82759476,1.0,0.0,1.0,0.16666667,0.9090909,0.6666667,0.0
0.7473316,1.0,0.0,1.0,0.8333334,0.72727275,0.6666667,0.0
0.63092995,1.0,0.0,1.0,0.6666667,0.5454545,0.33333334,1.0
0.9631195,1.0,0.0,1.0,0.16666667,0.18181819,0.0,0.0
0.38682365,1.0,0.0,1.0,0.16666667,0.0,0.0,0.0
0.38185692,1.0,0.0,1.0,0.6666667,0.0,0.0,1.0
0.9344616,1.0,0.0,1.0,0.33333334,0.09090909,0.0,1.0
0.25438118,1.0,0.0,1.0,0.33333334,0.8181819,0.6666667,1.0
0.881258,1.0,0.0,1.0,0.8333334,0.0,0.0,0.0
0.1874752,1.0,0.0,1.0,0.33333334,0.6363636,0.6666667,1.0
0.8914757,1.0,0.0,1.0,0.8333334,0.0,0.0,0.0
0.37369156,1.0,0.0,1.0,0.8333334,1.0,1.0,1.0
0.36684227,1.0,0.0,1.0,0.0,1.0,1.0,1.0
0.5595112,1.0,0.0,1.0,0.16666667,0.36363637,0.33333334,0.0
0.34560585,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0.5370197,1.0,0.0,1.0,0.8333334,0.27272728,0.33333334,0.0
0.3045044,1.0,0.0,1.0,0.6666667,0.9090909,0.6666667,1.0
0.9102001,1.0,0.0,1.0,0.8333334,0.0,0.0,1.0
0.14003563,1.0,0.0,1.0,0.5,0.5454545,0.33333334,1.0
0.07067299,1.0,0.0,1.0,0.16666667,0.36363637,0.33333334,1.0
0.9782486,1.0,0.0,1.0,1.0,0.18181819,0.0,1.0
0.11765671,1.0,0.0,1.0,0.0,0.45454547,0.33333334,1.0
0.41405487,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.18884468,1.0,0.0,1.0,0.5,0.6363636,0.6666667,1.0
0.78717804,1.0,0.0,1.0,1.0,0.8181819,0.6666667,0.0
0.69423866,1.0,0.0,1.0,0.16666667,0.6363636,0.6666667,0.0
0.007648468,1.0,0.0,1.0,0.6666667,0.27272728,0.33333334,0.0
0.7226105,1.0,0.0,1.0,0.16666667,0.72727275,0.6666667,0.0
0.590683,1.0,0.0,1.0,0.5,0.45454547,0.33333334,0.0
0.023347855,1.0,0.0,1.0,0.33333334,0.27272728,0.33333334,1.0
0.41222763,1.0,0.0,1.0,0.8333334,0.0,0.0,1.0
0.9513588,1.0,0.0,1.0,0.0,0.09090909,0.0,0.0
0.698122,1.0,0.0,1.0,0.6666667,0.6363636,0.6666667,0.0
0.117544174,1.0,0.0,1.0,0.0,0.45454547,0.33333334,1.0
0.6185417,1.0,0.0,1.0,0.33333334,0.45454547,0.33333334,0.0
0.35017395,1.0,0.0,1.0,0.33333334,1.0,1.0,1.0
0.9309807,1.0,0.0,1.0,1.0,0.09090909,0.0,1.0
0.15784645,1.0,0.0,1.0,0.33333334,0.5454545,0.33333334,0.0
0.96785736,1.0,0.0,1.0,0.8333334,0.18181819,0.0,0.0
0.6509094,1.0,0.0,1.0,0.8333334,0.5454545,0.33333334,1.0
0.9019222,1.0,0.0,1.0,1.0,0.0,0.0,1.0
0.1265049,1.0,0.0,1.0,0.0,0.5454545,0.33333334,1.0
0.17388725,1.0,0.0,1.0,1.0,0.6363636,0.6666667,1.0
0.714962,1.0,0.0,1.0,0.33333334,0.72727275,0.6666667,0.0
0.084661484,1.0,0.0,1.0,0.6666667,0.45454547,0.33333334,0.0
0.68841743,1.0,0.0,1.0,0.6666667,0.6363636,0.6666667,0.0
0.54769516,1.0,0.0,1.0,1.0,0.36363637,0.33333334,0.0
0.16806412,1.0,0.0,1.0,0.33333334,0.6363636,0.6666667,0.0
0.53799057,1.0,0.0,1.0,1.0,0.27272728,0.33333334,0.0
0.5224056,1.0,1.0,1.0,0.33333334,0.27272728,0.33333334,0.0
0.45407104,1.0,0.0,1.0,0.16666667,0.09090909,0.0,1.0
0.6202526,1.0,0.0,1.0,0.5,0.45454547,0.33333334,0.0
0.7717056,1.0,0.0,1.0,0.33333334,0.8181819,0.6666667,0.0
0.95575523,1.0,0.0,1.0,0.5,0.09090909,0.0,0.0
0.14551544,1.0,0.0,1.0,0.0,0.5454545,0.33333334,1.0
0.5976467,1.0,0.0,1.0,0.16666667,0.45454547,0.33333334,0.0
0.9811592,1.0,0.0,1.0,0.16666667,0.18181819,0.0,0.0
0.7252369,1.0,0.0,1.0,0.5,0.72727275,0.6666667,0.0
0.5993614,1.0,0.0,1.0,0.33333334,0.45454547,0.33333334,0.0
0.19809341,1.0,0.0,1.0,0.5,0.6363636,0.6666667,1.0
0.6577015,1.0,0.0,1.0,0.5,0.5454545,0.33333334,1.0
0.5801792,1.0,0.0,1.0,0.33333334,0.36363637,0.33333334,0.0
0.43340683,1.0,0.0,1.0,0.0,0.09090909,0.0,1.0
0.23205948,1.0,0.0,1.0,0.0,0.72727275,0.6666667,1.0
0.10612488,1.0,0.0,1.0,1.0,0.45454547,0.33333334,1.0
0.88799477,1.0,0.0,1.0,0.5,0.0,0.0,0.0
0.86053276,1.0,0.0,1.0,0.6666667,1.0,1.0,0.0
0.24798584,1.0,0.0,1.0,0.8333334,0.72727275,0.6666667,1.0
0.62578964,1.0,1.0,1.0,0.0,0.5454545,0.33333334,1.0
0.8934746,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.19158554,1.0,0.0,1.0,0.8333334,0.6363636,0.6666667,1.0
0.85682297,1.0,0.0,1.0,0.16666667,1.0,1.0,1.0
0.45298767,1.0,0.0,1.0,0.0,0.09090909,0.0,1.0
0.81269646,1.0,0.0,1.0,0.6666667,0.9090909,0.6666667,0.0
0.46343422,1.0,0.0,1.0,0.16666667,0.18181819,0.0,1.0
0.35103035,1.0,0.0,1.0,0.5,1.0,1.0,0.0
0.060396194,1.0,0.0,1.0,0.16666667,0.36363637,0.33333334,1.0
0.94976234,1.0,0.0,1.0,1.0,0.09090909,0.0,0.0
0.8886223,1.0,0.0,1.0,0.5,0.0,0.0,1.0
0.5544319,1.0,0.0,1.0,0.6666667,0.36363637,0.33333334,0.0
0.624136,1.0,0.0,1.0,1.0,0.45454547,0.33333334,1.0
0.049835205,1.0,0.0,1.0,0.0,0.36363637,0.33333334,1.0
0.7200432,1.0,0.0,1.0,1.0,0.72727275,0.6666667,0.0
0.2292614,1.0,0.0,1.0,0.8333334,0.72727275,0.6666667,1.0
0.2415924,1.0,0.0,1.0,0.0,0.72727275,0.6666667,1.0
0.8960991,1.0,0.0,1.0,0.33333334,0.0,0.0,1.0
0.30752945,1.0,0.0,1.0,1.0,0.9090909,0.6666667,1.0
0.83273315,1.0,0.0,1.0,0.6666667,0.9090909,0.6666667,0.0
0.19940567,1.0,0.0,1.0,0.6666667,0.6363636,0.6666667,1.0
0.2801857,1.0,0.0,1.0,0.0,0.8181819,0.6666667,1.0
0.6811657,1.0,0.0,1.0,1.0,0.6363636,0.6666667,0.0
0.27242088,1.0,0.0,1.0,0.16666667,0.8181819,0.6666667,1.0
0.91973305,1.0,0.0,1.0,0.8333334,0.09090909,0.0,1.0
0.8871937,1.0,0.0,1.0,0.33333334,0.0,0.0,1.0
0.1098938,1.0,0.0,1.0,0.33333334,0.45454547,0.33333334,1.0
0.90888596,1.0,0.0,1.0,0.6666667,0.0,0.0,1.0
0.5025978,1.0,0.0,1.0,0.16666667,0.27272728,0.33333334,0.0
0.07718086,1.0,0.0,1.0,1.0,0.36363637,0.33333334,1.0
0.652565,1.0,0.0,1.0,1.0,0.5454545,0.33333334,0.0
0.7395668,1.0,0.0,1.0,1.0,0.72727275,0.6666667,0.0
0.04949379,1.0,0.0,1.0,0.0,0.36363637,0.33333334,1.0
0.19095612,1.0,0.0,1.0,0.8333334,0.6363636,0.6666667,1.0
0.24559021,1.0,0.0,1.0,0.5,0.72727275,0.6666667,1.0
0.88336754,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0.20174599,1.0,0.0,1.0,1.0,0.6363636,0.6666667,1.0
0.13986206,1.0,0.0,1.0,0.5,0.5454545,0.33333334,0.0
0.8122959,1.0,0.0,1.0,0.5,0.9090909,0.6666667,0.0
0.8068161,1.0,0.0,1.0,1.0,0.9090909,0.6666667,0.0
0.0149002075,1.0,0.0,1.0,0.33333334,0.27272728,0.33333334,1.0
0.7830105,1.0,0.0,1.0,0.5,0.8181819,0.6666667,1.0
0.6904144,1.0,0.0,1.0,0.8333334,0.6363636,0.6666667,0.0
0.51789474,1.0,0.0,1.0,1.0,0.27272728,0.33333334,0.0
0.8520851,1.0,0.0,1.0,0.6666667,1.0,1.0,1.0
0.7933426,1.0,0.0,1.0,0.6666667,0.9090909,0.6666667,1.0
0.12616158,1.0,0.0,1.0,0.0,0.5454545,0.33333334,1.0
0.04760933,1.0,0.0,1.0,0.8333334,0.36363637,0.33333334,1.0
0.5035114,1.0,0.0,1.0,0.33333334,0.27272728,0.33333334,0.0
0.9281845,1.0,0.0,1.0,0.6666667,0.09090909,0.0,1.0
0.91111374,1.0,0.0,1.0,1.0,0.0,0.0,1.0
0.5384464,1.0,0.0,1.0,0.0,0.27272728,0.33333334,0.0
0.8216572,1.0,0.0,1.0,0.5,0.9090909,0.6666667,1.0
0.05132103,1.0,0.0,1.0,0.16666667,0.36363637,0.33333334,0.0
0.34332275,1.0,0.0,1.0,0.6666667,1.0,1.0,1.0
0.13803673,1.0,0.0,1.0,0.16666667,0.5454545,0.33333334,1.0
0.62384987,1.0,0.0,1.0,1.0,0.45454547,0.33333334,1.0
0.16680717,1.0,0.0,1.0,0.16666667,0.5454545,0.33333334,1.0
0.59918785,1.0,0.0,1.0,0.33333334,0.45454547,0.33333334,0.0
0.12844467,1.0,0.0,1.0,0.16666667,0.5454545,0.33333334,1.0
0.80441856,1.0,0.0,1.0,0.8333334,0.9090909,0.6666667,0.0
0.3706684,1.0,0.0,1.0,0.5,1.0,1.0,0.0
0.27750206,1.0,0.0,1.0,0.8333334,0.8181819,0.6666667,1.0
0.31557846,1.0,0.0,1.0,0.8333334,0.9090909,0.6666667,1.0
0.5168114,1.0,0.0,1.0,0.8333334,0.27272728,0.33333334,0.0
0.33869934,1.0,0.0,1.0,0.16666667,1.0,1.0,1.0
0.14043427,1.0,0.0,1.0,0.5,0.5454545,0.33333334,1.0
0.6290455,1.0,0.0,1.0,0.5,0.5454545,0.33333334,1.0
0.024547577,1.0,0.0,1.0,0.33333334,0.27272728,0.33333334,0.0
0.16937828,1.0,0.0,1.0,0.5,0.6363636,0.6666667,1.0
0.6228218,1.0,0.0,1.0,0.8333334,0.45454547,0.33333334,1.0
0.5955353,1.0,0.0,1.0,1.0,0.45454547,0.33333334,1.0
0.6688919,1.0,0.0,1.0,0.6666667,0.6363636,0.6666667,1.0
0.35610962,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0.36958122,1.0,0.0,1.0,0.33333334,1.0,1.0,1.0
0.5701885,1.0,0.0,1.0,0.33333334,0.36363637,0.33333334,0.0
0.59456444,1.0,0.0,1.0,0.8333334,0.45454547,0.33333334,0.0
0.3957863,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.500597,1.0,0.0,1.0,0.0,0.27272728,0.33333334,0.0
0.75572205,1.0,0.0,1.0,0.6666667,0.8181819,0.6666667,0.0
0.37078094,1.0,0.0,1.0,0.5,1.0,1.0,1.0
0.8340454,1.0,0.0,1.0,0.8333334,0.9090909,0.6666667,0.0
0.5212059,1.0,0.0,1.0,0.16666667,0.27272728,0.33333334,1.0
0.6944103,1.0,0.0,1.0,0.16666667,0.6363636,0.6666667,1.0
0.985899,1.0,0.0,1.0,0.6666667,0.18181819,0.0,0.0
0.29519844,1.0,0.0,1.0,0.6666667,0.9090909,0.6666667,0.0
0.6342411,1.0,0.0,1.0,1.0,0.5454545,0.33333334,1.0
0.25095558,1.0,0.0,1.0,0.0,0.8181819,0.6666667,1.0
0.16578102,1.0,0.0,1.0,0.16666667,0.5454545,0.33333334,0.0
0.87080956,1.0,0.0,1.0,0.6666667,1.0,1.0,0.0
0.49203682,1.0,0.0,1.0,0.16666667,0.18181819,0.0,0.0
0.27339172,1.0,0.0,1.0,0.33333334,0.8181819,0.6666667,1.0
0.58337593,1.0,0.0,1.0,0.6666667,0.36363637,0.33333334,0.0
0.6131191,1.0,0.0,1.0,0.8333334,0.45454547,0.33333334,1.0
0.31814766,1.0,0.0,1.0,0.0,0.9090909,0.6666667,0.0
0.4393425,1.0,0.0,1.0,0.6666667,0.09090909,0.0,0.0
0.09459305,1.0,0.0,1.0,0.8333334,0.45454547,0.33333334,1.0
0.15008163,1.0,0.0,1.0,0.5,0.5454545,0.33333334,1.0
0.83478737,1.0,0.0,1.0,1.0,1.0,1.0,0.0
0.32790947,1.0,0.0,1.0,0.0,0.9090909,0.6666667,1.0
0.26865196,1.0,0.0,1.0,1.0,0.8181819,0.6666667,1.0
0.7871208,1.0,0.0,1.0,1.0,0.8181819,0.6666667,0.0
0.44710732,1.0,0.0,1.0,0.5,0.09090909,0.0,1.0
0.09630585,1.0,0.0,1.0,1.0,0.45454547,0.33333334,1.0
0.22161102,1.0,0.0,1.0,1.0,0.72727275,0.6666667,1.0
0.48746872,1.0,0.0,1.0,0.6666667,0.18181819,0.0,1.0
0.24067879,1.0,0.0,1.0,1.0,0.72727275,0.6666667,1.0
0.5993023,1.0,0.0,1.0,0.33333334,0.45454547,0.33333334,0.0
0.5040817,1.0,0.0,1.0,0.33333334,0.27272728,0.33333334,0.0
0.18970108,1.0,0.0,1.0,0.6666667,0.6363636,0.6666667,1.0
0.09841919,1.0,0.0,1.0,0.0,0.45454547,0.33333334,1.0
0.99703026,1.0,0.0,1.0,0.8333334,0.18181819,0.0,1.0
0.4141674,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.2673397,1.0,0.0,1.0,0.8333334,0.8181819,0.6666667,1.0
0.19786263,1.0,0.0,1.0,0.5,0.6363636,0.6666667,0.0
0.5242901,1.0,0.0,1.0,0.5,0.27272728,0.33333334,1.0
0.8436947,1.0,0.0,1.0,0.8333334,1.0,1.0,1.0
0.8273678,1.0,0.0,1.0,0.0,0.9090909,0.6666667,0.0
0.31278038,1.0,1.0,1.0,0.5,0.9090909,0.6666667,1.0
0.36387444,1.0,0.0,1.0,0.8333334,1.0,1.0,1.0
0.4459095,1.0,0.0,1.0,0.33333334,0.09090909,0.0,1.0
0.664896,1.0,0.0,1.0,0.16666667,0.5454545,0.33333334,1.0
0.29154396,1.0,0.0,1.0,0.16666667,0.8181819,0.6666667,1.0
0.021520615,1.0,0.0,1.0,0.0,0.27272728,0.33333334,1.0
0.19757843,1.0,0.0,1.0,0.5,0.6363636,0.6666667,1.0
0.50299644,1.0,0.0,1.0,0.33333334,0.27272728,0.33333334,0.0
0.047153473,1.0,0.0,1.0,0.8333334,0.36363637,0.33333334,1.0
0.040245056,1.0,0.0,1.0,0.0,0.27272728,0.33333334,1.0
0.22909164,1.0,0.0,1.0,0.8333334,0.72727275,0.6666667,1.0
0.15162277,1.0,0.0,1.0,0.6666667,0.5454545,0.33333334,1.0
0.7267208,1.0,0.0,1.0,0.6666667,0.72727275,0.6666667,0.0
0.52445984,1.0,0.0,1.0,0.5,0.27272728,0.33333334,0.0
0.33036423,1.0,1.0,1.0,0.33333334,0.9090909,0.6666667,1.0
0.3984127,1.0,0.0,1.0,0.33333334,0.0,0.0,0.0
0.47353935,1.0,0.0,1.0,0.16666667,0.18181819,0.0,0.0
0.19655228,1.0,0.0,1.0,0.33333334,0.6363636,0.6666667,1.0
0.4109707,1.0,0.0,1.0,0.6666667,0.0,0.0,1.0
0.011930466,1.0,0.0,1.0,0.0,0.27272728,0.33333334,1.0
0.13346863,1.0,0.0,1.0,0.8333334,0.5454545,0.33333334,1.0
0.7303734,1.0,0.0,1.0,0.0,0.72727275,0.6666667,1.0
0.17508698,1.0,0.0,1.0,0.0,0.6363636,0.6666667,1.0
0.76085854,1.0,0.0,1.0,0.16666667,0.8181819,0.6666667,0.0
0.58543015,1.0,0.0,1.0,1.0,0.45454547,0.33333334,0.0
0.22321129,1.0,0.0,1.0,0.0,0.72727275,0.6666667,0.0
0.5841179,1.0,0.0,1.0,0.8333334,0.45454547,0.33333334,1.0
0.6215668,1.0,0.0,1.0,0.6666667,0.45454547,0.33333334,1.0
0.7392235,1.0,0.0,1.0,1.0,0.72727275,0.6666667,0.0
0.977108,1.0,0.0,1.0,0.8333334,0.18181819,0.0,1.0
0.110464096,1.0,0.0,1.0,0.33333334,0.45454547,0.33333334,0.0
0.93720245,1.0,0.0,1.0,0.6666667,0.09090909,0.0,0.0
0.26802444,1.0,0.0,1.0,0.8333334,0.8181819,0.6666667,1.0
0.4510479,1.0,0.0,1.0,1.0,0.09090909,0.0,1.0
0.16012955,1.0,0.0,1.0,0.5,0.5454545,0.33333334,1.0
0.70531464,1.0,0.0,1.0,0.33333334,0.6363636,0.6666667,1.0
0.80527306,1.0,0.0,1.0,0.8333334,0.9090909,0.6666667,1.0
0.42918205,1.0,0.0,1.0,0.6666667,0.09090909,0.0,1.0
0.026374817,1.0,0.0,1.0,0.6666667,0.27272728,0.33333334,1.0
0.60837936,1.0,0.0,1.0,0.33333334,0.45454547,0.33333334,0.0
0.043043137,1.0,0.0,1.0,0.33333334,0.36363637,0.33333334,1.0
0.7286072,1.0,0.0,1.0,0.8333334,0.72727275,0.6666667,1.0
0.93377686,1.0,0.0,1.0,0.16666667,0.09090909,0.0,1.0
0.9903507,1.0,0.0,1.0,0.0,0.18181819,0.0,1.0
0.98327255,1.0,0.0,1.0,0.33333334,0.18181819,0.0,1.0
0.26950836,1.0,0.0,1.0,1.0,0.8181819,0.6666667,0.0
0.23576927,1.0,0.0,1.0,0.5,0.72727275,0.6666667,1.0
0.059940338,1.0,0.0,1.0,0.0,0.36363637,0.33333334,1.0
0.791687,1.0,0.0,1.0,0.33333334,0.8181819,0.6666667,0.0
0.72055626,1.0,0.0,1.0,1.0,0.72727275,0.6666667,1.0
0.4166813,1.0,0.0,1.0,0.33333334,0.0,0.0,0.0
0.97585106,1.0,0.0,1.0,0.6666667,0.18181819,0.0,1.0
0.952446,1.0,0.0,1.0,0.16666667,0.09090909,0.0,0.0
0.47410965,1.0,0.0,1.0,0.33333334,0.18181819,0.0,0.0
0.8002491,1.0,0.0,1.0,0.33333334,0.9090909,0.6666667,1.0
0.8031044,1.0,0.0,1.0,0.6666667,0.9090909,0.6666667,1.0
0.32836533,1.0,0.0,1.0,0.0,0.9090909,0.6666667,1.0
0.051891327,1.0,0.0,1.0,0.16666667,0.36363637,0.33333334,1.0
0.71456146,1.0,0.0,1.0,0.33333334,0.72727275,0.6666667,0.0
0.8432369,1.0,0.0,1.0,0.8333334,1.0,1.0,1.0
0.8668709,1.0,0.0,1.0,0.16666667,1.0,1.0,0.0
0.9376011,1.0,0.0,1.0,0.6666667,0.09090909,0.0,0.0
0.10515404,1.0,0.0,1.0,0.8333334,0.45454547,0.33333334,1.0
0.8953018,1.0,0.0,1.0,0.16666667,0.0,0.0,1.0
0.7173023,1.0,0.0,1.0,0.6666667,0.72727275,0.6666667,0.0
0.23531342,1.0,0.0,1.0,0.33333334,0.72727275,0.6666667,1.0
0.50904846,1.0,0.0,1.0,1.0,0.27272728,0.33333334,0.0
0.06861687,1.0,0.0,1.0,0.0,0.36363637,0.33333334,0.0
0.0063934326,1.0,0.0,1.0,0.5,0.27272728,0.33333334,1.0
0.8886776,1.0,0.0,1.0,0.5,0.0,0.0,0.0
0.09716225,1.0,0.0,1.0,1.0,0.45454547,0.33333334,1.0
0.278471,1.0,0.0,1.0,1.0,0.8181819,0.6666667,1.0
0.80476,1.0,0.0,1.0,0.8333334,0.9090909,0.6666667,0.0
0.7453308,1.0,0.0,1.0,0.6666667,0.72727275,0.6666667,0.0
0.05588913,1.0,0.0,1.0,0.6666667,0.36363637,0.33333334,0.0
0.30330467,1.0,1.0,1.0,0.5,0.9090909,0.6666667,1.0
0.3411541,1.0,0.0,1.0,0.5,1.0,1.0,0.0
0.6954384,1.0,0.0,1.0,0.33333334,0.6363636,0.6666667,0.0
0.5051079,1.0,0.0,1.0,0.5,0.27272728,0.33333334,1.0
0.90483284,1.0,0.0,1.0,0.16666667,0.0,0.0,1.0
