UNIX_TS,CDE,Month,Season,EBE
0.6613941,0.0,0.5454545,0.33333334,0.0
0.36703682,0.0,1.0,1.0,1.0
0.5569191,0.0,0.36363637,0.33333334,1.0
0.23766899,0.0,0.72727275,0.6666667,1.0
0.10082245,0.0,0.45454547,0.33333334,0.0
0.4817314,0.0,0.18181819,0.0,1.0
0.3387184,0.0,1.0,1.0,1.0
0.33654976,1.0,1.0,1.0,1.0
0.8004112,0.0,0.9090909,0.6666667,0.0
0.026603699,0.0,0.27272728,0.33333334,0.0
0.68754387,0.0,0.6363636,0.6666667,0.0
0.068395615,0.0,0.36363637,0.33333334,0.0
0.24035263,0.0,0.72727275,0.6666667,1.0
0.3138256,0.0,0.9090909,0.6666667,1.0
0.33963203,0.0,1.0,1.0,1.0
0.7336731,0.0,0.72727275,0.6666667,0.0
0.9112816,0.0,0.0,0.0,0.0
0.48704147,0.0,0.18181819,0.0,1.0
0.48498535,0.0,0.18181819,0.0,1.0
0.14455414,0.0,0.5454545,0.33333334,0.0
0.9317188,0.0,0.09090909,0.0,0.0
0.48492813,0.0,0.18181819,0.0,1.0
0.22859192,0.0,0.72727275,0.6666667,1.0
0.47373962,0.0,0.18181819,0.0,1.0
0.91601944,0.0,0.0,0.0,0.0
0.8816509,0.0,0.0,0.0,0.0
0.11532402,0.0,0.45454547,0.33333334,0.0
0.29590034,0.0,0.9090909,0.6666667,1.0
0.8455696,0.0,1.0,1.0,0.0
0.27808762,0.0,0.8181819,0.6666667,1.0
0.84859467,0.0,1.0,1.0,0.0
0.60025215,0.0,0.45454547,0.33333334,1.0
0.23475647,0.0,0.72727275,0.6666667,1.0
0.6945648,0.0,0.6363636,0.6666667,0.0
0.11109924,0.0,0.45454547,0.33333334,0.0
0.82684326,0.0,0.9090909,0.6666667,0.0
0.8730297,0.0,1.0,1.0,0.0
0.14678001,0.0,0.5454545,0.33333334,0.0
0.2994976,0.0,0.9090909,0.6666667,1.0
0.9979439,0.0,0.18181819,0.0,0.0
0.775404,0.0,0.8181819,0.6666667,0.0
0.9631195,0.0,0.18181819,0.0,0.0
0.4596939,0.0,0.18181819,0.0,1.0
0.6000786,0.0,0.45454547,0.33333334,1.0
0.5486412,0.0,0.36363637,0.33333334,1.0
0.25439453,0.0,0.8181819,0.6666667,1.0
0.88113785,0.0,0.0,0.0,0.0
0.18748665,0.0,0.6363636,0.6666667,1.0
0.29156303,0.0,0.8181819,0.6666667,1.0
0.890728,0.0,0.0,0.0,0.0
0.78819275,0.0,0.8181819,0.6666667,0.0
0.5594883,0.0,0.36363637,0.33333334,1.0
0.34545708,0.0,1.0,1.0,1.0
0.8098297,0.0,0.9090909,0.6666667,0.0
0.71032333,0.0,0.72727275,0.6666667,0.0
0.91008186,0.0,0.0,0.0,0.0
0.14004326,0.0,0.5454545,0.33333334,0.0
0.07067871,0.0,0.36363637,0.33333334,0.0
0.9782467,0.0,0.18181819,0.0,0.0
0.11766434,0.0,0.45454547,0.33333334,0.0
0.41384888,0.0,0.0,0.0,1.0
0.18885612,0.0,0.6363636,0.6666667,1.0
0.78705215,0.0,0.8181819,0.6666667,0.0
0.58997536,0.0,0.45454547,0.33333334,1.0
0.0076503754,0.0,0.27272728,0.33333334,0.0
0.4836712,0.0,0.18181819,0.0,1.0
0.50588036,0.0,0.27272728,0.33333334,1.0
0.023349762,0.0,0.27272728,0.33333334,0.0
0.5852375,0.0,0.45454547,0.33333334,1.0
0.6927948,0.0,0.6363636,0.6666667,0.0
0.70923615,0.0,0.6363636,0.6666667,0.0
0.117549896,0.0,0.45454547,0.33333334,0.0
0.7522259,0.0,0.8181819,0.6666667,0.0
0.72864914,0.0,0.72727275,0.6666667,0.0
0.3509941,0.0,1.0,1.0,1.0
0.15785599,0.0,0.5454545,0.33333334,0.0
0.38393402,0.0,0.0,0.0,1.0
0.65083313,0.0,0.5454545,0.33333334,0.0
0.35738754,0.0,1.0,1.0,1.0
0.12651253,0.0,0.5454545,0.33333334,0.0
0.1738987,0.0,0.6363636,0.6666667,0.0
0.8999195,0.0,0.0,0.0,0.0
0.084667206,0.0,0.45454547,0.33333334,0.0
0.85401917,0.0,1.0,1.0,0.0
0.54767036,0.0,0.36363637,0.33333334,1.0
0.16807365,0.0,0.6363636,0.6666667,0.0
0.2597065,0.0,0.8181819,0.6666667,1.0
0.2928753,0.0,0.8181819,0.6666667,1.0
0.42344093,0.0,0.09090909,0.0,1.0
0.49263573,0.0,0.18181819,0.0,1.0
0.73321533,0.0,0.72727275,0.6666667,0.0
0.8821087,0.0,0.0,0.0,0.0
0.14552498,0.0,0.5454545,0.33333334,0.0
0.5975685,0.0,0.45454547,0.33333334,1.0
0.39546585,0.0,0.0,0.0,1.0
0.94838905,0.0,0.09090909,0.0,0.0
0.3881588,0.0,0.0,0.0,1.0
0.19810486,0.0,0.6363636,0.6666667,1.0
0.6576271,0.0,0.5454545,0.33333334,0.0
0.68183327,0.0,0.6363636,0.6666667,0.0
0.9547844,0.0,0.09090909,0.0,0.0
0.23207283,0.0,0.72727275,0.6666667,1.0
0.10613251,0.0,0.45454547,0.33333334,0.0
0.8191929,0.0,0.9090909,0.6666667,0.0
0.5789566,0.0,0.36363637,0.33333334,1.0
0.2480011,0.0,0.72727275,0.6666667,1.0
0.528944,0.0,0.27272728,0.33333334,1.0
0.41396523,0.0,0.0,0.0,1.0
0.19159698,0.0,0.6363636,0.6666667,1.0
0.88912964,0.0,0.0,0.0,0.0
0.4527874,0.0,0.09090909,0.0,1.0
0.8125706,0.0,0.9090909,0.6666667,0.0
0.47733307,0.0,0.18181819,0.0,1.0
0.35087776,0.0,1.0,1.0,1.0
0.060403824,0.0,0.36363637,0.33333334,0.0
0.94976044,0.0,0.09090909,0.0,0.0
0.26735687,0.0,0.8181819,0.6666667,1.0
0.53842163,0.0,0.27272728,0.33333334,1.0
0.62405777,0.0,0.45454547,0.33333334,1.0
0.04983902,0.0,0.36363637,0.33333334,0.0
0.5127888,0.0,0.27272728,0.33333334,1.0
0.22927475,0.0,0.72727275,0.6666667,1.0
0.24160767,0.0,0.72727275,0.6666667,1.0
0.30600548,0.0,0.9090909,0.6666667,1.0
0.5288868,0.0,0.27272728,0.33333334,1.0
0.3295269,0.0,0.9090909,0.6666667,1.0
0.19941711,0.0,0.6363636,0.6666667,1.0
0.6335926,0.0,0.5454545,0.33333334,0.0
0.81679535,0.0,0.9090909,0.6666667,0.0
0.30623436,0.0,0.9090909,0.6666667,1.0
0.34682655,0.0,1.0,1.0,1.0
0.7075825,0.0,0.6363636,0.6666667,0.0
0.10989952,0.0,0.45454547,0.33333334,0.0
0.94011116,0.0,0.09090909,0.0,0.0
0.84825325,0.0,1.0,1.0,0.0
0.077186584,0.0,0.36363637,0.33333334,0.0
0.6524887,0.0,0.5454545,0.33333334,0.0
0.30161095,0.0,0.9090909,0.6666667,1.0
0.04949951,0.0,0.36363637,0.33333334,0.0
0.19096756,0.0,0.6363636,0.6666667,1.0
0.24560356,0.0,0.72727275,0.6666667,1.0
0.9044876,0.0,0.0,0.0,0.0
0.20175934,0.0,0.6363636,0.6666667,1.0
0.1398735,0.0,0.5454545,0.33333334,0.0
0.81217,0.0,0.9090909,0.6666667,0.0
0.32827187,0.0,0.9090909,0.6666667,1.0
0.014902115,0.0,0.27272728,0.33333334,0.0
0.3729725,0.0,1.0,1.0,1.0
0.6673908,0.0,0.6363636,0.6666667,0.0
0.51786804,0.0,0.27272728,0.33333334,1.0
0.33820534,0.0,1.0,1.0,1.0
0.39792252,0.0,0.0,0.0,1.0
0.12617111,0.0,0.5454545,0.33333334,0.0
0.04761505,0.0,0.36363637,0.33333334,0.0
0.5034828,0.0,0.27272728,0.33333334,1.0
0.69039726,0.0,0.6363636,0.6666667,0.0
0.9109955,0.0,0.0,0.0,0.0
0.56456757,0.0,0.36363637,0.33333334,1.0
0.6679611,0.0,0.6363636,0.6666667,0.0
0.051324844,0.0,0.36363637,0.33333334,0.0
0.9668293,0.0,0.18181819,0.0,0.0
0.13804626,0.0,0.5454545,0.33333334,0.0
0.62377167,0.0,0.45454547,0.33333334,1.0
0.16682053,0.0,0.5454545,0.33333334,0.0
0.59910965,0.0,0.45454547,0.33333334,1.0
0.12845421,0.0,0.5454545,0.33333334,0.0
0.6467228,0.0,0.5454545,0.33333334,0.0
0.37051964,1.0,1.0,1.0,1.0
0.838089,0.0,1.0,1.0,0.0
0.43754196,0.0,0.09090909,0.0,1.0
0.38125038,0.0,0.0,0.0,1.0
0.6541462,0.0,0.5454545,0.33333334,0.0
0.1404438,1.0,0.5454545,0.33333334,0.0
0.49503326,0.0,0.18181819,0.0,1.0
0.024549484,0.0,0.27272728,0.33333334,0.0
0.16938782,0.0,0.6363636,0.6666667,0.0
0.5597744,0.0,0.36363637,0.33333334,1.0
0.35316467,0.0,1.0,1.0,1.0
0.98669815,0.0,0.18181819,0.0,0.0
0.35596085,0.0,1.0,1.0,1.0
0.6270256,0.0,0.5454545,0.33333334,1.0
0.57016563,0.0,0.36363637,0.33333334,1.0
0.34048843,0.0,1.0,1.0,1.0
0.39563942,0.0,0.0,0.0,1.0
0.4442234,0.0,0.09090909,0.0,1.0
0.96009254,0.0,0.18181819,0.0,0.0
0.99297714,0.0,0.18181819,0.0,0.0
0.83392334,0.0,0.9090909,0.6666667,0.0
0.5211792,0.0,0.27272728,0.33333334,1.0
0.6807499,0.0,0.6363636,0.6666667,0.0
0.6140671,0.0,0.45454547,0.33333334,1.0
0.3695469,0.0,1.0,1.0,1.0
0.49954224,0.0,0.18181819,0.0,1.0
0.25097084,0.0,0.8181819,0.6666667,1.0
0.16579056,0.0,0.5454545,0.33333334,0.0
0.55480766,0.0,0.36363637,0.33333334,1.0
0.59933853,0.0,0.45454547,0.33333334,1.0
0.27323532,0.0,0.8181819,0.6666667,1.0
0.5832939,0.0,0.36363637,0.33333334,1.0
0.89146996,0.0,0.0,0.0,0.0
0.8552189,0.0,1.0,1.0,0.0
0.43914223,0.0,0.09090909,0.0,1.0
0.09459877,0.0,0.45454547,0.33333334,0.0
0.15009117,0.0,0.5454545,0.33333334,0.0
0.8346653,0.0,1.0,1.0,0.0
0.3517933,0.0,1.0,1.0,1.0
0.6227455,0.0,0.45454547,0.33333334,1.0
0.786993,0.0,0.8181819,0.6666667,0.0
0.26769638,0.0,0.8181819,0.6666667,1.0
0.09631157,0.0,0.45454547,0.33333334,0.0
0.22162628,0.0,0.72727275,0.6666667,1.0
0.4874401,0.0,0.18181819,0.0,1.0
0.24069405,0.0,0.72727275,0.6666667,1.0
0.5992222,0.0,0.45454547,0.33333334,1.0
0.4207592,0.0,0.09090909,0.0,1.0
0.18971252,0.0,0.6363636,0.6666667,1.0
0.09842491,0.0,0.45454547,0.33333334,0.0
0.8812504,0.0,0.0,0.0,0.0
0.33135414,0.0,0.9090909,0.6666667,1.0
0.2671833,0.0,0.8181819,0.6666667,1.0
0.19787788,0.0,0.6363636,0.6666667,1.0
0.563427,0.0,0.36363637,0.33333334,1.0
0.8435707,0.0,1.0,1.0,0.0
0.9683132,0.0,0.18181819,0.0,0.0
0.9451351,0.0,0.09090909,0.0,0.0
0.5069065,0.0,0.27272728,0.33333334,1.0
0.714489,0.0,0.72727275,0.6666667,0.0
0.813427,0.0,0.9090909,0.6666667,0.0
0.7262497,0.0,0.72727275,0.6666667,0.0
0.021522522,0.0,0.27272728,0.33333334,0.0
0.19759178,0.0,0.6363636,0.6666667,1.0
0.9813881,0.0,0.18181819,0.0,0.0
0.047157288,0.0,0.36363637,0.33333334,0.0
0.04024887,0.0,0.27272728,0.33333334,0.0
0.229105,0.0,0.72727275,0.6666667,1.0
0.15163231,0.0,0.5454545,0.33333334,0.0
0.89460945,0.0,0.0,0.0,0.0
0.35110664,0.0,1.0,1.0,1.0
0.4756794,0.0,0.18181819,0.0,1.0
0.99354935,0.0,0.18181819,0.0,0.0
0.47350883,0.0,0.18181819,0.0,1.0
0.19656372,0.0,0.6363636,0.6666667,1.0
0.5532665,0.0,0.36363637,0.33333334,1.0
0.011932373,0.0,0.27272728,0.33333334,0.0
0.13347816,0.0,0.5454545,0.33333334,0.0
0.42914963,0.0,0.09090909,0.0,1.0
0.17509842,0.0,0.6363636,0.6666667,0.0
0.7742634,0.0,0.8181819,0.6666667,0.0
0.5043392,0.0,0.27272728,0.33333334,1.0
0.22322464,0.0,0.72727275,0.6666667,1.0
0.67087173,0.0,0.6363636,0.6666667,0.0
0.6214886,0.0,0.45454547,0.33333334,1.0
0.6824627,0.0,0.6363636,0.6666667,0.0
0.3101158,0.0,0.9090909,0.6666667,1.0
0.11046982,0.0,0.45454547,0.33333334,0.0
0.93719864,0.0,0.09090909,0.0,0.0
0.2680397,0.0,0.8181819,0.6666667,1.0
0.83911896,0.0,1.0,1.0,0.0
0.4676857,0.0,0.18181819,0.0,1.0
0.35247803,0.0,1.0,1.0,1.0
0.8051491,0.0,0.9090909,0.6666667,0.0
0.46414757,0.0,0.18181819,0.0,1.0
0.026376724,0.0,0.27272728,0.33333334,0.0
0.60830116,0.0,0.45454547,0.33333334,1.0
0.04304695,0.0,0.36363637,0.33333334,0.0
0.27340698,0.0,0.8181819,0.6666667,1.0
0.6353035,0.0,0.5454545,0.33333334,0.0
0.77763176,0.0,0.8181819,0.6666667,0.0
0.7277355,0.0,0.72727275,0.6666667,0.0
0.5283737,0.0,0.27272728,0.33333334,1.0
0.23578453,0.0,0.72727275,0.6666667,1.0
0.05994606,0.0,0.36363637,0.33333334,0.0
0.7915611,0.0,0.8181819,0.6666667,0.0
0.36058426,0.0,1.0,1.0,1.0
0.9943466,0.0,0.18181819,0.0,0.0
0.97585106,0.0,0.18181819,0.0,0.0
0.6309662,0.0,0.5454545,0.33333334,0.0
0.47408104,0.0,0.18181819,0.0,1.0
0.44713402,0.0,0.09090909,0.0,1.0
0.8029785,0.0,0.9090909,0.6666667,0.0
0.3178234,0.0,0.9090909,0.6666667,1.0
0.05189514,0.0,0.36363637,0.33333334,0.0
0.32107735,0.0,0.9090909,0.6666667,1.0
0.6493492,0.0,0.5454545,0.33333334,0.0
0.8667507,0.0,1.0,1.0,0.0
0.9690552,0.0,0.18181819,0.0,0.0
0.10516167,0.0,0.45454547,0.33333334,0.0
0.44290924,0.0,0.09090909,0.0,1.0
0.6665344,0.0,0.5454545,0.33333334,0.0
0.23532867,0.0,0.72727275,0.6666667,1.0
0.8490505,0.0,1.0,1.0,0.0
0.0686245,0.0,0.36363637,0.33333334,0.0
0.0063934326,0.0,0.27272728,0.33333334,0.0
0.90317345,0.0,0.0,0.0,0.0
0.09716797,0.0,0.45454547,0.33333334,0.0
0.2783184,0.0,0.8181819,0.6666667,1.0
0.47790718,0.0,0.18181819,0.0,1.0
0.44182587,0.0,0.09090909,0.0,1.0
0.055892944,0.0,0.36363637,0.33333334,0.0
0.30315208,0.0,0.9090909,0.6666667,1.0
0.7108364,0.0,0.72727275,0.6666667,0.0
0.695364,0.0,0.6363636,0.6666667,0.0
0.5050812,0.0,0.27272728,0.33333334,1.0
0.47173882,0.0,0.18181819,0.0,1.0
0.38627434,0.0,0.0,0.0,1.0
0.9397125,0.0,0.09090909,0.0,0.0
0.296587,0.0,0.9090909,0.6666667,1.0
0.82712746,1.0,0.9090909,0.6666667,0.0
0.08044052,0.0,0.36363637,0.33333334,0.0
0.56651115,0.0,0.36363637,0.33333334,1.0
0.6471214,0.0,0.5454545,0.33333334,0.0
0.9596348,0.0,0.18181819,0.0,0.0
0.193367,0.0,0.6363636,0.6666667,1.0
0.7177429,0.0,0.72727275,0.6666667,0.0
0.95786667,0.0,0.18181819,0.0,0.0
0.4313774,0.0,0.09090909,0.0,1.0
0.46551895,0.0,0.18181819,0.0,1.0
0.7960148,0.0,0.9090909,0.6666667,0.0
0.82735825,0.0,0.9090909,0.6666667,0.0
0.09220123,0.0,0.45454547,0.33333334,0.0
0.93805504,0.0,0.09090909,0.0,0.0
0.53585434,0.0,0.27272728,0.33333334,1.0
0.52477646,0.0,0.27272728,0.33333334,1.0
0.592371,0.0,0.45454547,0.33333334,1.0
0.3649788,0.0,1.0,1.0,1.0
0.9388561,0.0,0.09090909,0.0,0.0
0.13513374,0.0,0.5454545,0.33333334,0.0
0.62519836,0.0,0.5454545,0.33333334,1.0
0.22819138,0.0,0.72727275,0.6666667,1.0
0.98960876,0.0,0.18181819,0.0,0.0
0.21009254,0.0,0.72727275,0.6666667,1.0
0.28339767,0.0,0.8181819,0.6666667,1.0
0.8397465,0.0,1.0,1.0,0.0
0.8529339,0.0,1.0,1.0,0.0
0.9490738,0.0,0.09090909,0.0,0.0
0.23447227,0.0,0.72727275,0.6666667,1.0
0.66122437,0.0,0.5454545,0.33333334,0.0
0.27871704,0.0,0.8181819,0.6666667,1.0
0.012388229,0.0,0.27272728,0.33333334,0.0
0.49925613,0.0,0.18181819,0.0,1.0
0.40089035,0.0,0.0,0.0,1.0
0.3710327,0.0,1.0,1.0,1.0
0.26878357,0.0,0.8181819,0.6666667,1.0
0.72071075,0.0,0.72727275,0.6666667,0.0
0.75216866,0.0,0.8181819,0.6666667,0.0
0.30229568,0.0,0.9090909,0.6666667,1.0
0.80046844,0.0,0.9090909,0.6666667,0.0
0.21722984,0.0,0.72727275,0.6666667,1.0
0.97956085,0.0,0.18181819,0.0,0.0
0.4281807,0.0,0.09090909,0.0,1.0
0.53819466,0.0,0.27272728,0.33333334,1.0
0.57199097,0.0,0.36363637,0.33333334,1.0
0.64809227,0.0,0.5454545,0.33333334,0.0
0.32022095,0.0,0.9090909,0.6666667,1.0
0.8570442,0.0,1.0,1.0,0.0
0.98926544,0.0,0.18181819,0.0,0.0
0.04361725,0.0,0.36363637,0.33333334,0.0
0.4931488,0.0,0.18181819,0.0,1.0
0.33877563,0.0,1.0,1.0,1.0
0.77586174,0.0,0.8181819,0.6666667,0.0
0.8654938,0.0,1.0,1.0,0.0
0.57141876,0.0,0.36363637,0.33333334,1.0
0.51701164,0.0,0.27272728,0.33333334,1.0
0.6861725,1.0,0.6363636,0.6666667,0.0
0.9215565,0.0,0.09090909,0.0,0.0
0.6593971,0.0,0.5454545,0.33333334,0.0
0.16636276,0.0,0.5454545,0.33333334,0.0
0.1913681,0.0,0.6363636,0.6666667,1.0
0.13650322,0.0,0.5454545,0.33333334,0.0
0.44542122,0.0,0.09090909,0.0,1.0
0.57478905,0.0,0.36363637,0.33333334,1.0
0.96243477,0.0,0.18181819,0.0,0.0
0.6773796,0.0,0.6363636,0.6666667,0.0
0.092601776,0.0,0.45454547,0.33333334,0.0
0.06868172,0.0,0.36363637,0.33333334,0.0
0.6089287,0.0,0.45454547,0.33333334,1.0
0.3209076,0.0,0.9090909,0.6666667,1.0
0.7768326,0.0,0.8181819,0.6666667,0.0
0.14146996,0.0,0.5454545,0.33333334,0.0
0.88490486,0.0,0.0,0.0,0.0
0.8532753,0.0,1.0,1.0,0.0
0.5389919,0.0,0.27272728,0.33333334,1.0
0.56788063,0.0,0.36363637,0.33333334,1.0
0.98332787,0.0,0.18181819,0.0,0.0
0.69176674,0.0,0.6363636,0.6666667,0.0
0.6815491,0.0,0.6363636,0.6666667,0.0
0.79738426,0.0,0.9090909,0.6666667,0.0
0.18828583,0.0,0.6363636,0.6666667,1.0
0.06434059,0.0,0.36363637,0.33333334,0.0
0.7091789,0.0,0.6363636,0.6666667,0.0
0.98155785,0.0,0.18181819,0.0,0.0
0.6272564,0.0,0.5454545,0.33333334,1.0
0.65203285,0.0,0.5454545,0.33333334,0.0
0.5851803,0.0,0.45454547,0.33333334,1.0
0.09534073,0.0,0.45454547,0.33333334,0.0
0.50302696,0.0,0.27272728,0.33333334,1.0
0.2849388,0.0,0.8181819,0.6666667,1.0
0.57707214,0.0,0.36363637,0.33333334,1.0
0.07398987,0.0,0.36363637,0.33333334,0.0
0.41242218,0.0,0.0,0.0,1.0
0.22259712,0.0,0.72727275,0.6666667,1.0
0.32279015,0.0,0.9090909,0.6666667,1.0
0.28436852,0.0,0.8181819,0.6666667,1.0
0.67463875,0.0,0.6363636,0.6666667,0.0
0.18914032,0.0,0.6363636,0.6666667,1.0
0.027402878,0.0,0.27272728,0.33333334,0.0
0.09117508,0.0,0.45454547,0.33333334,0.0
0.64689445,0.0,0.5454545,0.33333334,0.0
0.74668884,0.0,0.72727275,0.6666667,0.0
0.3281002,0.0,0.9090909,0.6666667,1.0
0.5723915,0.0,0.36363637,0.33333334,1.0
0.14204025,0.0,0.5454545,0.33333334,0.0
0.81274223,0.0,0.9090909,0.6666667,0.0
0.3870182,0.0,0.0,0.0,1.0
0.9019737,0.0,0.0,0.0,0.0
0.71494675,0.0,0.72727275,0.6666667,0.0
0.72556496,0.0,0.72727275,0.6666667,0.0
0.036994934,0.0,0.27272728,0.33333334,0.0
0.47299576,0.0,0.18181819,0.0,1.0
0.20632553,0.0,0.6363636,0.6666667,1.0
0.9571247,0.0,0.09090909,0.0,0.0
0.29852676,0.0,0.9090909,0.6666667,1.0
0.0832386,0.0,0.36363637,0.33333334,0.0
0.8984337,0.0,0.0,0.0,0.0
0.7685547,0.0,0.8181819,0.6666667,0.0
0.98584175,0.0,0.18181819,0.0,0.0
0.7134609,0.0,0.72727275,0.6666667,0.0
0.56708145,0.0,0.36363637,0.33333334,1.0
0.2874527,0.0,0.8181819,0.6666667,1.0
0.050468445,0.0,0.36363637,0.33333334,0.0
0.031057358,0.0,0.27272728,0.33333334,0.0
0.98041725,0.0,0.18181819,0.0,0.0
0.034654617,0.0,0.27272728,0.33333334,0.0
0.9779625,0.0,0.18181819,0.0,0.0
0.5345974,0.0,0.27272728,0.33333334,1.0
0.61024094,0.0,0.45454547,0.33333334,1.0
0.7954998,0.0,0.9090909,0.6666667,0.0
0.943079,0.0,0.09090909,0.0,0.0
0.5320835,0.0,0.27272728,0.33333334,1.0
0.75901985,0.0,0.8181819,0.6666667,0.0
0.66915894,0.0,0.6363636,0.6666667,0.0
0.042362213,0.0,0.36363637,0.33333334,0.0
0.63912964,0.0,0.5454545,0.33333334,0.0
0.11292648,0.0,0.45454547,0.33333334,0.0
0.9144783,0.0,0.0,0.0,0.0
0.5337982,0.0,0.27272728,0.33333334,1.0
0.12245941,0.0,0.45454547,0.33333334,0.0
0.5977955,0.0,0.45454547,0.33333334,1.0
0.8819351,0.0,0.0,0.0,0.0
0.25291252,0.0,0.8181819,0.6666667,1.0
0.71180725,0.0,0.72727275,0.6666667,0.0
0.36880684,0.0,1.0,1.0,1.0
0.13056564,0.0,0.5454545,0.33333334,0.0
0.040821075,0.0,0.27272728,0.33333334,0.0
0.8334656,0.0,0.9090909,0.6666667,0.0
0.8068619,0.0,0.9090909,0.6666667,0.0
0.22351074,0.0,0.72727275,0.6666667,1.0
0.8361492,0.0,1.0,1.0,0.0
0.9302349,0.0,0.09090909,0.0,0.0
0.19439316,0.0,0.6363636,0.6666667,1.0
0.029172897,0.0,0.27272728,0.33333334,0.0
0.8581848,0.0,1.0,1.0,0.0
0.73184586,0.0,0.72727275,0.6666667,0.0
0.9110527,0.0,0.0,0.0,0.0
0.68091965,0.0,0.6363636,0.6666667,0.0
0.45238686,0.0,0.09090909,0.0,1.0
0.047956467,0.0,0.36363637,0.33333334,0.0
0.9394264,0.0,0.09090909,0.0,0.0
0.92064285,0.0,0.09090909,0.0,0.0
0.76649857,0.0,0.8181819,0.6666667,0.0
0.90979576,0.0,0.0,0.0,0.0
0.42155647,0.0,0.09090909,0.0,1.0
0.46488953,0.0,0.18181819,0.0,1.0
0.7104931,0.0,0.72727275,0.6666667,0.0
0.27637482,0.0,0.8181819,0.6666667,1.0
0.81497,0.0,0.9090909,0.6666667,0.0
0.06525421,0.0,0.36363637,0.33333334,0.0
0.19776154,0.0,0.6363636,0.6666667,1.0
0.594656,0.0,0.45454547,0.33333334,1.0
0.21289062,0.0,0.72727275,0.6666667,1.0
0.37280273,0.0,1.0,1.0,1.0
0.10287857,0.0,0.45454547,0.33333334,0.0
0.27157974,0.0,0.8181819,0.6666667,1.0
0.6918812,0.0,0.6363636,0.6666667,0.0
0.33746338,0.0,1.0,1.0,1.0
0.0303154,0.0,0.27272728,0.33333334,0.0
0.087976456,0.0,0.45454547,0.33333334,0.0
0.8032074,0.0,0.9090909,0.6666667,0.0
0.9301777,0.0,0.09090909,0.0,0.0
0.10961342,0.0,0.45454547,0.33333334,0.0
0.15722847,0.0,0.5454545,0.33333334,0.0
0.9625492,0.0,0.18181819,0.0,0.0
0.99075127,0.0,0.18181819,0.0,0.0
0.9119663,1.0,0.0,0.0,0.0
0.53625107,0.0,0.27272728,0.33333334,1.0
0.44884682,0.0,0.09090909,0.0,1.0
0.45906448,0.0,0.18181819,0.0,1.0
0.43411827,0.0,0.09090909,0.0,1.0
0.5009136,0.0,0.27272728,0.33333334,1.0
