CWE,DWE,FRE,HPE,WOE,CDE,EBE,FGE,HTE,TVE,Hour,Weekday,Month,Season,clusters
1364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9130434999999999,1.0,0.36363637,0.33333334,0
1363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.86956525,1.0,0.36363637,0.33333334,0
9429,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.95652175,1.0,0.27272728,0.33333334,0
3211,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.86956525,1.0,0.6363635999999999,0.6666667,0
3212,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9130434999999999,1.0,0.6363635999999999,0.6666667,0
3213,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.95652175,1.0,0.6363635999999999,0.6666667,0
4628,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9130434999999999,0.33333334,0.8181819,0.6666667,0
4624,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.73913044,0.33333334,0.8181819,0.6666667,0
9548,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9130434999999999,0.6666667,0.36363637,0.33333334,0
9549,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.95652175,0.6666667,0.36363637,0.33333334,0
3257,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.7826086999999999,0.16666667,0.6363635999999999,0.6666667,0
3258,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8260870000000001,0.16666667,0.6363635999999999,0.6666667,0
3259,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.86956525,0.16666667,0.6363635999999999,0.6666667,0
3260,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9130434999999999,0.16666667,0.6363635999999999,0.6666667,0
3261,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.95652175,0.16666667,0.6363635999999999,0.6666667,0
1244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9130434999999999,0.16666667,0.36363637,0.33333334,0
1243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.86956525,0.16666667,0.36363637,0.33333334,0
1242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8260870000000001,0.16666667,0.36363637,0.33333334,0
3269,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.26086956,0.33333334,0.6363635999999999,0.6666667,0
4580,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9130434999999999,0.0,0.8181819,0.6666667,0
4579,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.86956525,0.0,0.8181819,0.6666667,0
9645,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.95652175,0.16666667,0.36363637,0.33333334,0
4574,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.65217394,0.0,0.8181819,0.6666667,0
4573,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6086957,0.0,0.8181819,0.6666667,0
3283,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.86956525,0.33333334,0.6363635999999999,0.6666667,0
3284,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9130434999999999,0.33333334,0.6363635999999999,0.6666667,0
3285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.95652175,0.33333334,0.6363635999999999,0.6666667,0
1263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6956521999999999,0.33333334,0.36363637,0.33333334,0
9236,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9130434999999999,0.8333334000000001,0.27272728,0.33333334,0
9524,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9130434999999999,0.5,0.36363637,0.33333334,0
9500,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9130434999999999,0.33333334,0.36363637,0.33333334,0
1316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9130434999999999,0.6666667,0.36363637,0.33333334,0
1315,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.86956525,0.6666667,0.36363637,0.33333334,0
1314,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8260870000000001,0.6666667,0.36363637,0.33333334,0
9439,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.34782609999999997,0.0,0.27272728,0.33333334,0
9451,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.86956525,0.0,0.27272728,0.33333334,0
9452,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9130434999999999,0.0,0.27272728,0.33333334,0
4701,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.95652175,0.8333334000000001,0.8181819,0.6666667,0
4700,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9130434999999999,0.8333334000000001,0.8181819,0.6666667,0
4699,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.86956525,0.8333334000000001,0.8181819,0.6666667,0
4693,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.6086957,0.8333334000000001,0.8181819,0.6666667,0
9475,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.86956525,0.16666667,0.27272728,0.33333334,0
9476,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9130434999999999,0.16666667,0.27272728,0.33333334,0
9477,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.95652175,0.16666667,0.27272728,0.33333334,0
1292,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.9130434999999999,0.5,0.36363637,0.33333334,0
1291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.86956525,0.5,0.36363637,0.33333334,0
1290,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.8260870000000001,0.5,0.36363637,0.33333334,0
1289,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7826086999999999,0.5,0.36363637,0.33333334,0
9488,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.39130434,0.33333334,0.36363637,0.33333334,0
3234,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8260870000000001,0.0,0.6363635999999999,0.6666667,0
3235,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.86956525,0.0,0.6363635999999999,0.6666667,0
3237,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.95652175,0.0,0.6363635999999999,0.6666667,0
9501,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.95652175,0.33333334,0.36363637,0.33333334,0
1220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9130434999999999,0.0,0.36363637,0.33333334,0
4867,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.86956525,0.8333334000000001,0.8181819,0.6666667,0
9213,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.95652175,0.6666667,0.27272728,0.33333334,0
8877,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.95652175,0.6666667,0.27272728,0.33333334,0
5132,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9130434999999999,0.33333334,0.8181819,0.6666667,0
5129,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.7826086999999999,0.33333334,0.8181819,0.6666667,0
1556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9130434999999999,0.0,0.45454547,0.33333334,0
8901,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.95652175,0.8333334000000001,0.27272728,0.33333334,0
5108,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.9130434999999999,0.16666667,0.8181819,0.6666667,0
5107,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.86956525,0.16666667,0.8181819,0.6666667,0
8913,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.43478262,1.0,0.27272728,0.33333334,0
8914,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.47826087,1.0,0.27272728,0.33333334,0
8876,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9130434999999999,0.6666667,0.27272728,0.33333334,0
8922,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8260870000000001,1.0,0.27272728,0.33333334,0
8924,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9130434999999999,1.0,0.27272728,0.33333334,0
5084,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9130434999999999,0.0,0.8181819,0.6666667,0
5083,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.86956525,0.0,0.8181819,0.6666667,0
8948,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9130434999999999,0.0,0.27272728,0.33333334,0
8949,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.95652175,0.0,0.27272728,0.33333334,0
3067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.86956525,0.0,0.6363635999999999,0.6666667,0
3068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9130434999999999,0.0,0.6363635999999999,0.6666667,0
8971,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.86956525,0.16666667,0.27272728,0.33333334,0
8972,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9130434999999999,0.16666667,0.27272728,0.33333334,0
8923,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.86956525,1.0,0.27272728,0.33333334,0
8875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.86956525,0.6666667,0.27272728,0.33333334,0
8872,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.73913044,0.6666667,0.27272728,0.33333334,0
5133,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.95652175,0.33333334,0.8181819,0.6666667,0
8754,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8260870000000001,1.0,0.18181819,0.0,0
8755,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.86956525,1.0,0.18181819,0.0,0
8756,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9130434999999999,1.0,0.18181819,0.0,0
1604,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9130434999999999,0.33333334,0.45454547,0.33333334,0
5200,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.73913044,0.8333334000000001,0.9090908999999999,0.6666667,0
5199,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6956521999999999,0.8333334000000001,0.9090908999999999,0.6666667,0
5198,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.65217394,0.8333334000000001,0.9090908999999999,0.6666667,0
8777,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.7826086999999999,0.0,0.27272728,0.33333334,0
8778,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8260870000000001,0.0,0.27272728,0.33333334,0
8779,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.86956525,0.0,0.27272728,0.33333334,0
8780,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9130434999999999,0.0,0.27272728,0.33333334,0
3020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9130434999999999,0.8333334000000001,0.6363635999999999,0.6666667,0
5181,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.95652175,0.6666667,0.9090908999999999,0.6666667,0
8804,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9130434999999999,0.16666667,0.27272728,0.33333334,0
5156,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9130434999999999,0.5,0.9090908999999999,0.6666667,0
1580,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9130434999999999,0.16666667,0.45454547,0.33333334,0
8827,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.86956525,0.33333334,0.27272728,0.33333334,0
8828,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9130434999999999,0.33333334,0.27272728,0.33333334,0
8829,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.95652175,0.33333334,0.27272728,0.33333334,0
8851,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.86956525,0.5,0.27272728,0.33333334,0
8852,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9130434999999999,0.5,0.27272728,0.33333334,0
8973,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.95652175,0.16666667,0.27272728,0.33333334,0
5060,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9130434999999999,1.0,0.8181819,0.6666667,0
5059,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.86956525,1.0,0.8181819,0.6666667,0
8996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9130434999999999,0.33333334,0.27272728,0.33333334,0
9114,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8260870000000001,0.0,0.27272728,0.33333334,0
9115,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.86956525,0.0,0.27272728,0.33333334,0
9116,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9130434999999999,0.0,0.27272728,0.33333334,0
9117,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.95652175,0.0,0.27272728,0.33333334,0
4916,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9130434999999999,0.0,0.8181819,0.6666667,0
9139,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.86956525,0.16666667,0.27272728,0.33333334,0
9140,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9130434999999999,0.16666667,0.27272728,0.33333334,0
4911,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6956521999999999,0.0,0.8181819,0.6666667,0
4891,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.86956525,1.0,0.8181819,0.6666667,0
3138,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8260870000000001,0.5,0.6363635999999999,0.6666667,0
9163,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.86956525,0.33333334,0.27272728,0.33333334,0
9164,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9130434999999999,0.33333334,0.27272728,0.33333334,0
9165,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.95652175,0.33333334,0.27272728,0.33333334,0
3139,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.86956525,0.5,0.6363635999999999,0.6666667,0
3140,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9130434999999999,0.5,0.6363635999999999,0.6666667,0
9186,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.8260870000000001,0.5,0.27272728,0.33333334,0
9187,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.86956525,0.5,0.27272728,0.33333334,0
9188,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9130434999999999,0.5,0.27272728,0.33333334,0
9189,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.95652175,0.5,0.27272728,0.33333334,0
4869,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.95652175,0.8333334000000001,0.8181819,0.6666667,0
9212,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9130434999999999,0.6666667,0.27272728,0.33333334,0
4940,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9130434999999999,0.16666667,0.8181819,0.6666667,0
4868,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9130434999999999,0.8333334000000001,0.8181819,0.6666667,0
1459,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.86956525,0.5,0.36363637,0.33333334,0
9092,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9130434999999999,1.0,0.27272728,0.33333334,0
8997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.95652175,0.33333334,0.27272728,0.33333334,0
5036,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9130434999999999,0.8333334000000001,0.8181819,0.6666667,0
5035,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.86956525,0.8333334000000001,0.8181819,0.6666667,0
5030,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.65217394,0.8333334000000001,0.8181819,0.6666667,0
5029,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6086957,0.8333334000000001,0.8181819,0.6666667,0
5013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.95652175,0.6666667,0.8181819,0.6666667,0
9020,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9130434999999999,0.5,0.27272728,0.33333334,0
9021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.95652175,0.5,0.27272728,0.33333334,0
5012,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9130434999999999,0.6666667,0.8181819,0.6666667,0
5011,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.86956525,0.6666667,0.8181819,0.6666667,0
3092,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9130434999999999,0.16666667,0.6363635999999999,0.6666667,0
9043,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.86956525,0.6666667,0.27272728,0.33333334,0
9044,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9130434999999999,0.6666667,0.27272728,0.33333334,0
4987,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.86956525,0.5,0.8181819,0.6666667,0
9062,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.65217394,0.8333334000000001,0.27272728,0.33333334,0
9063,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6956521999999999,0.8333334000000001,0.27272728,0.33333334,0
9068,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9130434999999999,0.8333334000000001,0.27272728,0.33333334,0
9069,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.95652175,0.8333334000000001,0.27272728,0.33333334,0
4963,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.86956525,0.33333334,0.8181819,0.6666667,0
4957,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6086957,0.33333334,0.8181819,0.6666667,0
9091,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.86956525,1.0,0.27272728,0.33333334,0
3116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9130434999999999,0.33333334,0.6363635999999999,0.6666667,0
